"","reason.4","reason.16","reason.17","reason.19","letter.7","letter.33","letter.34","letter.58","matrix.45","matrix.46","matrix.47","matrix.55","rotate.3","rotate.4","rotate.6","rotate.8"
"1007",2,4,4,2,6,0,4,0,2,2,3,2,8,4,4,8
"1008",4,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0
"1009",4,4,4,6,6,5,4,4,5,2,4,4,3,2,1,2
"1010",4,2,4,6,6,3,4,5,5,1,4,3,8,7,4,1
"1011",2,4,4,6,6,1,6,2,4,4,2,6,5,7,1,2
"1012",4,4,4,6,6,3,4,4,3,1,2,2,3,2,6,7
"1013",4,1,1,5,2,5,1,5,5,5,6,2,7,2,2,1
"1014",4,4,4,6,6,3,4,4,4,4,2,6,2,7,1,6
"1015",4,4,4,6,2,3,1,1,5,2,2,3,4,8,6,2
"1016",4,4,4,6,6,3,4,4,5,2,2,5,8,8,8,2
"1017",4,4,4,6,6,3,4,4,4,2,2,6,3,2,3,7
"1018",2,3,5,5,5,2,3,3,6,6,1,2,5,7,1,2
"1019",3,4,2,6,2,0,3,4,5,4,4,6,2,4,6,3
"1020",4,3,4,6,6,1,5,3,4,4,2,3,5,7,1,2
"1021",1,4,0,6,5,1,3,4,5,2,4,4,4,4,6,7
"1022",2,1,4,6,5,3,1,2,5,5,2,4,7,7,1,6
"1023",3,2,4,2,6,3,4,1,4,3,2,4,3,2,7,7
"1024",2,3,4,5,4,5,1,5,4,1,2,2,7,7,1,2
"1026",4,3,5,5,5,1,4,3,3,2,2,2,5,7,1,2
"1028",4,3,0,0,5,0,2,3,5,0,0,4,0,7,0,7
"1029",3,4,6,2,6,1,6,4,3,4,2,5,4,4,6,4
"1030",4,4,4,2,3,3,2,2,2,3,3,3,6,3,6,5
"1031",3,2,2,2,5,1,2,2,2,4,1,4,4,3,1,5
"1033",4,4,4,6,6,3,4,4,5,1,2,4,4,4,6,7
"1034",4,4,4,6,3,3,4,4,5,4,2,4,3,2,6,7
"1035",4,2,4,6,6,5,4,4,5,1,2,3,5,7,2,2
"1036",4,4,4,6,6,3,4,1,5,4,2,4,3,4,6,4
"1037",2,4,4,6,4,3,4,4,4,1,4,2,7,1,6,7
"1038",4,0,4,6,6,3,1,4,6,6,2,6,3,2,6,7
"1039",4,4,4,6,6,3,4,4,5,2,2,4,3,2,3,7
"1040",6,4,5,6,6,2,4,1,5,2,2,5,4,4,4,4
"1042",2,2,6,5,6,3,4,3,4,2,2,6,8,7,1,7
"1043",1,2,6,6,2,2,4,1,4,5,2,2,4,7,1,2
"1044",4,2,4,2,5,1,1,5,4,2,6,2,5,4,5,2
"1045",4,4,4,6,4,3,6,4,5,4,2,3,4,8,6,4
"1046",5,6,1,2,6,1,4,2,4,2,4,2,4,4,4,4
"1048",4,4,4,6,6,4,4,4,5,4,1,4,1,7,6,6
"1049",2,5,6,2,6,3,4,5,5,4,6,4,4,8,4,8
"1050",4,4,4,6,6,3,4,4,5,2,2,4,3,2,6,7
"1051",4,4,4,6,6,3,4,4,4,1,2,6,3,4,6,8
"1053",3,4,4,6,4,3,4,4,4,4,3,4,8,5,5,8
"1055",4,4,4,2,6,5,5,4,4,5,6,4,8,8,8,8
"1056",2,4,1,5,6,4,4,5,5,2,6,3,3,4,1,8
"1057",5,4,4,5,4,5,2,5,3,1,2,5,7,7,1,6
"1058",2,4,6,6,6,3,4,3,5,1,2,4,6,5,4,4
"1059",2,4,1,3,5,3,4,3,3,1,2,4,4,4,4,4
"1060",4,4,4,6,6,3,4,4,3,2,2,6,5,7,1,2
"1061",0,3,4,3,5,2,4,1,5,1,2,4,8,7,1,2
"1062",1,1,2,5,6,3,4,1,5,2,2,2,8,8,8,8
"1063",1,4,4,2,6,3,4,3,3,5,2,5,8,8,8,8
"1064",4,4,4,6,6,3,4,1,5,6,2,3,1,3,2,5
"1065",2,4,4,5,6,6,0,5,5,1,3,2,7,8,3,8
"1066",6,4,3,2,4,5,1,5,3,2,1,5,5,6,8,5
"1067",4,4,4,6,5,3,4,4,5,1,2,4,2,3,6,3
"1068",0,0,3,5,6,0,0,0,0,0,0,6,0,0,0,0
"1069",4,2,5,6,6,3,4,5,5,2,2,4,4,4,4,4
"1070",2,4,5,2,5,1,1,2,5,1,2,4,5,7,1,7
"1071",4,2,1,5,4,6,3,1,5,2,2,6,6,3,1,7
"1072",3,4,1,5,2,6,2,5,5,2,3,6,2,4,8,8
"1073",3,4,4,6,4,2,1,5,3,3,4,4,3,4,4,7
"1074",4,4,4,2,4,6,4,4,3,2,2,2,8,8,8,8
"1075",4,2,0,6,6,2,4,4,3,1,6,6,5,7,1,6
"1076",4,4,4,6,6,3,4,4,3,2,2,4,3,6,6,4
"1077",2,4,6,5,6,2,3,1,3,2,4,4,5,7,1,2
"1078",4,4,4,6,4,2,5,4,4,6,2,3,7,7,1,2
"1079",4,0,0,0,0,0,0,0,0,0,0,0,4,7,0,2
"1080",3,1,1,2,4,2,2,4,2,4,4,3,3,0,4,8
"1081",4,3,4,6,6,3,4,1,3,2,5,5,4,4,4,4
"1082",1,1,2,5,2,1,2,1,3,1,2,3,8,8,8,8
"1083",4,4,4,2,6,3,4,4,5,2,2,2,7,7,1,6
"1084",4,4,4,6,6,3,4,4,5,2,2,5,3,2,6,7
"1085",4,4,6,6,6,3,0,1,5,3,2,6,5,7,1,2
"1086",3,1,4,6,6,3,4,4,4,3,5,4,1,7,2,8
"1087",2,4,6,2,5,2,2,3,5,4,4,3,8,8,8,8
"1088",2,3,4,2,4,1,4,2,3,3,2,4,5,7,1,2
"1089",2,4,4,6,5,3,4,4,5,2,2,4,3,2,6,7
"1090",2,1,4,5,4,5,1,5,4,5,3,4,5,7,1,6
"1091",4,3,5,4,3,3,4,4,5,5,4,4,5,8,8,8
"1092",4,4,4,6,6,3,4,4,5,2,2,4,6,2,6,2
"1093",1,4,6,2,6,1,4,3,5,1,2,3,8,3,8,8
"1094",4,4,4,6,6,3,4,4,5,2,2,4,4,1,3,5
"1095",4,3,4,6,6,3,4,4,5,2,2,4,4,4,7,4
"1096",3,4,4,6,4,5,5,2,5,3,2,4,4,7,1,2
"1097",2,3,4,5,2,1,2,5,4,2,3,5,4,4,4,4
"1098",3,4,4,3,3,2,3,2,2,3,4,6,8,8,8,8
"1099",4,4,4,6,6,3,4,4,3,2,2,4,2,4,6,4
"1100",4,2,4,2,2,3,1,5,5,4,4,4,8,8,8,8
"1102",3,4,6,4,6,2,3,1,2,2,2,6,7,8,1,2
"1103",5,4,5,6,6,3,4,4,5,2,2,2,5,7,1,2
"1105",4,4,4,6,5,3,5,4,4,2,4,4,8,4,8,8
"1106",1,4,6,6,6,3,4,2,4,2,2,6,7,1,7,1
"1107",2,3,5,3,6,3,3,4,5,2,1,4,5,7,1,2
"1108",4,4,4,6,0,5,6,0,4,4,5,3,8,8,4,8
"1109",1,4,4,6,2,6,4,3,3,1,2,4,2,7,7,3
"1110",4,4,4,2,6,3,4,5,3,1,4,4,3,8,8,4
"1111",5,4,5,2,6,3,4,2,6,2,2,6,7,1,4,6
"1112",4,4,2,6,6,3,4,1,2,4,5,5,8,8,8,6
"1113",2,2,1,6,5,3,3,3,4,2,4,6,5,7,1,6
"1115",4,2,6,5,1,6,6,6,4,6,5,6,8,8,8,8
"1116",1,3,6,6,6,2,2,3,4,2,3,4,6,2,6,4
"1117",2,4,2,6,5,5,3,3,5,4,4,4,5,7,1,7
"1118",4,4,4,6,6,1,4,4,5,2,2,4,5,5,1,7
"1121",2,2,0,6,4,3,4,6,5,2,2,4,4,7,3,2
"1123",4,4,4,6,6,3,4,4,5,2,2,4,3,2,6,6
"1125",4,4,4,6,6,3,5,4,5,2,2,2,3,4,6,4
"1126",0,0,0,0,6,0,0,0,0,2,0,0,4,0,0,0
"1128",4,4,4,4,6,3,4,5,5,2,2,4,4,2,4,4
"1129",4,2,4,1,6,3,4,5,5,2,2,1,3,5,6,7
"1130",2,1,4,6,4,3,4,1,5,2,2,2,7,4,6,6
"1131",4,3,3,2,2,6,4,6,5,6,4,5,6,6,0,7
"1132",0,4,4,2,6,3,4,1,5,2,2,6,8,8,8,8
"1133",3,1,2,3,3,4,0,5,0,6,3,4,8,8,0,8
"1136",4,4,4,6,6,4,5,4,5,2,2,4,3,2,6,7
"1137",4,4,4,6,6,1,3,3,5,2,2,2,4,4,6,4
"1138",4,4,4,6,6,3,5,4,5,2,2,4,3,4,6,7
"1139",4,4,5,2,6,1,1,3,5,2,2,4,4,4,4,4
"1140",2,3,4,6,4,3,4,5,5,2,4,4,4,6,3,8
"1141",4,4,4,6,6,3,4,4,5,2,2,2,4,7,1,2
"1142",4,4,4,6,5,3,4,4,2,2,2,2,4,7,1,2
"1143",4,4,4,2,6,1,1,4,5,4,3,6,7,7,6,7
"1144",4,4,4,6,6,3,4,4,3,2,2,6,6,2,6,7
"1145",2,4,2,4,6,3,4,1,5,2,2,4,1,4,2,2
"1146",4,3,4,5,4,3,4,4,4,2,1,3,8,8,8,3
"1147",4,4,0,6,6,3,4,4,4,5,2,4,7,4,1,6
"1148",1,2,6,6,2,3,3,3,3,3,2,6,8,3,7,3
"1149",2,4,4,3,6,3,4,4,5,1,2,4,7,2,4,6
"1150",4,3,2,2,6,3,4,5,5,2,2,3,4,1,5,4
"1152",4,2,4,6,6,3,4,4,5,1,2,3,8,5,8,2
"1153",2,4,4,6,2,3,4,5,2,4,6,6,7,7,8,4
"1154",4,4,4,6,4,3,4,5,5,2,2,4,6,2,1,2
"1155",4,4,6,6,6,5,4,1,5,1,2,4,5,7,1,6
"1156",4,4,4,6,6,3,4,4,4,2,2,6,7,8,6,4
"1158",4,4,4,6,6,3,4,4,2,1,2,4,8,8,8,2
"1160",4,4,4,6,5,3,4,4,4,1,2,4,4,2,6,7
"1161",4,4,4,6,5,3,3,4,5,2,2,5,7,8,4,6
"1162",4,4,4,2,6,3,4,1,3,2,5,4,4,8,1,2
"1163",3,6,0,6,6,4,4,2,5,2,6,3,4,8,8,0
"1164",4,4,4,6,6,3,4,4,5,2,2,4,4,4,0,4
"1165",4,5,4,2,4,4,3,5,4,5,6,6,8,8,8,8
"1166",4,2,2,1,2,2,5,4,6,2,5,5,6,4,5,6
"1167",4,4,6,5,6,3,4,3,3,1,2,5,8,8,8,7
"1168",3,4,4,6,6,3,4,1,3,1,2,2,4,7,5,5
"1169",0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0
"1170",2,4,4,4,6,3,4,5,5,2,2,5,4,7,1,5
"1171",4,4,4,6,6,3,4,2,5,2,4,5,3,2,8,4
"1172",4,4,4,6,6,5,4,4,5,2,2,6,1,4,6,7
"1174",3,4,4,6,6,3,4,4,3,4,2,2,3,2,6,7
"1176",6,4,4,6,6,5,4,4,5,1,2,3,5,7,1,2
"1177",4,4,6,6,6,3,4,1,5,2,2,3,5,4,6,4
"1178",3,3,4,6,6,3,4,4,5,2,2,5,4,7,7,4
"1179",4,1,4,5,6,3,4,2,5,2,3,3,1,5,3,2
"1181",4,4,4,2,6,3,4,4,5,2,2,4,3,2,6,3
"1182",4,4,4,6,6,3,4,1,4,3,2,4,4,4,4,2
"1183",4,4,4,6,6,3,4,4,5,2,2,3,3,2,6,7
"1184",4,4,4,6,6,2,4,1,4,2,2,2,4,7,1,4
"1185",5,4,4,2,4,1,3,0,4,5,2,2,5,7,0,2
"1186",1,4,4,6,0,5,4,5,6,4,2,6,3,2,6,4
"1187",5,4,4,6,6,3,1,5,5,1,2,2,5,7,1,2
"1188",4,4,4,2,6,3,4,1,3,2,4,1,5,7,1,5
"1189",3,4,2,5,4,3,1,1,3,3,3,4,3,4,4,4
"1190",4,4,5,6,2,5,3,5,4,3,5,2,8,8,8,8
"1191",4,4,4,6,6,3,4,4,5,2,2,4,7,7,1,2
"1192",6,4,1,6,5,3,6,1,3,2,6,4,8,8,8,8
"1193",3,4,4,2,6,1,3,5,4,2,4,2,5,6,3,1
"1194",5,4,4,6,6,1,4,5,3,4,2,4,7,8,8,8
"1195",4,4,4,6,6,3,4,4,5,2,4,4,3,2,6,4
"1196",4,4,4,5,6,3,4,4,5,2,2,4,3,5,6,7
"1197",4,4,4,6,6,3,4,4,5,2,2,4,4,7,1,2
"1198",4,4,4,6,5,5,4,4,5,2,2,3,1,3,6,2
"1199",3,4,6,6,1,3,2,2,5,2,1,3,5,7,1,7
"1200",5,3,2,6,5,2,3,2,3,3,2,6,5,2,5,1
"1203",4,4,4,6,6,3,4,4,5,2,2,2,2,7,1,2
"1204",4,1,4,5,6,3,1,4,5,2,2,3,5,6,5,2
"1205",4,4,4,4,4,4,4,4,5,5,5,1,6,6,6,6
"1206",4,4,4,6,6,3,4,4,5,2,2,2,4,7,4,2
"1207",6,2,6,2,4,5,4,2,3,4,4,1,8,7,8,8
"1208",4,4,4,6,4,1,5,5,5,2,2,3,5,7,6,2
"1209",4,4,4,6,6,3,4,1,6,6,2,5,7,4,4,6
"1210",4,4,4,6,6,3,4,5,5,2,2,2,4,2,6,4
"1211",4,4,4,4,6,1,4,2,5,2,2,3,4,4,4,4
"1212",2,3,4,6,6,2,4,5,5,2,4,4,4,4,6,1
"1213",4,4,4,2,4,2,4,5,5,1,2,2,3,4,6,4
"1214",3,4,6,3,6,3,2,4,2,5,4,6,4,8,3,8
"1215",2,4,4,6,6,3,2,4,5,2,2,6,3,7,6,2
"1216",4,4,4,6,6,3,4,4,3,4,3,6,5,2,6,3
"1217",4,0,4,6,1,2,3,5,4,1,2,5,5,6,6,2
"1218",2,1,4,5,1,2,2,1,1,5,3,6,1,4,2,4
"1219",3,4,4,6,6,3,4,1,5,2,5,2,2,7,7,2
"1220",4,4,4,6,6,3,3,4,3,1,1,2,5,1,6,3
"1222",4,4,2,6,6,6,4,4,4,1,2,6,4,7,1,2
"1223",4,4,4,6,6,3,4,4,3,2,2,2,2,3,2,3
"1224",4,4,6,6,6,3,4,1,5,2,2,6,3,4,6,7
"1225",4,2,4,6,4,3,4,5,3,4,2,3,5,7,7,7
"1226",4,4,6,6,4,1,4,5,5,2,2,5,4,7,1,4
"1227",4,1,4,6,6,3,3,4,5,2,2,6,5,7,1,2
"1228",4,4,4,6,6,3,4,4,5,2,4,4,2,7,7,3
"1229",4,4,4,6,6,3,4,5,5,2,2,3,6,2,6,7
"1230",2,1,6,5,5,3,3,5,6,3,2,6,4,7,4,5
"1231",4,4,4,6,6,2,4,1,5,2,4,2,7,7,7,2
"1232",4,2,5,2,5,1,3,4,5,3,6,3,5,7,1,6
"1233",4,4,4,2,6,2,5,6,2,5,3,6,7,7,4,6
"1234",4,4,4,6,6,5,4,1,5,2,2,6,4,7,1,5
"1235",4,4,4,6,6,3,4,4,4,2,2,6,6,6,6,7
"1237",4,4,4,6,5,3,4,4,5,3,2,3,8,8,4,8
"1238",4,4,4,6,6,3,4,4,4,2,2,4,3,2,6,7
"1239",4,4,4,6,6,3,1,4,5,2,2,6,8,8,8,8
"1240",3,3,3,6,2,3,3,5,4,3,3,4,5,8,5,4
"1241",4,1,3,2,2,3,3,3,3,2,2,3,4,4,3,5
"1242",4,4,4,6,6,3,4,4,5,2,2,4,3,2,4,7
"1243",4,4,4,4,6,3,4,5,5,2,2,2,4,4,6,4
"1244",4,4,4,6,6,3,4,4,5,2,2,6,3,2,1,7
"1245",4,4,4,4,2,2,5,3,3,2,2,5,8,4,8,8
"1247",4,4,4,6,6,3,4,4,5,2,2,2,4,7,1,2
"1248",1,1,1,6,1,3,4,1,4,2,2,6,8,8,8,8
"1249",4,0,4,0,6,3,4,3,4,5,1,6,4,4,1,2
"1250",4,4,4,6,6,1,4,5,3,6,2,2,4,7,1,2
"1251",4,4,4,6,5,1,4,2,3,1,3,5,8,4,8,6
"1252",6,4,4,6,6,3,4,5,5,2,2,4,4,8,8,4
"1253",4,4,4,6,6,2,4,4,5,2,2,4,6,7,8,2
"1254",4,4,4,6,5,3,4,5,3,4,4,6,7,5,6,7
"1255",4,4,4,6,6,3,4,4,5,2,0,4,3,2,6,7
"1256",4,2,4,6,5,1,4,5,5,2,2,5,5,5,6,3
"1257",0,0,4,0,6,3,4,4,0,2,2,0,4,7,0,2
"1258",6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8
"1259",5,3,2,3,2,5,4,4,3,0,6,1,5,8,7,8
"1260",1,4,4,6,4,3,4,4,5,2,2,5,7,7,5,2
"1262",4,4,4,2,5,3,4,0,5,2,2,4,3,2,6,7
"1265",4,3,4,6,6,5,1,4,4,2,4,3,3,2,6,4
"1266",4,4,4,6,6,5,4,4,5,2,2,4,3,2,1,7
"1267",4,4,4,6,6,3,4,0,5,2,2,4,3,2,6,4
"1269",4,4,4,6,6,3,4,4,2,2,2,4,2,2,6,4
"1270",5,5,3,6,6,1,2,3,6,5,1,5,0,4,4,2
"1271",3,1,5,2,5,2,3,5,5,2,1,2,5,7,1,6
"1272",4,4,4,6,6,3,4,1,5,2,2,4,3,2,6,7
"1273",4,4,4,6,6,3,4,4,3,2,2,4,4,4,4,2
"1274",4,4,4,4,5,3,4,4,4,1,2,5,4,4,4,2
"1275",4,3,4,4,6,3,4,4,5,2,2,4,3,4,6,4
"1276",4,4,4,6,5,3,4,4,5,2,2,6,7,2,6,7
"1277",1,1,4,2,6,3,4,1,4,2,2,3,5,7,6,6
"1278",1,1,6,6,6,2,1,1,5,4,6,1,5,6,5,6
"1279",4,4,4,6,6,3,4,3,5,2,2,6,8,7,1,8
"1282",4,4,1,6,5,3,4,5,5,1,2,2,8,8,8,0
"1283",4,4,4,6,6,3,4,4,5,2,2,4,3,2,6,7
"1284",4,4,4,6,6,3,4,1,5,4,2,4,3,2,6,2
"1285",4,4,4,6,6,3,4,4,5,2,2,4,3,2,6,7
"1286",4,4,4,6,5,3,4,1,5,5,5,4,8,8,8,8
"1287",4,4,4,6,6,5,4,5,5,2,2,5,3,2,3,7
"1288",4,4,4,6,6,1,5,4,2,2,2,4,4,4,1,2
"1289",4,4,4,6,6,3,4,4,5,2,2,2,8,3,6,4
"1290",4,4,4,6,6,5,4,5,5,2,2,4,8,8,8,4
"1292",4,3,4,2,6,3,4,3,5,6,2,4,4,4,4,4
"1293",4,4,4,6,6,5,4,4,5,2,2,4,5,2,5,7
"1294",4,4,4,6,6,3,4,4,5,2,2,4,3,2,4,7
"1295",4,4,4,6,6,3,4,4,5,2,2,4,4,7,6,7
"1296",4,4,4,4,6,3,4,2,4,2,2,6,4,2,6,8
"1297",4,2,1,6,5,3,3,3,3,2,3,3,4,5,6,3
"1298",4,4,4,6,6,4,4,4,3,2,2,4,7,2,6,7
"1299",4,4,4,6,6,4,4,3,4,2,6,5,4,4,6,4
"1300",4,4,6,2,6,2,4,3,5,4,2,4,3,7,1,6
"1301",4,4,4,6,6,3,4,5,4,2,4,3,8,2,6,6
"1302",4,2,4,6,6,3,4,1,5,2,2,4,5,7,1,2
"1303",4,4,4,6,6,3,5,2,5,2,2,0,1,8,8,2
"1304",3,4,4,6,6,3,4,1,4,4,2,2,6,8,6,6
"1305",4,4,4,6,6,1,4,4,5,2,2,4,5,2,7,1
"1306",5,4,4,6,5,1,4,2,5,2,6,6,5,8,1,2
"1307",4,4,4,6,5,1,5,3,5,2,2,6,3,5,3,7
"1308",4,4,4,6,6,3,4,4,5,2,2,4,4,2,6,7
"1309",2,4,6,2,5,6,2,4,5,1,2,4,4,8,8,8
"1311",4,4,4,2,6,3,4,4,4,2,2,5,1,7,1,6
"1313",4,4,4,6,6,3,4,4,5,2,2,2,3,2,6,7
"1314",4,4,4,6,6,3,4,4,5,2,2,2,4,4,5,7
"1315",4,4,4,6,6,3,4,4,5,2,2,4,3,2,6,8
"1316",4,4,4,6,6,3,4,4,4,2,4,2,1,7,6,2
"1317",3,2,1,1,4,4,1,3,4,4,2,5,4,3,5,6
"1318",3,4,4,4,2,5,2,4,2,3,6,6,6,8,8,8
"1319",2,3,3,3,6,6,5,5,6,6,6,6,8,7,5,8
"1320",4,4,4,6,5,3,4,3,5,4,2,3,8,5,5,8
"1321",3,3,6,2,3,5,2,5,5,4,2,6,3,6,8,6
"1322",2,3,3,3,3,2,1,3,4,3,4,4,1,3,5,1
"1323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1325",5,4,2,2,4,2,6,3,3,6,6,6,5,8,7,8
"1326",4,2,2,2,5,4,2,3,3,3,3,3,2,5,5,3
"1327",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1328",2,4,4,6,6,3,4,3,2,2,2,2,5,4,5,5
"1329",1,4,5,6,6,5,3,4,5,6,2,4,7,2,2,8
"1330",4,4,4,6,6,3,4,4,5,2,2,4,5,8,4,2
"1331",4,4,4,6,6,3,4,4,5,2,2,4,3,2,6,7
"1332",4,4,4,6,5,2,3,4,5,2,2,4,5,4,7,3
"1333",4,4,4,6,6,3,4,4,2,2,2,2,3,2,6,7
"1335",4,4,4,6,5,5,4,3,5,2,2,3,7,2,2,5
"1336",4,4,4,6,6,3,4,4,5,2,2,4,7,4,4,4
"1337",4,4,4,6,5,1,1,4,5,2,4,3,5,7,1,2
"1338",4,4,4,6,0,1,4,0,5,5,5,0,7,0,0,0
"1340",4,4,4,6,5,5,3,3,4,6,6,6,5,8,6,8
"1341",2,2,3,1,3,4,3,5,5,5,4,4,1,3,3,2
"1343",4,4,4,6,0,0,0,0,4,2,2,6,8,8,8,8
"1344",4,4,4,6,6,0,4,4,5,3,2,3,2,7,5,8
"1346",4,3,4,3,3,4,4,4,2,4,4,3,5,3,3,6
"1347",4,4,4,6,6,4,4,4,5,2,2,6,7,2,6,7
"1348",5,4,4,6,2,2,5,3,3,2,2,4,1,1,6,4
"1349",4,3,4,6,4,3,4,3,4,4,4,4,8,8,8,8
"1350",4,4,4,6,6,4,4,4,5,3,2,4,4,7,1,2
"1352",5,4,4,6,6,1,4,2,3,4,3,2,5,2,6,7
"1353",4,2,4,3,4,5,4,2,5,4,4,3,4,5,5,4
"1354",3,2,3,3,4,5,2,5,1,3,3,2,5,2,4,6
"1355",1,4,4,6,6,3,4,4,3,2,5,2,2,2,6,4
"1356",2,4,2,5,1,1,3,1,4,3,3,5,3,5,3,3
"1357",0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,4
"1358",4,4,4,6,6,3,4,2,5,2,2,4,3,2,7,2
"1359",4,2,4,2,6,1,4,1,5,2,5,6,4,7,6,2
"1360",0,4,4,6,5,3,4,1,5,6,6,2,5,3,6,7
"1361",2,4,2,5,6,0,4,3,5,2,2,4,5,7,1,2
"1362",2,3,6,2,6,2,4,1,3,2,4,6,7,7,1,6
"1364",3,2,6,5,5,3,3,2,5,5,6,6,5,7,1,6
"1365",4,4,4,2,6,3,4,4,5,2,2,4,7,7,2,1
"1366",4,4,4,6,2,2,3,5,6,2,2,2,4,7,1,2
"1368",3,4,5,2,6,3,4,5,6,5,2,6,6,7,2,7
"1369",4,4,4,6,6,3,4,4,5,1,2,4,2,2,3,3
"1370",3,4,4,2,4,3,4,5,5,1,2,4,5,7,1,2
"1371",2,2,2,5,0,3,2,6,1,3,2,2,3,2,1,3
"1372",2,4,4,5,6,5,3,5,3,3,2,3,7,0,4,4
"1373",4,4,4,6,6,3,4,4,5,2,2,4,3,2,4,7
"1374",4,4,4,6,6,3,4,4,4,4,2,4,8,2,6,7
"1375",4,4,4,2,4,5,4,5,5,2,2,4,6,1,7,7
"1377",4,0,0,0,0,0,4,1,5,2,2,0,0,0,1,2
"1378",1,4,4,5,4,1,1,3,4,3,2,2,4,4,6,4
"1379",4,4,4,6,6,3,4,4,5,2,2,4,4,4,6,3
"1380",4,2,4,6,5,4,5,5,5,4,1,0,7,6,1,6
"1381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1382",4,4,4,6,5,2,4,1,5,4,4,6,7,7,4,2
"1383",4,4,4,6,2,2,2,3,3,2,3,2,4,4,6,4
"1384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1386",4,4,4,6,4,3,1,1,5,2,2,6,4,4,4,4
"1387",4,2,4,6,6,1,4,2,3,4,5,4,8,8,5,7
"1388",4,4,4,6,6,3,4,4,5,2,2,2,3,2,3,7
"1389",2,2,4,2,2,2,4,3,2,1,1,6,6,6,6,5
"1390",3,4,2,1,2,3,1,2,3,4,3,2,4,7,3,6
"1391",4,4,4,4,5,2,4,4,2,2,2,6,4,4,4,4
"1392",5,1,4,6,6,3,4,2,5,3,5,1,8,8,8,8
"1394",2,0,4,0,0,2,0,0,0,2,4,2,3,0,0,0
"1395",4,4,4,6,6,3,4,4,5,2,2,4,2,6,5,7
"1396",4,4,4,6,2,5,6,1,2,2,6,6,8,8,6,5
"1397",2,4,4,6,6,3,3,2,3,3,4,3,5,4,4,3
"1398",3,1,4,6,3,3,4,4,5,2,2,2,4,7,1,2
"1399",4,4,4,1,6,2,5,4,3,4,2,3,8,8,6,8
"1400",4,4,4,6,6,3,4,4,5,2,4,4,3,7,6,2
"1401",4,4,1,6,6,1,1,1,3,1,5,3,8,4,8,6
"1402",4,3,4,6,5,1,4,1,5,2,2,3,3,7,1,5
"1403",4,4,4,6,6,3,4,4,5,2,2,4,3,7,6,2
"1404",4,4,4,6,6,3,4,4,5,2,5,3,1,6,6,5
"1405",1,4,4,2,6,3,4,4,3,2,6,3,6,7,1,7
"1406",4,4,4,6,5,3,3,2,5,1,2,6,8,7,1,8
"1407",4,4,4,6,6,3,4,5,5,2,5,2,2,3,6,6
"1408",2,4,4,6,6,3,4,1,5,4,6,3,8,3,6,8
"1409",4,4,4,4,5,2,3,1,5,2,2,2,4,7,6,1
"1410",6,4,0,4,5,3,1,3,3,1,2,3,2,3,6,5
"1411",4,4,4,6,6,1,4,3,5,2,2,3,8,8,8,8
"1412",4,3,4,6,6,3,4,3,4,1,5,2,3,7,1,2
"1413",4,4,4,6,6,3,4,4,5,2,2,4,3,2,6,7
"1414",4,4,4,6,6,3,4,4,5,2,2,4,3,2,6,7
"1416",4,5,4,6,5,0,3,6,6,6,6,6,8,8,8,8
"1417",4,4,4,6,4,3,4,2,5,2,2,4,4,4,6,4
"1419",0,4,0,6,6,3,0,0,0,2,2,4,5,4,6,6
"1420",4,4,4,6,6,3,4,1,3,2,2,3,4,8,6,7
"1421",0,4,4,6,4,3,4,4,5,2,2,4,3,7,1,4
"1422",4,4,4,2,6,2,5,2,5,4,1,4,4,7,1,2
"1423",4,4,4,6,5,2,4,2,4,2,4,4,4,8,4,0
"1426",4,4,6,3,4,3,4,4,5,2,3,4,4,6,3,6
"1427",1,1,4,2,6,3,4,4,4,2,2,5,5,7,4,4
"1428",0,4,4,6,6,3,4,4,5,4,2,4,6,6,6,7
"1429",1,1,6,6,4,3,4,2,3,6,4,2,4,4,1,2
"1430",4,2,4,6,6,3,4,0,4,2,2,6,8,8,8,8
"1431",4,4,4,6,4,5,1,5,4,4,1,6,5,1,1,4
"1432",5,3,3,4,4,5,1,5,1,6,5,2,1,7,1,6
"1433",5,4,4,6,6,3,4,4,3,2,1,4,8,8,8,8
"1434",3,4,4,6,6,3,4,2,3,6,1,5,6,2,6,5
"1435",4,4,6,6,6,3,4,4,5,2,2,4,3,2,3,6
"1445",4,4,4,4,6,3,4,4,5,2,2,4,3,2,1,2
"1446",2,2,2,6,5,3,4,3,4,1,5,3,8,8,7,8
"1447",4,4,4,6,6,3,4,4,5,2,2,2,7,7,1,2
"1448",3,2,2,6,4,3,1,1,5,1,4,2,8,8,8,8
"1449",4,4,4,6,6,2,4,4,6,2,5,6,8,8,8,3
"1450",4,4,0,6,6,0,0,0,0,0,0,5,0,4,4,2
"1451",4,4,4,6,6,3,4,5,5,2,2,4,3,4,6,4
"1452",4,4,4,6,5,1,4,1,5,2,4,2,8,4,8,4
