Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10351192,1,"Wednesday, November  9, 2011 01:20:42 UTC",61.3204,-150.6445,1.9,46.90,15,"Southern Alaska"
uu,11090113,2,"Wednesday, November  9, 2011 01:13:06 UTC",38.9915,-111.3705,1.4,5.50,10,"Utah"
nc,71678101,3,"Wednesday, November  9, 2011 01:07:50 UTC",37.4753,-118.8425,1.8,7.90,43,"Central California"
ak,10351177,1,"Wednesday, November  9, 2011 01:05:47 UTC",63.1005,-150.8357,1.9,119.70, 9,"Central Alaska"
ci,15073812,2,"Wednesday, November  9, 2011 00:34:53 UTC",35.3980,-117.8167,1.0,9.20,34,"Southern California"
ci,15073804,2,"Wednesday, November  9, 2011 00:20:12 UTC",35.0433,-117.6637,1.0,7.00,14,"Southern California"
ci,15073788,2,"Tuesday, November  8, 2011 23:50:28 UTC",32.8992,-116.2407,1.5,7.00,71,"Southern California"
uu,11082329,2,"Tuesday, November  8, 2011 23:29:44 UTC",39.4407,-111.2335,1.1,3.20, 6,"Utah"
uu,11082325,2,"Tuesday, November  8, 2011 23:25:18 UTC",39.4297,-111.2290,1.5,8.60, 6,"Utah"
ak,10351122,1,"Tuesday, November  8, 2011 23:24:06 UTC",65.0032,-148.8925,1.6,15.40,10,"northern Alaska"
nc,71678071,2,"Tuesday, November  8, 2011 23:17:52 UTC",36.8840,-121.5990,1.4,5.00,22,"Central California"
ak,10351118,1,"Tuesday, November  8, 2011 23:15:47 UTC",64.9340,-148.8824,1.6,7.30, 7,"Central Alaska"
ci,15073772,2,"Tuesday, November  8, 2011 23:10:29 UTC",35.6837,-118.0725,1.2,10.50,30,"Central California"
ci,15073764,4,"Tuesday, November  8, 2011 22:54:40 UTC",34.6935,-120.2843,2.6,2.80,42,"Central California"
us,b0006m82,6,"Tuesday, November  8, 2011 22:45:08 UTC",36.9797,141.5193,5.0,35.00,19,"near the east coast of Honshu, Japan"
ci,15073756,2,"Tuesday, November  8, 2011 22:31:58 UTC",34.6283,-117.1092,1.2,7.00,30,"Southern California"
uu,11082226,2,"Tuesday, November  8, 2011 22:26:40 UTC",38.1810,-110.8198,2.0,6.90, 7,"Utah"
uu,11082227,2,"Tuesday, November  8, 2011 22:26:04 UTC",39.3842,-111.2153,1.6,13.70, 7,"Utah"
nn,00354642,8,"Tuesday, November  8, 2011 22:13:28 UTC",38.3364,-118.7515,1.9,10.70,14,"Nevada"
nc,71678036,2,"Tuesday, November  8, 2011 22:12:15 UTC",36.4612,-121.0420,1.6,5.90,33,"Central California"
us,b0006m6u,5,"Tuesday, November  8, 2011 22:06:11 UTC",-24.4295,-67.0493,4.4,142.60,30,"Salta, Argentina"
us,b0006m6x,8,"Tuesday, November  8, 2011 22:05:51 UTC",38.7143,43.1330,5.6,9.40,321,"eastern Turkey"
nc,71678031,3,"Tuesday, November  8, 2011 21:55:05 UTC",38.5418,-119.5075,1.6,7.80,14,"Central California"
nn,00354622,8,"Tuesday, November  8, 2011 21:34:50 UTC",38.5459,-119.5072,1.1,7.20,10,"Central California"
ak,10350892,1,"Tuesday, November  8, 2011 21:33:17 UTC",61.6485,-150.1135,2.1,36.70,12,"Southern Alaska"
ak,10350887,1,"Tuesday, November  8, 2011 21:16:55 UTC",62.5220,-151.2130,1.5,100.00, 5,"Central Alaska"
uu,11082116,2,"Tuesday, November  8, 2011 21:16:31 UTC",39.4337,-111.2407,1.1,2.90, 6,"Utah"
ci,15073740,2,"Tuesday, November  8, 2011 21:09:24 UTC",32.7948,-116.1403,1.3,7.70,59,"Southern California"
uu,11082108,2,"Tuesday, November  8, 2011 21:08:58 UTC",39.4205,-111.2263,1.2,7.10, 6,"Utah"
us,b0006m52,3,"Tuesday, November  8, 2011 20:07:48 UTC",28.1075,142.8869,4.9,34.40,24,"Bonin Islands, Japan region"
uu,11081949,2,"Tuesday, November  8, 2011 19:49:05 UTC",39.4405,-111.2190,1.5,5.70, 7,"Utah"
nc,71677926,3,"Tuesday, November  8, 2011 19:47:27 UTC",38.8182,-122.7868,1.9,2.40,61,"Northern California"
ak,10350853,1,"Tuesday, November  8, 2011 19:46:03 UTC",60.5211,-150.9245,1.8,11.40, 9,"Kenai Peninsula, Alaska"
ci,15073708,2,"Tuesday, November  8, 2011 19:45:06 UTC",33.1750,-115.7093,1.8,3.60,13,"Southern California"
nc,71677916,3,"Tuesday, November  8, 2011 19:43:27 UTC",38.8182,-122.7875,1.8,2.40,58,"Northern California"
nc,71677896,2,"Tuesday, November  8, 2011 19:38:06 UTC",38.8192,-122.7878,1.9,2.40,58,"Northern California"
nc,71677851,5,"Tuesday, November  8, 2011 19:34:30 UTC",38.8168,-122.7870,1.7,2.40,26,"Northern California"
nc,71677856,2,"Tuesday, November  8, 2011 19:33:48 UTC",38.8198,-122.7888,1.6,2.60,39,"Northern California"
uu,11081933,2,"Tuesday, November  8, 2011 19:33:16 UTC",39.4333,-111.2377,1.4,2.40, 8,"Utah"
nc,71057809,2,"Tuesday, November  8, 2011 19:32:44 UTC",38.8185,-122.7862,3.0,2.40,37,"Northern California"
nc,71677841,5,"Tuesday, November  8, 2011 19:32:37 UTC",38.8163,-122.7867,2.8,2.50,89,"Northern California"
uu,11081915,2,"Tuesday, November  8, 2011 19:15:26 UTC",39.4363,-111.2102,1.5,2.90, 8,"Utah"
nc,71677826,4,"Tuesday, November  8, 2011 19:06:54 UTC",41.0408,-125.3978,2.8,23.10,46,"offshore Northern California"
us,b0006m2q,5,"Tuesday, November  8, 2011 19:05:17 UTC",35.5355,-96.7967,3.6,5.10,45,"Oklahoma"
nc,71677821,2,"Tuesday, November  8, 2011 18:57:09 UTC",35.6370,-120.9363,1.1,5.50,26,"Central California"
nc,71677816,0,"Tuesday, November  8, 2011 18:54:31 UTC",38.3712,-121.8550,1.7,8.60, 7,"Northern California"
ci,15073692,3,"Tuesday, November  8, 2011 18:27:32 UTC",32.9133,-116.3578,3.0,11.10,137,"Southern California"
ci,15073676,2,"Tuesday, November  8, 2011 18:06:56 UTC",34.0075,-116.8238,1.2,14.00,57,"Southern California"
nc,71677756,2,"Tuesday, November  8, 2011 17:51:54 UTC",37.4760,-118.8425,1.6,8.40,37,"Central California"
ak,10350736,1,"Tuesday, November  8, 2011 17:23:23 UTC",63.8639,-148.7130,1.8,36.40,11,"Central Alaska"
us,b0006lzv,7,"Tuesday, November  8, 2011 17:18:11 UTC",-34.1380,-72.0621,5.3,11.00,236,"offshore Libertador O'Higgins, Chile"
uu,11081654,2,"Tuesday, November  8, 2011 16:54:01 UTC",39.4418,-111.2232,1.7,2.70, 7,"Utah"
nc,71677711,2,"Tuesday, November  8, 2011 16:32:51 UTC",39.2123,-120.0720,1.1,5.60,15,"Northern California"
ci,15073612,2,"Tuesday, November  8, 2011 15:54:33 UTC",32.6297,-115.6970,2.3,7.80,30,"Baja California, Mexico"
nc,71677676,2,"Tuesday, November  8, 2011 15:40:32 UTC",39.5733,-120.3765,1.5,33.40,19,"Northern California"
nn,00354522,8,"Tuesday, November  8, 2011 15:21:29 UTC",37.4602,-117.4005,1.5,7.80,14,"Nevada"
nc,71677666,2,"Tuesday, November  8, 2011 15:15:55 UTC",39.5830,-120.3842,1.8,31.60,19,"Northern California"
uu,11081508,2,"Tuesday, November  8, 2011 15:08:44 UTC",39.4383,-111.2293,1.7,2.50, 8,"Utah"
ak,10350704,1,"Tuesday, November  8, 2011 15:08:01 UTC",56.7045,-152.2419,3.1,5.80,13,"Kodiak Island region, Alaska"
nc,71677651,3,"Tuesday, November  8, 2011 14:53:00 UTC",38.8078,-122.8087,1.6,2.60,61,"Northern California"
nn,00354512,8,"Tuesday, November  8, 2011 14:43:50 UTC",37.4634,-117.3995,1.6,6.90,15,"Nevada"
uu,11081440,2,"Tuesday, November  8, 2011 14:40:56 UTC",44.6317,-110.1373,1.1,1.20, 7,"Yellowstone National Park, Wyoming"
us,2011taa4,7,"Tuesday, November  8, 2011 14:35:37 UTC",38.6681,43.5749,4.5,6.00,29,"eastern Turkey"
nc,71677616,3,"Tuesday, November  8, 2011 14:04:56 UTC",38.8148,-122.8183,2.4,3.10,83,"Northern California"
ci,15073588,2,"Tuesday, November  8, 2011 13:57:02 UTC",32.6588,-115.8260,1.5,11.10,26,"Southern California"
ci,15073580,2,"Tuesday, November  8, 2011 13:56:22 UTC",33.3160,-116.2452,1.0,4.50,43,"Southern California"
nc,71677611,2,"Tuesday, November  8, 2011 13:45:04 UTC",39.5802,-120.3848,1.5,32.50,15,"Northern California"
hv,60281626,1,"Tuesday, November  8, 2011 13:42:39 UTC",19.2330,-155.3900,1.9,32.70,28,"Island of Hawaii, Hawaii"
uu,00008414,1,"Tuesday, November  8, 2011 13:40:30 UTC",44.7970,-111.2097,2.5,10.50,26,"western Montana"
uw,11081309,1,"Tuesday, November  8, 2011 13:09:42 UTC",45.3045,-121.6806,1.9,7.50,14,"Mount Hood area, Oregon"
nn,00354493,8,"Tuesday, November  8, 2011 12:48:48 UTC",37.4469,-117.4048,1.7,11.40,16,"Nevada"
uu,11081236,2,"Tuesday, November  8, 2011 12:36:18 UTC",39.4375,-111.2312,1.4,2.70, 8,"Utah"
us,b0006lvj,6,"Tuesday, November  8, 2011 12:36:15 UTC",-25.3012,179.6340,4.4,498.10,56,"south of the Fiji Islands"
ak,10350674,1,"Tuesday, November  8, 2011 12:00:26 UTC",61.9702,-148.4809,2.0,31.60,25,"Southern Alaska"
nc,71677591,3,"Tuesday, November  8, 2011 11:56:44 UTC",37.5753,-121.9732,2.8,9.60,152,"San Francisco Bay area, California"
ak,10350670,1,"Tuesday, November  8, 2011 11:43:49 UTC",64.8394,-148.8860,1.2,37.40, 4,"Central Alaska"
nc,71677576,2,"Tuesday, November  8, 2011 11:21:47 UTC",39.5817,-120.3855,1.2,32.00,12,"Northern California"
ci,15073556,2,"Tuesday, November  8, 2011 11:10:51 UTC",34.0292,-116.5380,1.7,10.00,67,"Southern California"
ak,10350662,2,"Tuesday, November  8, 2011 10:52:44 UTC",54.6516,-161.6693,2.1,25.60,12,"Alaska Peninsula"
ci,15073548,2,"Tuesday, November  8, 2011 10:49:09 UTC",34.0355,-117.2673,1.2,18.30,20,"Greater Los Angeles area, California"
us,b0006lub,2,"Tuesday, November  8, 2011 10:34:11 UTC",19.1096,146.0634,4.7,231.10,15,"Mariana Islands region"
nc,71677551,3,"Tuesday, November  8, 2011 10:34:06 UTC",39.7233,-123.5045,1.2,10.40,13,"Northern California"
uw,11081029,1,"Tuesday, November  8, 2011 10:29:04 UTC",47.8318,-121.9486,1.7,14.10,27,"Puget Sound region, Washington"
us,b0006lu0,5,"Tuesday, November  8, 2011 10:17:27 UTC",-17.8700,-178.6485,4.1,563.20,67,"Fiji region"
uu,11081012,2,"Tuesday, November  8, 2011 10:12:37 UTC",44.8528,-110.6523,1.5,7.30,13,"Yellowstone National Park, Wyoming"
nc,71677536,2,"Tuesday, November  8, 2011 10:09:23 UTC",39.5870,-120.3758,1.2,32.00,12,"Northern California"
ak,10350643,2,"Tuesday, November  8, 2011 09:47:18 UTC",60.3385,-153.0047,4.0,135.20,99,"Southern Alaska"
nc,71677526,4,"Tuesday, November  8, 2011 09:38:19 UTC",39.7232,-123.4988,1.9,10.40,25,"Northern California"
nc,71677521,4,"Tuesday, November  8, 2011 09:36:41 UTC",39.7218,-123.4965,1.9,9.60,25,"Northern California"
ci,15073532,2,"Tuesday, November  8, 2011 09:31:50 UTC",32.9965,-116.3927,1.0,11.30,39,"Southern California"
uu,11080928,2,"Tuesday, November  8, 2011 09:28:42 UTC",39.4390,-111.2298,1.3,2.30, 8,"Utah"
mb,11158292,2,"Tuesday, November  8, 2011 09:26:06 UTC",45.9495,-112.2041,1.4,10.50,15,"western Montana"
ak,10350636,1,"Tuesday, November  8, 2011 09:25:19 UTC",61.5970,-150.9116,2.2,69.10,18,"Southern Alaska"
us,b0006lt2,6,"Tuesday, November  8, 2011 09:11:11 UTC",8.1757,-103.3217,4.7,10.10,124,"northern East Pacific Rise"
mb,11632141,2,"Tuesday, November  8, 2011 08:50:06 UTC",44.5078,-113.9991,1.6,9.20,10,"southern Idaho"
us,b0006lsn,7,"Tuesday, November  8, 2011 08:36:10 UTC",18.8278,-103.8956,4.2,18.80,37,"Colima, Mexico"
us,b0006lsp,5,"Tuesday, November  8, 2011 08:35:00 UTC",37.5641,144.0514,5.0,36.10,37,"off the east coast of Honshu, Japan"
ci,15073524,2,"Tuesday, November  8, 2011 08:31:15 UTC",33.6947,-116.7023,1.0,18.60,61,"Southern California"
nc,71677506,3,"Tuesday, November  8, 2011 08:29:01 UTC",39.5813,-120.3860,1.5,32.30,16,"Northern California"
nc,71677496,2,"Tuesday, November  8, 2011 07:51:17 UTC",37.4762,-121.8107,1.0,7.60,27,"San Francisco Bay area, California"
ci,15073508,2,"Tuesday, November  8, 2011 07:49:52 UTC",36.2093,-118.2222,1.1,5.60,20,"Central California"
uu,11080732,2,"Tuesday, November  8, 2011 07:32:40 UTC",39.4363,-111.2298,1.4,2.50, 8,"Utah"
nn,00354470,8,"Tuesday, November  8, 2011 07:16:33 UTC",38.7566,-119.6747,1.0,5.00, 8,"Northern California"
ci,15073492,2,"Tuesday, November  8, 2011 06:55:32 UTC",32.9030,-116.2298,1.2,6.40,37,"Southern California"
ak,10350614,1,"Tuesday, November  8, 2011 06:49:15 UTC",62.3536,-148.9954,3.1,11.60,62,"Central Alaska"
ak,10350611,1,"Tuesday, November  8, 2011 06:45:07 UTC",63.0517,-149.7052,1.8,105.90,17,"Central Alaska"
nn,00354469,8,"Tuesday, November  8, 2011 06:30:36 UTC",37.4569,-117.4008,1.0,8.40,13,"Nevada"
us,b0006ls0,5,"Tuesday, November  8, 2011 06:11:48 UTC",-10.6564,166.0372,4.5,186.50,62,"Santa Cruz Islands"
ak,10350603,2,"Tuesday, November  8, 2011 06:05:27 UTC",58.5864,-137.7384,2.3,19.20,10,"Southeastern Alaska"
ak,10350601,1,"Tuesday, November  8, 2011 05:53:49 UTC",62.0751,-150.4169,1.5,33.80, 8,"Central Alaska"
ak,10350597,2,"Tuesday, November  8, 2011 05:34:31 UTC",61.5068,-148.8611,1.0,42.10, 5,"Southern Alaska"
ak,10350594,1,"Tuesday, November  8, 2011 05:30:05 UTC",60.3675,-150.7609,1.8,61.40,14,"Kenai Peninsula, Alaska"
uu,11080524,2,"Tuesday, November  8, 2011 05:24:12 UTC",39.4388,-111.2292,1.4,2.30, 8,"Utah"
ak,10350587,2,"Tuesday, November  8, 2011 04:52:44 UTC",51.7786,-174.6925,2.4,14.60,10,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71677446,3,"Tuesday, November  8, 2011 04:52:42 UTC",38.7798,-122.7152,2.1,2.50,72,"Northern California"
ak,10350584,1,"Tuesday, November  8, 2011 04:34:36 UTC",59.9437,-151.6618,1.8,20.70, 7,"Kenai Peninsula, Alaska"
uu,11080403,2,"Tuesday, November  8, 2011 04:03:30 UTC",39.4377,-111.2275,1.4,2.50, 7,"Utah"
ci,15073436,2,"Tuesday, November  8, 2011 03:59:12 UTC",34.5830,-116.2688,1.4,11.20,27,"Southern California"
ci,15073420,2,"Tuesday, November  8, 2011 03:34:59 UTC",33.4752,-116.5947,1.5,10.80,76,"Southern California"
nn,00354464,8,"Tuesday, November  8, 2011 03:34:19 UTC",37.4659,-117.4030,1.2,6.60,12,"Nevada"
ak,10350575,2,"Tuesday, November  8, 2011 03:29:37 UTC",51.9017,-171.7340,3.6,30.90,11,"Fox Islands, Aleutian Islands, Alaska"
us,b0006lpu,4,"Tuesday, November  8, 2011 03:13:53 UTC",31.3945,142.2260,5.2,35.90,81,"Izu Islands, Japan region"
pr,11312000,0,"Tuesday, November  8, 2011 03:02:40 UTC",18.9050,-68.8410,3.8,93.90,12,"Dominican Republic"
us,b0006lpm,6,"Tuesday, November  8, 2011 02:59:06 UTC",27.2911,125.8676,6.9,209.50,81,"northeast of Taiwan"
us,b0006lpf,9,"Tuesday, November  8, 2011 02:46:57 UTC",35.5414,-96.7537,4.7,5.00,129,"Oklahoma"
ak,10350544,1,"Tuesday, November  8, 2011 02:42:40 UTC",65.2309,-148.5984,1.1,1.80, 6,"northern Alaska"
us,b0006lpe,7,"Tuesday, November  8, 2011 02:41:52 UTC",-9.4085,122.6630,5.1,79.80,65,"Savu Sea"
uu,11080241,2,"Tuesday, November  8, 2011 02:41:46 UTC",39.2697,-111.6148,1.3,6.00, 5,"Utah"
uu,11080233,2,"Tuesday, November  8, 2011 02:33:04 UTC",39.4358,-111.2300,1.5,2.40, 7,"Utah"
nn,00354450,8,"Tuesday, November  8, 2011 02:25:47 UTC",37.4625,-117.3993,1.8,8.00,15,"Nevada"
uu,11080156,2,"Tuesday, November  8, 2011 01:56:59 UTC",39.4343,-111.2227,1.5,5.10, 6,"Utah"
nc,71677376,2,"Tuesday, November  8, 2011 01:56:45 UTC",36.5567,-121.1533,1.2,8.00,22,"Central California"
nc,71677371,2,"Tuesday, November  8, 2011 01:56:25 UTC",36.5572,-121.1542,1.1,7.60,25,"Central California"
uw,11080155,1,"Tuesday, November  8, 2011 01:55:19 UTC",47.0924,-122.0911,1.5,8.50,16,"Puget Sound region, Washington"
ci,15073388,2,"Tuesday, November  8, 2011 01:40:02 UTC",33.9623,-117.1630,1.9,16.90,138,"Greater Los Angeles area, California"
us,b0006ls1,5,"Tuesday, November  8, 2011 01:37:26 UTC",26.6693,127.8399,4.6,53.10,32,"Ryukyu Islands, Japan"
se,110811a,A,"Tuesday, November  8, 2011 01:36:48 UTC",35.5638,-83.9455,2.0,21.20,14,"eastern Tennessee"
uu,11080136,2,"Tuesday, November  8, 2011 01:36:39 UTC",39.4378,-111.2127,1.3,3.00, 8,"Utah"
ak,10350506,1,"Tuesday, November  8, 2011 01:27:05 UTC",62.9501,-151.3276,1.8,128.10,13,"Central Alaska"
uu,11080118,2,"Tuesday, November  8, 2011 01:18:44 UTC",39.4208,-111.2250,1.4,6.60, 7,"Utah"
uw,11080100,1,"Tuesday, November  8, 2011 01:00:33 UTC",46.1921,-122.1816,1.4,0.70, 8,"Mount St. Helens area, Washington"
nn,00354444,8,"Tuesday, November  8, 2011 00:48:46 UTC",38.8971,-118.7693,1.7,10.60,13,"Nevada"
ci,15073380,2,"Tuesday, November  8, 2011 00:48:09 UTC",32.1815,-115.2970,2.1,10.00,13,"Baja California, Mexico"
uu,11080044,2,"Tuesday, November  8, 2011 00:44:06 UTC",39.4367,-111.2312,1.5,3.00, 8,"Utah"
ci,15073356,2,"Tuesday, November  8, 2011 00:27:37 UTC",33.5470,-116.9572,1.3,12.80,82,"Southern California"
ci,15073364,6,"Tuesday, November  8, 2011 00:25:09 UTC",35.0442,-117.6730,1.5,7.00,20,"Southern California"
uu,11080013,2,"Tuesday, November  8, 2011 00:13:18 UTC",39.4368,-111.2302,1.3,2.50, 8,"Utah"
ak,10350425,1,"Tuesday, November  8, 2011 00:03:41 UTC",58.9393,-152.3973,2.2,52.40, 6,"Kodiak Island region, Alaska"
uu,11072356,2,"Monday, November  7, 2011 23:56:28 UTC",39.3912,-111.2283,1.5,9.50, 7,"Utah"
ak,10350322,2,"Monday, November  7, 2011 23:32:10 UTC",63.1804,-152.0806,1.2,2.40,11,"Central Alaska"
nc,71677341,0,"Monday, November  7, 2011 23:27:10 UTC",38.8195,-122.8025,1.0,2.30,22,"Northern California"
ci,15073332,2,"Monday, November  7, 2011 23:23:42 UTC",34.1650,-116.8117,1.2,8.60,71,"Southern California"
nc,71677336,2,"Monday, November  7, 2011 23:21:33 UTC",38.9162,-122.5292,1.0,10.80,10,"Northern California"
nc,71677331,3,"Monday, November  7, 2011 23:17:03 UTC",38.8098,-122.7590,1.4,1.30,42,"Northern California"
ak,10351829,2,"Monday, November  7, 2011 23:06:19 UTC",51.9193,-171.7752,3.1,52.40, 9,"Fox Islands, Aleutian Islands, Alaska"
ci,15073324,3,"Monday, November  7, 2011 22:54:06 UTC",34.8338,-118.9680,1.9,15.70,43,"Central California"
us,b0006lgg,9,"Monday, November  7, 2011 22:35:27 UTC",11.6290,-85.8025,5.9,183.40,376,"Nicaragua"
ak,10351828,2,"Monday, November  7, 2011 22:26:51 UTC",60.0823,-151.1820,1.9,52.50,18,"Kenai Peninsula, Alaska"
ak,10350279,2,"Monday, November  7, 2011 22:22:59 UTC",62.2586,-145.7493,1.5,14.10, 8,"Central Alaska"
us,b0006lg7,5,"Monday, November  7, 2011 22:14:16 UTC",38.7653,43.4101,4.5,10.00,39,"eastern Turkey"
ci,15073292,2,"Monday, November  7, 2011 22:11:49 UTC",33.9730,-117.1473,1.3,15.50,51,"Greater Los Angeles area, California"
uu,11072206,2,"Monday, November  7, 2011 22:06:05 UTC",39.4067,-111.2172,1.0,12.30, 5,"Utah"
us,b0006lfs,4,"Monday, November  7, 2011 22:04:28 UTC",-7.9378,117.3268,4.6,11.70,26,"Bali Sea"
ak,10350264,2,"Monday, November  7, 2011 21:59:46 UTC",58.4251,-152.4626,2.8,45.80,58,"Kodiak Island region, Alaska"
ci,15073284,2,"Monday, November  7, 2011 21:52:16 UTC",33.0498,-116.4452,1.4,5.70,52,"Southern California"
ak,10350257,2,"Monday, November  7, 2011 21:37:58 UTC",63.4636,-151.3105,1.5,6.30,14,"Central Alaska"
nm,111011b,A,"Monday, November  7, 2011 21:29:27 UTC",36.6495,-89.5440,1.6,8.80,21,"southeastern Missouri"
ci,15073236,2,"Monday, November  7, 2011 20:47:17 UTC",33.2430,-115.5613,1.5,8.40, 9,"Southern California"
ci,15073228,2,"Monday, November  7, 2011 20:40:45 UTC",33.4955,-116.5717,1.0,8.70,41,"Southern California"
nc,71677251,2,"Monday, November  7, 2011 20:25:43 UTC",38.8128,-122.7428,1.2,2.70,44,"Northern California"
ak,10350233,2,"Monday, November  7, 2011 20:14:49 UTC",52.3365,-169.0596,3.2,22.10,10,"Fox Islands, Aleutian Islands, Alaska"
ci,15073220,4,"Monday, November  7, 2011 20:10:16 UTC",33.2487,-116.4178,1.8,4.90,60,"Southern California"
ak,10350228,2,"Monday, November  7, 2011 20:03:31 UTC",53.8215,-165.6358,2.7,63.80,26,"Fox Islands, Aleutian Islands, Alaska"
nm,110711a,A,"Monday, November  7, 2011 19:57:55 UTC",35.3658,-92.2560,2.3,3.80,10,"Arkansas"
ak,10350218,2,"Monday, November  7, 2011 19:47:05 UTC",61.5675,-149.6162,1.8,27.00,24,"Southern Alaska"
ak,10350211,2,"Monday, November  7, 2011 19:40:04 UTC",51.3950,-177.2712,3.8,33.90,23,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10350193,2,"Monday, November  7, 2011 19:14:06 UTC",62.9775,-150.8755,2.2,112.30,38,"Central Alaska"
ak,10350194,3,"Monday, November  7, 2011 19:11:56 UTC",61.6406,-151.1477,1.7,70.30,16,"Southern Alaska"
nc,71677191,3,"Monday, November  7, 2011 18:52:45 UTC",36.5507,-121.1442,1.7,6.70,33,"Central California"
uu,11071839,2,"Monday, November  7, 2011 18:39:12 UTC",39.4470,-111.2203,1.5,3.80, 7,"Utah"
uu,11071833,2,"Monday, November  7, 2011 18:33:15 UTC",39.4272,-111.2270,1.3,7.60, 8,"Utah"
nc,71677176,2,"Monday, November  7, 2011 18:28:39 UTC",37.0983,-121.8028,1.4,3.40,25,"Northern California"
nc,71677166,5,"Monday, November  7, 2011 18:27:32 UTC",37.1003,-121.8030,2.6,5.40,102,"Northern California"
ci,15073196,2,"Monday, November  7, 2011 18:17:38 UTC",35.0408,-118.3523,1.8,7.00,13,"Southern California"
nc,71677161,2,"Monday, November  7, 2011 18:16:57 UTC",39.5735,-120.3845,1.5,32.20,19,"Northern California"
nc,71677126,3,"Monday, November  7, 2011 17:56:26 UTC",38.8387,-122.8400,1.0,1.70,52,"Northern California"
nc,71677121,2,"Monday, November  7, 2011 17:34:46 UTC",38.8240,-122.8265,1.3,1.70,52,"Northern California"
ak,10350155,2,"Monday, November  7, 2011 17:31:11 UTC",63.7483,-150.8699,1.5,7.80,17,"Central Alaska"
uu,11071730,2,"Monday, November  7, 2011 17:30:16 UTC",39.4420,-111.2252,1.5,6.70, 7,"Utah"
ak,10350153,2,"Monday, November  7, 2011 17:28:13 UTC",63.1196,-151.5204,1.3,2.10,14,"Central Alaska"
ak,10350150,2,"Monday, November  7, 2011 17:19:00 UTC",51.6494,-175.9120,2.7,54.50,16,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71677086,3,"Monday, November  7, 2011 16:57:20 UTC",38.4530,-123.3053,1.8,2.60,13,"offshore Northern California"
us,b0006l76,A,"Monday, November  7, 2011 16:51:24 UTC",-63.2525,170.8056,5.6,0.10,117,"Balleny Islands region"
ak,10350135,2,"Monday, November  7, 2011 16:36:42 UTC",63.4042,-149.3601,1.8,91.70,29,"Central Alaska"
uw,11071633,1,"Monday, November  7, 2011 16:33:17 UTC",46.1565,-122.4031,1.2,17.60,15,"Washington"
ci,15073172,2,"Monday, November  7, 2011 16:11:25 UTC",32.8973,-116.2465,1.9,6.40,63,"Southern California"
nc,71677076,2,"Monday, November  7, 2011 15:52:06 UTC",38.7452,-122.7113,1.1,2.30,35,"Northern California"
ak,10350126,2,"Monday, November  7, 2011 15:48:33 UTC",61.5032,-146.5955,2.0,14.40,31,"Southern Alaska"
uu,11071546,2,"Monday, November  7, 2011 15:46:51 UTC",39.4398,-111.2277,1.6,6.30, 9,"Utah"
hv,60281406,1,"Monday, November  7, 2011 15:43:54 UTC",19.3670,-155.4955,1.8,10.20,40,"Island of Hawaii, Hawaii"
ak,10350122,2,"Monday, November  7, 2011 15:09:53 UTC",61.4381,-146.5580,1.5,22.50,20,"Southern Alaska"
ci,15073164,2,"Monday, November  7, 2011 14:51:55 UTC",33.9673,-117.2333,1.8,13.40,88,"Greater Los Angeles area, California"
hv,60281391,1,"Monday, November  7, 2011 14:51:55 UTC",19.9493,-155.4967,2.5,30.90,36,"Island of Hawaii, Hawaii"
us,2011szbh,6,"Monday, November  7, 2011 14:42:02 UTC",36.9437,139.2097,4.6,16.40,18,"eastern Honshu, Japan"
ak,10351811,2,"Monday, November  7, 2011 14:35:41 UTC",61.4117,-151.0729,1.5,4.50,25,"Southern Alaska"
nc,71677061,3,"Monday, November  7, 2011 14:35:28 UTC",39.3022,-122.8315,1.7,4.90,13,"Northern California"
us,2011szbf,6,"Monday, November  7, 2011 14:30:38 UTC",-21.3616,-67.0880,4.0,275.90,11,"Potosi, Bolivia"
uw,11071418,1,"Monday, November  7, 2011 14:18:57 UTC",45.3125,-121.6808,2.1,7.60,16,"Mount Hood area, Oregon"
nc,71677046,4,"Monday, November  7, 2011 14:05:32 UTC",37.6238,-119.4213,1.1,7.00,11,"Central California"
nn,00354347,8,"Monday, November  7, 2011 14:00:47 UTC",37.5510,-115.4101,1.4,0.00, 4,"Nevada"
us,2011szbd,5,"Monday, November  7, 2011 13:56:20 UTC",-14.9755,167.3971,4.8,114.00,25,"Vanuatu"
us,2011szbc,5,"Monday, November  7, 2011 13:50:20 UTC",35.4873,-96.8640,2.8,5.00,14,"Oklahoma"
ak,10351810,2,"Monday, November  7, 2011 13:42:12 UTC",63.8858,-148.6071,1.1,102.50,10,"Central Alaska"
ak,10350107,2,"Monday, November  7, 2011 13:31:42 UTC",62.9433,-150.8102,1.8,110.00,26,"Central Alaska"
nc,71677036,2,"Monday, November  7, 2011 13:28:15 UTC",36.5407,-121.1297,1.9,2.00,35,"Central California"
ci,15073156,4,"Monday, November  7, 2011 12:09:11 UTC",35.1555,-120.4543,1.7,2.90,19,"Central California"
