GNI per capita (constant 2000 US$),1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Panama,,,,,,,,,,,,,,,,,,,,2864.258987,2992.099794,3248.166328,3180.293487,3072.667691,3257.107251,3154.050724,3363.895173,2731.062213,2629.164578,2801.657927,2959.399628,3148.629121,3309.407261,3370.254717,3309.196181,3369.51811,3486.659939,3640.152151,3663.740437,3723.454278,3680.121939,3812.853435,3740.108591,3889.704284,4091.199523,4366.490988,4894.52977,5319.508323,5419.43619,5686.07798,6250.010773
Papua New Guinea,440,460.9591532,470.8008821,500.1004784,540.5907544,562.1163559,572.6283251,581.1958475,609.6180678,642.8443445,649.3788769,665.9062266,673.3610166,662.7881241,661.6456135,634.8893884,633.3890464,675.8543028,661.1801881,629.3351529,604.5575371,580.6812124,578.4010108,577.1061801,582.3358771,601.1933421,590.3998018,596.9388579,576.9815368,546.6637728,587.4428664,615.3914826,716.4481348,751.9328387,715.7119549,724.4743984,695.8446103,647.4092605,631.8582579,614.0359519,589.2211075,576.3257145,552.3714393,564.952487,,,,,,,
Paraguay,690,680.81475,687.2199008,693.2520293,711.1124712,701.1061183,736.2824216,738.9246324,745.3052679,766.2496033,789.370627,815.9585345,856.2709576,909.4092091,947.7495969,987.5994437,1069.191088,1157.566196,1261.935831,1429.428722,1512.083421,1411.962873,1330.565152,1312.456786,1316.255586,1276.367909,1274.40791,1351.450205,1422.87312,1431.984846,1376.833263,1401.982146,1442.620824,1473.475746,1513.704601,1484.6456,1482.539225,1454.94589,1405.735563,1327.519364,1330.627112,1298.516942,1323.023567,1327.65143,1354.912243,1384.839281,1447.550852,1502.302859,1403.69024,1593.43704,1630.19403
Peru,1668,1770.418134,1788.000251,1848.347608,1893.441586,1986.215281,1999.680217,1940.705961,1958.067656,2039.658112,2076.383137,2076.991642,2121.99032,2263.284851,2275.471734,2235.68236,2038.427185,2081.250194,2101.130311,2149.102993,2266.608463,2196.726801,1855.990654,1891.073672,1906.226621,2092.831005,2214.853992,1843.638582,1539.475165,1612.623068,1597.630955,1561.946962,1593.433406,1772.865258,1882.993148,1922.356954,2026.10399,2001.481301,1987.25563,2005.945947,1990.714697,2056.226286,2087.897891,2122.823564,2237.787592,2448.543523,2662.029148,2829.047795,2838.483312,3116.409589,3305.775485
Philippines,701,713.8386447,739.55884,740.3467339,754.4734808,765.6254074,782.5906379,789.978652,806.1017587,804.1836901,828.9751374,847.726205,901.1704562,914.0979881,933.9906238,981.9969762,1015.648813,1039.796782,1065.71208,1084.204318,1089.250924,1083.254847,1076.4182,951.1880072,859.7821511,864.2912402,883.9718171,922.8958573,952.9599051,975.2915924,957.6934131,952.7256217,955.8046721,986.2013197,1011.72763,1055.053055,1101.10692,1102.031384,1012.587387,1047.682465,1055.023952,1066.02883,1098.434988,1152.093499,1181.999331,1212.660944,1275.96239,1314.997771,1305.6665,1385.535024,1418.917383
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2771.760966,2801.525783,2917.775166,3164.458428,3359.716208,3594.506847,3844.361969,4036.924154,4224.937583,4437.972296,4520.820733,4584.041105,4734.820525,4900.627461,5106.117624,5394.958456,5703.536161,6086.844426,6088.958961,6335.452657,
Portugal,2460,2601.149773,2746.00524,2938.315947,3174.315123,3314.889065,3595.325842,3929.458362,4057.505342,4622.987546,4936.530814,5342.618158,5968.070145,5963.946368,5437.00956,5608.870495,5847.466907,5905.478885,6157.613691,6353.262629,6312.95005,6312.451058,6289.318439,6086.545959,6278.464516,6657.679963,7160.170533,7763.138032,8314.167349,8716.871528,9130.739677,9269.803428,9076.318666,9105.98492,9516.680326,9820.897103,10158.2432,10624.17339,10984.77982,11233.47374,11323.84877,11435.86632,11324.89027,11423.4125,11412.10229,11359.13332,11581.75099,11521.66311,11108.55716,11357.90335,11142.6404
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8874.392917,9134.183198,9254.53414,9445.383085,9543.777226,9908.992149,9816.374401,10465.89215,10869.2911,10594.2056,10411.78303,10373.22702,10680.90463,10983.78604,11166.89644,11110.40096,10665.37239,10176.65537,9865.31095,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889.24733,1666.660559,1527.010996,1549.106815,1614.84444,1730.00567,1801.360978,1695.529558,1615.176734,1596.491936,1638.269568,1757.225287,1868.831621,1967.736601,2118.755525,2239.546365,2384.705374,2592.297945,2831.808061,2658.941059,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2596.669559,2458.784554,2083.030939,1905.76557,1678.423457,1605.140306,1543.836892,1559.281477,1451.91625,1555.694071,1729.099856,1845.344972,1932.307486,2059.616549,2236.403882,2379.161169,2567.005274,2810.841204,2965.379772,2710.682526,2801.622634,2827.375718
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.3423372,,,,,,,,,,,
St. Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7918.632876,,,,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4336.388225,,,,,,,,,,,
St. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3506.065686,,,,,,,,,,,
St.-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.794692,1206.496055,1296.032103,1275.017085,1298.568747,1313.366817,1391.324001,1488.990758,1542.778263,,,,,,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25111.03152,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9412.405526,9557.860369,9341.804889,9424.757634,9130.1814,8824.392283,9076.252742,9319.140076,9699.0697,9793.205899,9612.098835,,,,
Senegal,,,,,,,,573.7215293,520.7825401,545.1622011,526.5321783,541.5170355,490.3393406,493.9532669,514.2672651,550.1179754,523.9132625,488.3603808,512.7055824,481.7453154,490.467838,513.7436957,473.2639701,471.5377042,473.4181039,474.9761229,489.2426615,469.4722664,475.4843757,461.1895015,458.9195694,456.9718535,443.9336537,431.4489812,444.3502705,449.143313,451.0103635,467.8709736,481.7751975,484.0170009,494.7590847,483.4412334,503.6958157,521.3118939,532.6042056,535.9030095,547.4832298,555.335788,546.4072319,556.0068876,555.0906715
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.1233977,809.1420361,846.205187,884.9164015,909.0013576,993.7827269,1047.325029,1087.78775,1142.762971,1183.159349,1158.811982,1167.879106,1193.032804
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,4317.905848,4272.576751,4356.482304,4539.377834,5098.609162,5468.920345,5600.49109,5951.929907,6214.712633,6151.962866,5801.395826,6053.59829,6760.01877,7078.035444,7043.576854,7188.940333,7196.837598,6557.513616,6481.449526,6413.04308,6891.973218,7389.918697,7884.701835,7557.946392,7695.964133,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.7049624,,,,,,,,,,,
Singapore,,,,,,,,,,,,,,,6736.455276,7045.316193,7422.398214,8037.705043,8671.779006,9018.059184,9452.561885,9749.6097,10678.32545,11646.24965,11715.98938,11790.34175,12540.0186,13742.53982,14816.64878,15630.81849,16090.37842,16980.11021,18063.90738,19792.75796,20708.0086,21091.0006,22729.45291,21389.65192,22456.42237,23652.84787,22664.19224,23008.20007,24250.05399,25149.85198,26482.08864,28844.67504,30252.08952,30703.35571,29719.79973,32116.8937,32874.8005
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4218.965727,4025.179908,4259.934937,4552.810742,4870.972055,5049.097768,5258.880189,5222.013978,5300.782633,5525.414627,5758.080202,5753.447631,6101.88676,6583.576397,7110.699625,7847.879042,8001.295484,7678.841538,7950.228592,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7156.514794,7401.069392,7928.515221,8190.252718,8480.125466,8880.284767,9204.563376,9694.164502,10051.63323,10346.46365,10646.1867,10927.19896,11356.67201,11829.33274,12439.5145,13092.76404,13449.8139,12352.71593,12545.33547,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065.493324,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2115,2203.531014,2319.429839,2439.468329,2595.106812,2655.34164,2792.457576,2839.707789,2907.235703,2994.435965,3061.820867,3037.248685,3104.906226,3211.227476,3175.262887,3177.928864,3099.840185,3128.349485,3176.956706,3308.23185,3405.126919,3317.340479,3176.699555,3251.372351,3108.834167,3029.597883,3044.594789,3106.431392,3110.014022,3029.029534,2972.592066,2861.446528,2842.658843,2879.995758,2903.076318,2952.922703,2962.794776,2903.566496,2900.26407,2947.820054,2943.866629,3028.911083,3071.258063,3198.209525,3327.540291,3475.364035,3573.642091,3668.530737,3610.278222,3672.59545,3731.732885
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,4093,4460.299074,4845.416453,5044.165562,5310.305664,5615.344595,5785.951142,6083.939374,6550.480112,6759.584679,7007.461608,7519.55813,8052.544321,8455.930441,8379.208305,8529.607217,8654.293483,8654.211491,8603.955814,8717.374595,8594.158499,8648.735851,8740.909824,8863.958036,9098.346319,9372.843031,9870.580127,10333.88171,10846.12695,11233.84171,11496.06978,11552.7266,11443.23768,11533.8072,11976.7806,12194.40932,12638.11009,13145.89379,13705.38762,14292.32905,14537.1123,14729.93704,14987.61057,15200.87756,15474.95617,15802.11369,15965.54122,15815.17454,15170.29282,15229.15009,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,490.3099949,520.6627477,533.7584967,534.7491856,541.4888436,544.0720037,572.3151778,589.458632,613.1885295,648.7862374,671.8122235,696.3594286,711.9814538,750.9318532,776.2064133,794.2820424,838.4530475,839.770063,869.0791793,913.520112,949.6300654,995.9838142,1059.333223,1124.399147,1166.294808,1207.325774,1290.140114,1384.129287
Sudan,280,291.7574656,277.9122644,267.930194,279.6901465,263.2834932,259.1761601,257.4505485,254.3036197,262.5318367,260.7109064,240.2041168,234.7528675,253.1016891,283.8232508,321.706675,331.6626495,302.3794044,277.5152604,273.5037408,275.3851607,287.8162645,282.6232487,255.3576409,234.4468922,241.0734815,269.7714083,260.5108415,273.8128302,244.0743934,240.3766009,256.4468328,265.7231939,269.2644683,280.6738944,297.8122817,324.3222908,328.5986068,327.119402,330.607134,346.7483302,353.1207403,373.6296599,370.8200817,397.0738705,424.4043231,446.2974316,464.7894816,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909.8326,,,,,,,,,,,
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391.410182,1387.18557,1406.295957,1381.569501,1321.37387,1444.626325,1516.369844,1528.862461,1498.418175,1570.108187,1542.020499,1647.02565,1552.797691,1545.202996,1626.775263,1780.246325,1723.815505,1797.370806,1791.327337,1716.389224,1692.673956,1774.102627
Sweden,12144,12593.99133,13185.76815,13990.65376,14382.83759,14539.82063,14906.26929,15356.44998,16008.00945,16834.50785,16900.86984,17251.37675,17936.07771,18436.45,18835.0203,18937.87773,18504.13874,18744.34467,19432.00467,19615.07201,19448.56417,19419.24337,19717.19296,20548.46409,20971.11426,21643.20718,22397.44316,22857.01759,23292.05001,23194.8937,22603.95022,21907.62312,21167.01097,22212.70095,22988.50264,23353.86761,23984.67514,25168.77352,26478.45442,27635.05038,27942.63333,28643.44635,29685.62973,30436.20355,31503.3728,32856.2782,34029.44714,33955.18529,31477.48834,33171.13075,34253.28326
Switzerland,,,,,,,,,,,,,,,,,,,,29711.54327,30282.33559,29478.28068,29663.4181,30637.17624,31543.85069,31648.20136,31796.22987,32831.14597,33761.2296,34319.98078,33605.82206,33174.75957,32975.68611,32834.61675,33021.85277,33195.41439,34393.54307,35351.19503,35970.59993,37343.6638,36580.8303,36005.16777,37187.97882,37714.79797,39260.16333,39744.816,38325.82744,35722.57385,38432.20244,40605.50033,
Syria,,,,,,,,,,,,,,,950.3109109,1015.317979,976.4729111,1029.808807,1031.283162,1111.084366,1170.634304,1144.179247,1121.821248,1042.851878,1071.946117,980.2868441,939.1163147,1028.198431,875.0775609,924.5065635,970.044626,1074.230223,1102.261855,1199.360372,1237.25032,1239.057698,1178.133058,1244.101862,1164.252134,1153.732726,1190.623332,1215.605509,1188.004238,1246.017345,1285.128022,1329.823136,1392.673891,1418.708622,1476.081306,1473.444022,
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.0696641,387.3722293,270.0391331,219.7167243,167.9735378,142.5565609,114.0253049,120.1905707,124.3538227,126.8604875,133.5569976,145.5828618,157.3891081,170.3733396,190.5610921,209.2029075,174.9757277,212.8928868,257.2700543,262.670993,276.3064677,292.5060521
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.8451569,290.7480542,282.3250629,277.1568737,273.4714568,277.1711104,285.3018043,286.3722515,290.9477143,298.0046691,305.8155112,314.5763376,330.8194355,344.0830204,361.891005,371.290414,389.2826265,406.8131743,423.8522337,437.5863396,455.8256618,470.4265972
Thailand,327,341.0943981,357.3748227,370.3743539,389.2187955,419.5862113,443.1057293,464.9184343,480.8207348,520.4397528,529.1270934,534.536662,572.5438275,584.6082782,598.2694927,636.476271,682.6820776,732.8959783,752.5932889,777.656508,800.8641887,827.9671231,864.2888805,892.761467,912.5810859,941.7158972,1014.342029,1129.697949,1250.958343,1371.953992,1469.647944,1562.357974,1691.544922,1827.890413,1977.310018,2059.694608,2001.247136,1754.78099,1826.524512,1912.892075,1913.546542,1976.158948,2080.230101,2181.595499,2255.683907,2367.266898,2474.187595,2523.77527,2438.315708,2604.296298,2609.197807
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.3558402,,,,,,,,,,,
Togo,194,201.9120721,215.5395876,240.6722735,255.0314496,276.4895899,276.2452249,274.2897926,291.5989115,288.3497553,281.2475032,292.9209801,294.7136952,311.6454437,309.9586609,297.1468989,306.9390376,330.8296493,307.0416149,339.0060639,314.2166083,291.539651,263.6757933,268.8291289,275.8129751,273.5250364,266.9803192,277.3443135,282.9097811,278.3725425,270.4033197,255.3830713,212.1093353,231.5050344,247.7394698,265.5298453,293.8525205,278.4919307,273.3742163,263.9529829,252.5433035,245.9304282,252.4603707,251.4608687,249.2271991,253.5884809,254.912174,257.0254438,259.3423137,262.8504891,267.3321747
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.72315,,,,,,,,,,,
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,3377,3457.324449,3643.238712,3895.812065,3962.159447,3978.282557,4002.513364,4147.873353,4202.829856,4346.159333,4349.076844,4617.547745,4620.77301,4298.23511,4895.863527,5099.242201,5387.39035,6125.069988,6008.116063,6540.069663,6907.770659,7235.379159,6402.662074,5781.939022,5421.916823,5174.770206,4882.654446,4635.782598,4468.043046,4524.852933,4622.656157,4526.017924,4469.545489,4546.067785,4682.547529,4804.013249,5028.939369,5460.591357,5647.624054,5824.518447,6159.537865,6668.755891,7524.217317,8344.72961,8807.192081,,,,,,
Tunisia,689,704.3494725,770.078621,789.3787727,782.1017072,790.725762,766.8898947,824.2543147,844.8959501,874.2598577,960.0441191,1111.464758,1072.110169,1144.671053,1207.668087,1259.639107,1274.895196,1324.576449,1370.509768,1439.595232,1475.00597,1428.800206,1464.466246,1521.54394,1542.018007,1467.066194,1520.737985,1489.857625,1499.382925,1603.972145,1618.321092,1701.924569,1677.482289,1710.933187,1739.963417,1825.901356,1918.693324,1996.761611,2090.426014,2146.1642,2230.94611,2243.952848,2359.704432,2472.327892,2518.429498,2647.869786,2771.194987,2856.904624,2926.025628,2986.995832,2835.323806
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,3165.317672,3168.602939,3142.778723,3391.647226,3354.398937,3467.953985,3675.476316,3412.145005,3645.392294,3863.38836,4090.7945,4136.992309,3924.636822,4126.581088,3795.697409,3998.058861,4156.663908,4503.166301,4826.708231,5088.598919,5264.237071,5227.453953,4901.627751,5301.760815,5687.457458
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.8957757,651.7806108,575.3681271,526.6048023,471.5735192,486.1706812,551.6295156,605.8939647,748.4291298,858.6326181,1011.316729,1169.955982,1232.518071,1369.310944,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,185.5464499,188.4144167,183.3363384,171.0246662,166.5389868,167.7607043,174.8683605,178.7037297,182.7492176,186.6057924,184.3451279,196.2535928,202.1764298,219.5864126,233.0181913,238.9344113,243.6835274,255.2665135,251.3344355,256.582974,269.6084066,278.0551374,288.3702312,292.6386741,315.2861393,332.7626364,350.1944028,364.163133,372.8979845,384.077825
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429.755184,1302.144403,1142.984821,957.0352494,754.4235826,660.9137528,602.0195944,589.3253975,578.4750542,578.2333842,616.5532244,690.2279295,735.9135933,814.3700366,918.9564671,951.4244079,1022.524678,1110.404635,1149.761985,971.7344567,1022.027816,1069.325022
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,12690.51048,12866.49225,13256.11533,14250.27962,14043.40272,13848.94349,14240.35252,14407.65357,14924.14413,15242.25615,14823.69026,14651.34906,14931.5702,15576.80686,15990.83731,16371.31071,17072.85111,17819.27415,18718.26937,19031.49867,19032.26698,18741.91775,18847.07967,19178.17232,20113.70812,20562.84781,21126.83073,22464.70221,23548.49329,23990.9742,25036.75133,25931.85719,26763.27395,27563.975,28253.40436,28734.77083,28998.8985,30041.46868,29740.74945,28032.7161,28156.07868,28381.12305
United States,,,,,,,,,,18219.31254,18563.93358,19434.34315,20463.96346,20181.60752,19826.81169,20669.86554,21480.47302,22416.6051,22777.82472,22539.60188,22951.75441,22528.78103,23021.37299,24583.74387,25242.44234,25672.32594,26464.33342,27558.50783,27941.57806,28073.18936,27673.50279,28168.60539,28513.35457,29452.98166,30042.30691,30980.0829,32061.49603,33234.2516,34416.20851,35690.43787,35650.54697,35666.71564,36190.06487,37286.90824,38293.82938,39253.57815,39084.22578,38663.36573,36735.28884,37813.9453,
Uruguay,4207,4113.404118,4035.513841,4085.052845,4073.810386,4148.484794,3935.303066,3984.580755,4205.889286,4839.600225,4275.778228,4169.232658,3910.638002,4308.430795,4523.559423,4700.599009,4761.950196,4988.713518,5302.089317,5410.362267,5631.448601,4978.664869,4276.964369,4112.536181,4152.509334,4603.458217,4986.796053,5032.571204,5033.795703,5059.578354,5272.977981,5682.02683,5800.540176,6162.858943,6046.591458,6372.309814,6917.000163,7187.662806,7062.884891,6894.303694,6611.61662,6155.922366,5918.386237,6204.567571,6767.249786,7073.890988,7515.40852,7964.541238,8134.502739,8779.561388,9285.267218
USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.7082136,498.8395435,496.1023516,508.6960486,524.853836,539.9726161,549.3369068,564.1132151,581.1526638,600.3846203,644.1463098,682.9438561,,,,,,
Wallis et Futuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.519614,,,,,,,,,,,
Venezuela,,,,,,,,,,,,,,6050.943409,6162.919255,6424.926528,6568.14234,6484.790359,6314.554397,5877.980913,5672.459639,5234.488929,4858.536428,4734.311947,4611.80229,4856.717378,4863.220144,5052.51129,4364.557489,4740.765998,5121.122423,5215.382918,5119.613575,4867.07203,4994.105504,4877.727483,5070.608392,5005.628544,4669.60941,4761.614683,4812.205939,4242.168759,3847.671989,4434.679307,4905.155399,5365.018415,5871.865062,6001.71172,5641.715254,5447.395701,5548.295634
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390.069588,1433.593996,1383.868604,1504.601677,1688.216628,1772.794051,1592.151239,1253.591855,1092.408195,1129.87114,1138.981023,1159.333803,,,,,,
West Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.9408197,213.476439,224.7694955,244.4821229,258.4669217,279.9203431,306.0857466,327.8109814,348.1032069,362.4301467,375.9784799,395.7952558,418.1538462,441.3472164,468.4143574,497.4605614,532.37267,567.7191806,604.499543,634.147466,649.7134686,690.5556262,714.8049527
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Yemen (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Yemen (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.883862,455.1776869,473.0512529,470.0842764,478.7028784,473.0913436,455.2293621,462.7792048,493.5633388,479.3539755,500.0614468,509.2219075,509.8222464,507.0092097,505.6270038,518.2175517,536.736605,539.3748789,537.1656877,555.4774453,571.1657801,
Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,461,427.7703349,435.189679,455.3419725,576.5219497,506.8367086,546.0775718,542.161774,528.6094555,556.2137277,537.2756434,548.9500011,489.1491053,518.5150117,504.5754449,505.138168,501.8345145,480.1731137,431.2871453,439.8732448,482.6307059,441.3136152,410.5527051,383.9472417,367.784084,326.2174421,333.9398229,363.8597542,364.2777258,357.5154461,340.7101163,334.6007568,355.9752588,317.9384461,297.461222,311.2785332,311.5489219,294.5636207,298.2608649,302.082813,309.6524649,315.5709637,327.4129524,316.8278594,311.545333,297.2203706,294.4682325,,,,
Zimbabwe,,,,,,,,,,,,,,,,525.8129594,474.1208027,448.233392,446.7223507,490.7065057,534.7841091,522.8699696,510.6246084,484.0550727,496.7877804,485.666251,473.0800555,491.7673172,503.3825756,520.4645301,531.5478051,469.4092738,467.3629022,497.636169,487.4009537,532.2197768,531.4530648,531.7497739,527.7063844,505.9291234,514.1117225,469.5099079,391.3650356,365.7722481,346.3450964,332.5159914,317.9844641,267.2443998,286.0174144,311.7685223,337.8353302
Åland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antarctica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Virgin Islands, British",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaiian Trade Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Pacific Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Saint Eustatius and Saba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
