Growth over next 10 years,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001
Tajikistan,0.02264886606,0.02264886606,0.02264886606,0.02264886606,0.02264886606,0.02264886606,0.02264886606,0.02264886606,0.02264886606,0.02264886606,0.02264886606,0.07537955384,0.1281380406,0.1809243409,0.2337384696,0.2865804412,0.3394502704,0.3923479719,0.4452735604,0.4982270506,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.5512084573,0.09275053409,1.606375378,1.14924758,0.3528371457,0.2481615015,-0.6905055062,0.1492259049,1.345788478,2.590334774,1.733500419,3.126036692,1.354454477,2.015682886,3.372033301,3.19031212,4.356786159,4.279537786,2.249684325,1.966505309,1.513999521,0.08446067832,-0.1454823258,0.4738633638,0.2548557228,1.126945136,0.08265584254,0.02540223326,1.240923082,-0.234069473,1.281818624,0.5520112758,-0.3506282015,-5.954696361,-7.686595739,-8.246636998,-8.332116661,-7.672341958,-6.818713539,-4.146967449,-2.268123742,0.0396675871,1.76416237,7.421719894,9.15338026,9.59210894,10.66581863,8.858577309,7.727925028,6.137206823,5.197896765,4.673099651,5.080492253,4.523638317,4.818168385,3.913409818,3.62324933,3.588089086,3.011003493,1.917259755,0.3704509536,-0.4765812066,-0.2210796502,1.032492871,1.523688425,2.774308256,2.839434808,3.504930147,3.966316859,4.482487552,5.357104307,6.338147028,5.251709691,4.546135086,3.327828847,3.252388608,3.783940402,3.426981408,2.778681909,3.584056733,3.370266999,2.989716701,3.307213267,3.235610442,3.590480864,3.518066573,3.295592083,3.144934562,4.279026207,3.08584304,2.306088597,2.042551987,1.587603225,1.006739773,0.5629971928,-0.4185812368,-0.8347916672,-0.8949814563,-1.631785806,-1.787106617,-1.722331641,-1.772922841,-1.871090697,-1.900983899,-1.675056543,-1.911672106,-2.798646514,-6.622117374,-8.370289466,-10.47089767,-11.55711364,-13.34861925,-13.16496611,-12.7621175,-12.4724127,-11.447486,-9.728623716,-5.278141511,-2.702159107,0.6069981919,2.555423106,5.116580001,5.692994012,5.920336707,5.927885825,5.84867991,5.547863519
Tanzania,0,0,0,0,0,0,0,0,0,0,0,0.02533642764,0.05067927462,0.07602854258,0.1013842331,0.1267463479,0.1521148885,0.1774898567,0.2028712539,0.2282590819,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,0.2536533422,1.185082471,1.120416111,0.4816549886,0.9912146564,0.9500735438,0.7854321258,0.7341866524,0.524649071,0.7071945279,0.8056381886,-0.5452582073,0.07445505547,1.00611663,0.7095161114,0.7810489176,1.839331349,1.960493121,2.355907265,2.020577038,2.157444047,2.673270057,2.408237135,2.070190949,1.745024896,1.904139443,1.387596308,1.271896725,1.052947386,1.001204294,0.5315419723,0.01987450945,-0.465335287,-0.7906142813,-0.7579532554,-1.281062057,-1.649218366,-1.448481964,-1.331600744,-1.117124554,-0.8360233845,-0.5054436686,-0.5698467593,-0.4400511254,-0.6112445865,-0.2567565871,-0.03835814358,-0.5247807289,-0.5185538934,-0.4637634075,-0.2926454867,0.1523169188,0.8551892096,1.407211683,2.088299081,2.515975425,2.650262704,3.384222121,3.712385844,3.911808046,4.053195296,4.00115674
Thailand,0,0,0,0,0,0,0,0,0,0,0,0.01290090466,0.02580347365,0.03870770719,0.05161360549,0.06452116877,0.07743039725,0.09034129113,0.1032538506,0.116168076,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.1290839674,0.2435154487,0.3580777069,0.4727708914,0.5875951518,0.7025506379,0.8176374996,0.9328558872,1.048205951,1.163687841,1.279301709,1.279301709,1.279301709,1.279301709,1.279301709,1.279301709,1.279301709,1.279301709,1.279301709,1.279301709,1.279301709,1.181324375,1.083441824,0.9856539637,0.8879607035,0.7903619516,0.6928576164,0.5954476067,0.4981318312,0.4009101987,0.3037826182,0.3037826182,0.3037826182,0.3037826182,0.3037826182,0.3037826182,0.3037826182,0.3037826182,0.3037826182,0.3037826182,0.3037826182,0.3037826182,0.3037826182,0.3037826182,0.2372280919,0.1707177266,0.1042514929,0.03782936143,-0.02854869695,-0.09488271152,-0.1611727115,-0.2274187261,-0.2936207846,-0.359778916,-0.359778916,-0.359778916,-0.359778916,-0.359778916,-0.359778916,-0.359778916,-0.278806152,-0.1977675853,-0.1166631626,-0.03549283024,0.0457434653,0.1270457776,0.2084141604,0.2898486673,0.3713493521,0.3979758007,0.3430653814,0.2881849941,0.2333346224,0.1785142499,0.1237238601,0.06896343676,0.01423296337,-0.04046757641,-0.09513819896,-0.09513819896,-0.09513819896,0.2968420937,0.5431149617,1.29281059,0.8964446845,1.417442308,1.261400803,1.056125252,1.105487939,1.950668785,2.812567294,2.624246883,2.834796233,2.566756512,3.346326629,3.302870387,4.26926227,5.022775868,5.50437025,5.12929485,4.6230223,4.601209026,4.282952873,4.512607058,4.342127017,4.121560249,4.004613001,4.234217648,4.486066598,4.314680626,4.190519507,4.403489436,4.613934068,4.274506259,4.482679946,4.528393285,4.24769812,4.281567438,4.662294828,5.404492218,6.135502081,6.461946211,6.791517024,7.122102144,7.49117749,7.987018577,8.060544496,6.973151149,4.524240916,3.832629788,3.28003239,2.71285297,2.505495883,2.417642338,2.215792763,1.82135047,1.797664713,2.522569161,3.971192824,3.346679742,3.666085223,3.498590212
Timor-Leste,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.1827407269,0.4011803816,0.6200963246,0.8394895947,1.059361232,1.279712281,1.500543786,1.721856794,1.943652356,2.165931523,2.388695351,2.388695351,2.388695351,2.388695351,2.388695351,2.388695351,2.388695351,2.388695351,2.857251316,3.267229382,3.679473198,4.161237112,4.739695252,5.614263982,5.970496671,5.702550378,1.028656982,2.024984675,2.654556778,0.9812941649,-0.2486827884,-1.256084871,-1.573313864,-3.236203144,-3.023539695,-1.967934153,3.258272697,2.642101603,2.171253034
Togo,0,0,0,0,0,0,0,0,0,0,0,0.04679229022,0.09360647563,0.1404425665,0.187300573,0.2341805054,0.2810823741,0.3280061892,0.374951961,0.4219196999,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.4234001573,0.3779115129,0.3324434735,0.2869960296,0.241569172,0.1961628913,0.1507771783,0.1054120236,0.06006741781,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.01474335174,0.181754428,0.3405816757,0.4910934403,0.6419002087,0.7920215378,0.9405668413,1.079065758,1.20757399,1.341814055,1.970250073,2.227070852,2.187558551,2.268461233,3.238727191,4.144575253,4.638961017,4.784921974,4.890604722,5.552183674,4.421865107,4.460452861,4.448268505,3.53932978,2.59876399,1.257328203,0.3462750032,0.3673146012,0.8756911965,0.4548656662,0.1951330322,-1.196045587,-2.024125343,-2.281573294,-2.515964936,-2.126550449,-1.896674286,-2.399998559,-3.035017455,-3.358946507,-3.099836902,-2.582348203,-2.589447222,-3.391687161,-1.831389718,-1.829563686,-1.336148973,-1.999991183,-2.583798904,-2.590998728,-2.611942621,-2.421423331,-1.533256192,0.4237696057,-1.15853966,-1.434794213,-1.736996913,-0.8812062471,-0.3833969291,-0.2556180415,0.386642612,0.8584022379
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,0,0,0,0,0,0,0,0,0,0,0,0.03242706451,0.06486464417,0.09731274238,0.1297713626,0.1622405081,0.1947201825,0.227210389,0.2597111312,0.2922224124,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.4144435081,0.5042229793,0.5940827213,0.684022806,0.7740433051,0.8641442906,0.9543258344,1.044588009,1.134930885,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.225354536,1.531396356,1.748211329,1.695438373,1.961901931,1.903124126,1.867059907,3.210846789,4.483523403,5.905863305,6.514356721,6.368922568,6.76347755,6.929203294,6.807314647,6.474046604,6.348541505,4.546498111,3.72025473,2.159702576,1.75987056,1.90339583,1.442685377,1.326015834,0.8125472971,1.303295044,1.728493359,2.367036587,2.089055598,2.249743963,2.227005131,1.872089883,1.350457632,0.7315339707,0.6871419678,0.4592060169,0.1233737907,-0.1056452637,-0.2827016768
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0.05273283624,0.10549348,0.1582819459,0.2110982487,0.2639424031,0.3168144236,0.3697143251,0.4226421222,0.4755978296,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.528581462,0.6936044738,0.8588983795,1.024463624,1.190300653,1.356409912,1.522791848,1.689446909,1.856375543,2.023578199,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.191055328,2.564254308,2.4640658,2.277051824,1.951838136,2.730748325,4.148627845,4.496074044,4.77413397,4.794312206,5.458162406,5.0467533,5.154476935,5.444270344,5.680041911,4.999505767,3.64234201,3.205217342,3.197849748,3.236658109,2.806121411,2.644884041,2.850727369,2.600854803,2.902111341,2.634471287,3.131744326,3.460852599,3.949471751,3.964498245,4.150131116,4.457350482,3.25578268,2.196350797,2.216022223,1.577154496,0.3427304741,-0.6664528016,-2.049446228,-2.426744403,-2.84989779,-2.786786796,-2.106163574,-1.198074047,-1.146623151,-0.1342463808,0.77979082,1.754915068,2.761281333,3.595019755,3.967458918,4.065468535,4.512478877,5.907217558,6.136492796,6.640681609,7.449610963,7.477874314,7.223963524,5.975941683,5.373845916,4.543055376
Tunisia,-0.01356684994,-0.01356684994,-0.01356684994,-0.01356684994,-0.01356684994,-0.01356684994,-0.01356684994,-0.01356684994,-0.01356684994,-0.01356684994,-0.01356684994,0.06517056337,0.1439699809,0.2228314515,0.3017550239,0.3807407472,0.4597886703,0.538898842,0.6180713116,0.6973061279,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7766033402,0.7767501482,0.7768969564,0.7770437648,0.7771905735,0.7773373823,0.7774841914,0.7776310007,0.7777778102,0.7779246199,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7780714299,0.7634398654,0.7488104252,0.7341831091,0.7195579166,0.7049348474,0.6903139014,0.6756950781,0.6610783772,0.6464637985,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.6318513417,0.4922441003,1.415761992,1.547885981,1.527364698,0.7518630231,1.190127503,0.5809445704,1.610626691,0.9462028044,1.878666282,2.641632704,1.23532149,2.264788698,2.436493251,3.568184855,3.062571006,3.310425502,2.997257682,3.757969845,3.127834522,3.278100857,5.188047011,3.623520817,3.961021789,3.997576016,4.501733106,4.910475385,4.523711994,4.795467307,4.885926843,4.33380609,2.603626647,3.186389224,2.731114522,2.60000302,1.688778965,2.016310799,1.390647871,1.150420245,1.262024307,1.165240093,1.983102491,1.740559473,1.789883082,1.56282326,2.522046018,2.498192146,3.062478444,3.382443737,3.154456678,3.338401881,2.821874901,3.239937635,3.58986941,3.810985364,3.7204007,3.848678527,3.847362593,3.561580396,3.411718204,2.705093076
Turkey,0.1768712073,0.1768712073,0.1768712073,0.1768712073,0.1768712073,0.1768712073,0.1768712073,0.1768712073,0.1768712073,0.1768712073,0.1768712073,0.2090919714,0.241323099,0.2735645934,0.3058164579,0.3380786959,0.3703513106,0.4026343055,0.4349276838,0.4672314489,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.4995456042,0.539571506,0.5796133489,0.4323033689,0.2852091407,0.1383303483,-0.008333323846,-0.1547821908,-0.3010165672,-0.4470367672,-0.4073878602,-0.3680044112,-0.3286053882,-0.1031690433,0.1227771926,0.3492344727,0.576203953,0.8036867919,1.031684151,1.260197193,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,1.300240081,0.5963635817,-0.1026220886,-0.7967509136,-1.486056641,-2.170572783,-2.850332621,-3.525369202,-4.195715346,-4.861403645,-5.522466462,-3.365681808,-1.864373993,0.07656164318,-0.4130774305,0.993298813,2.884550331,3.736316008,4.725832898,4.466401882,6.161623003,4.420222638,3.417019357,3.566277175,4.79170367,4.583613523,3.735116721,2.613100251,1.116124873,2.23410838,0.05835786281,-0.5530148073,-2.132227294,-1.38845074,-1.229503263,-0.86721549,-2.10797605,-0.6698129758,1.338202479,1.900742731,3.82249581,3.801352672,5.947764446,3.532723228,3.674415189,2.734546048,3.648078689,2.94350378,1.851644282,1.306052011,1.171186494,1.916275477,1.450389458,2.326381518,2.087242421,2.394795428,2.553042164,2.830017182,3.612536986,3.668755947,3.178409155,3.548228495,4.146052183,3.855718181,3.841479811,3.469587777,2.869870069,2.329286131,1.862330267,1.723080198,1.665011847,1.464270798,1.128146108,0.984152506,1.412025944,1.523786114,1.73827654,2.728691621,2.445172806,2.59623585,3.077100748,1.989103117,2.254220297,2.321041878,2.27273843,2.25447077,1.708648487,1.594819839,0.7738188919,1.014292116,0.8655295968,2.359759496,2.428498123,2.487004543,2.277485642,2.089359371,2.114450761,2.318783878,3.997620541
