GDP per capita,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Argentina,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,948.5455611,961.9455771,975.5348938,989.3161856,1003.292164,1017.465581,1031.839223,1046.415921,1061.198543,1076.189997,1091.393234,1106.811246,1122.447067,1138.303773,1154.384486,1170.692369,1187.230633,1204.002531,1221.011364,1238.260479,1255.753271,1273.493182,1291.483703,1309.728375,1328.230787,1346.994582,1366.02345,1385.321138,1404.891442,1424.738215,1444.86536,1465.27684,1485.976672,1506.968928,1528.257739,1549.847296,1571.741846,1593.945699,1616.463223,1639.29885,1662.457074,1685.942453,1709.759607,1733.913223,1758.408056,1783.248925,1808.440719,1833.988395,1859.89698,1886.171574,1912.817346,1939.839541,1967.243476,1995.034544,2023.218213,2051.800031,2032.270632,2178.716659,2001.939861,2027.46974,1925.736608,1896.91873,2329.886084,2539.606647,2640.566151,3014.69153,2933.249721,3041.603865,3435.208597,3661.688805,3245.995136,2971.269687,3456.622916,3554.773064,3988.28423,4297.929849,4621.225945,3610.147397,3807.36838,4365.21695,3721.444589,3930.502558,3739.863056,4168.982417,4495.609007,4964.987384,4984.424168,4858.257694,5108.691492,5123.730397,5258.837638,5143.077998,5357.678026,5199.281811,4453.099508,4298.548077,4100.457324,3697.452726,4311.299087,4395.388097,4639.351203,4616.694946,4845.201528,5231.517942,5480.193226,5290.303692,5400.345556,5635.16798,5829.517225,5938.221426,5529.611658,5042.558202,4781.243268,4916.76417,5212.948535,5342.350618,5303.000988,5604.080898,5533.329201,5658.369255,5661.321436,5868.973345,5842.182511,5711.36384,6265.632694,5966.780302,6361.058493,6920.874831,7139.336912,6880.976817,6804.668791,6923.578789,6432.984277,6646.576022,6793.504277,7146.404548,7215.130081,7461.96875,7789.53193,7155.733391,7601.155297,8017.44364,7762.6627,7457.267654,8110.597134,8730.417362,8658.083076,8763.620227,9015.482687,9653.743856,10025.28189,10238.45721,10276.37976,10483.64874,10871.40354,10628.26028,10460.16551,10968.49347,10450.14703,11018.36764,11020.15763,10253.42244,9791.955268,10053.90546,10122.40754,9277.984636,9823.469154,9946.240695,9626.20841,8823.215352,8539.070326,9332.689585,10129.87984,10601.80863,11107.65339,10673.31877,11149.53034,11935.13655,12267.56055,11721.61808,11504.27872,10874.55993,9574.026065,10318.09642,11135.0719,12039.30165,12912.71124,13873.39737,14645.60287,14605.16407,15765.07167,16971.66869,17100.90915,17628.58635
Armenia,540.718052,540.718052,540.718052,540.718052,540.718052,540.718052,540.718052,540.718052,540.718052,540.718052,540.718052,540.718052,540.718052,540.718052,540.718052,540.718052,540.718052,540.718052,540.718052,540.718052,540.718052,542.7224249,544.7342277,546.7534881,548.7802336,550.8144919,552.856291,554.9056588,556.9626234,559.0272128,561.0994554,563.1793796,565.2670138,567.3623865,569.4655266,571.5764627,573.6952238,575.8218388,577.956337,580.0987475,582.2490996,584.4074228,586.5737466,588.7481007,590.9305148,593.1210189,595.319643,597.526417,599.7413712,601.9645361,604.1959419,606.4356192,608.6835987,610.9399112,613.2045876,615.4776588,617.7591561,620.0491105,622.3475535,624.6545166,626.9700312,629.2941292,631.6268423,633.9682025,636.3182418,638.6769925,641.0444867,643.4207568,645.8058356,648.1997555,650.6025494,653.0142501,655.4348906,657.8645042,660.3031241,662.7507836,665.2075163,667.6733557,670.1483358,672.6324902,675.1258531,677.6284586,680.1403409,682.6615345,685.1920737,687.7319934,659.6899993,769.6453175,738.7117143,685.3498975,681.0003656,622.3837861,679.8199492,768.6743239,872.0013653,805.1187711,884.7570255,868.0003129,889.0890101,941.334088,919.0464276,939.8662916,1019.02708,946.592325,1044.463723,922.4018925,879.6125111,843.3306987,918.9187344,951.9163684,1013.461321,934.2328504,1007.139515,1055.661753,1005.811929,1032.846877,1000.262635,833.4886823,694.520978,578.7233817,549.4016379,521.5655169,565.6499691,613.4605859,665.312315,721.5467247,782.5342537,848.6766516,920.4096249,998.2057077,1040.930241,1048.00624,1029.523024,1065.850878,1161.057131,1324.556737,1411.480242,1525.161053,1517.459019,1575.384467,1506.393495,1474.812393,1443.893379,1413.622574,1383.986388,1354.971515,1326.564931,1470.633842,1657.786145,1806.596983,1952.472387,1923.687112,2008.844575,2056.178934,2115.279219,2250.967726,2417.799265,2418.783476,2549.230897,2470.786193,2650.860164,2753.320404,2781.797482,2677.638444,2982.478805,3113.336558,3227.596341,3334.599739,3495.140545,3510.861852,3745.832374,3807.804532,3791.44322,4071.192184,4114.686084,4053.022591,4168.689464,4193.022,4224.871844,4134.378754,4071.129703,4040.364159,4070.82729,4130.096482,4108.776199,4073.973399,4168.717642,4151.333078,4170.141362,4175.78409,4014.01483,3481.791617,2061.881088,1965.835096,2141.900193,2332.476716,2474.41152,2559.739515,2755.475852,2847.832738,3020.874428,3327.244726,3847.158761,4399.586226,4878.292785,5577.178664,6306.199009,7161.244137,7640.549946,6494.474907,6571.630321,6812.351956,7283.8018,7501.129225
Aruba,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,876.5451363,882.337194,888.1675245,894.0363809,899.9440176,905.890691,911.876659,917.9021812,923.967519,930.0729355,936.2186955,942.4050656,948.6323142,954.9007114,961.210529,967.5620408,973.9555223,980.3912508,986.8695055,993.3905674,999.9547193,1006.562246,1013.213434,1019.908572,1026.64795,1033.431861,1040.260599,1047.13446,1054.053742,1061.018746,1068.029773,1075.087128,1082.191116,1089.342047,1096.540229,1103.785976,1111.079602,1118.421422,1125.811756,1133.250924,1140.739249,1148.277055,1155.86467,1163.502423,1171.190644,1178.929668,1186.71983,1194.561468,1202.454922,1210.400535,1218.398651,1226.449617,1234.553783,1242.711499,1250.92312,1259.189003,1267.509504,1275.884986,1284.315812,1292.802347,1301.34496,1309.944021,1318.599903,1327.312982,1336.083635,1344.912243,1353.799189,1362.744858,1371.749639,1380.813922,1389.9381,1399.122569,1408.367727,1417.673976,1427.041718,1436.471362,1445.963314,1455.517988,1465.135798,1474.81716,1484.562495,1494.372225,1504.246777,1514.186578,1524.192059,1534.263655,1544.401802,1554.60694,1564.879512,1575.219963,1585.628743,1596.106301,1606.653094,1617.269578,1656.90637,1697.5146,1739.118074,1781.741186,1825.408925,1870.146893,1915.98132,1962.939079,2011.0477,2060.335389,2110.831044,2162.56427,2215.565397,2269.865501,2325.496417,2382.490761,2440.881949,2500.704216,2561.992634,2624.783137,2689.112539,2755.018556,2822.539828,2891.715942,2962.587457,3035.195924,3109.583913,3185.795037,3263.873978,3343.866515,3425.819546,3509.781119,3595.800462,3683.928007,3774.215422,3866.715643,3961.482903,4058.572762,4158.042145,4259.949369,4364.354183,4471.317799,4580.902928,4693.173821,4808.1963,4926.037804,5046.767422,5170.455938,5297.175869,5427.001511,5560.00898,5696.276257,5835.883237,5978.911768,6125.44571,6275.570973,6429.375575,6952.587365,7519.115832,8134.577191,8807.147037,9544.303811,10356.24669,11249.33091,12217.40071,13245.53835,14322.88528,15424.95427,16553.39088,17767.90604,19163.60556,20824.74326,22857.44895,26903.22102,32349.62665,36296.33428,37014.38489,38309.57968,38237.56589,38476.57481,39318.19992,38601.87004,38002.96774,40312.45493,42565.41762,42564.06507,43703.48868,42445.48698,40288.40779,39245.56649,41056.83287,40737.11409,40209.28572,40558.41564,38594.39833,35572.51369,33287.9038,36016.48376,35419.08223,36083.40849
Australia,794.3699263,796.0825868,797.7989397,799.5189931,801.242755,802.9702332,804.7014359,806.4363711,808.1750468,809.9174711,811.663652,813.4135977,815.1673163,816.9248159,818.6861047,820.4511908,822.2200824,823.9927877,825.769315,827.5496725,829.3338685,836.8504896,861.4044949,890.6046473,940.4296061,985.6878261,1004.352514,1034.884262,1060.879155,1119.816886,1358.544463,1404.004123,1435.342993,1440.56874,1515.204705,1833.709755,1801.829747,1888.746227,1865.247534,1740.198659,2199.6637,1876.337916,1711.327783,1984.465864,2255.550221,2320.683095,2564.997279,2967.366835,3395.729863,3355.17017,3162.585649,3753.619901,4402.012078,4819.537182,4220.371214,4005.297468,4887.616553,4313.11005,3678.088235,4748.342786,4634.375414,4564.324412,4386.340399,4371.832403,4636.34941,4422.151916,4552.655826,4977.441071,5053.956647,4953.474914,5240.920118,5281.377808,5689.538903,6122.172063,6140.053225,6625.855812,6416.187273,6462.352318,6848.724389,6732.774452,6861.515246,7132.807486,6504.808588,7165.550727,6890.672367,7080.671489,6932.049768,7416.081661,7211.144609,7600.389649,7137.371221,7471.660557,6397.23104,5936.806704,6029.159158,5583.63457,5900.091228,5475.850994,6230.47227,6147.759417,6425.966669,6146.358924,6120.520059,6526.625039,6876.469385,6856.037524,7216.962868,7391.55596,7514.34068,7974.643748,8341.673715,8171.871368,8163.383626,8256.789776,8048.552695,7840.150842,7810.857092,7671.247733,7367.733663,7550.309583,7630.375489,7862.922138,8107.68284,8313.17711,8674.066091,8891.280161,8922.457113,8876.400391,8729.066869,8426.771656,7538.657218,6970.743406,7307.231979,7753.379522,8101.556492,8514.211253,8831.654891,9199.601696,9424.843178,9359.57193,9872.862473,10868.91815,12017.29227,12333.32624,11787.64848,11074.93389,10559.42189,10670.64715,11155.89027,11587.1302,11866.98399,12020.3211,11877.00917,12016.98057,12473.83132,12853.02409,12982.57699,12953.61819,13298.24191,13815.3525,14075.48963,13854.89996,14453.18325,15050.59503,15769.4909,16254.56278,16397.74469,17184.64787,17850.01633,18510.7915,19251.3987,19677.26551,19861.22884,20619.64731,20791.02339,21086.76421,21709.61959,21689.6616,22045.56104,22927.61535,23075.39649,23473.27451,23041.62699,22731.14648,24009.6229,24891.25622,25043.05609,25894.92099,26627.5653,27367.88007,27389.07261,27083.81458,27711.89005,28455.21989,29315.35748,30189.06621,30937.2261,31939.00949,33324.57855,34287.68875,34593.19961,35541.65753,36304.12594,37423.83668,37973.06841,38800.58131,39281.07032,40455.39975,40748.2208,40682.8783,41269.25766,41705.99745,42448.23629,42943.25741
Austria,1732.182633,1738.902873,1745.649184,1752.421669,1759.220428,1766.045564,1772.897179,1779.775376,1786.680258,1793.611928,1800.570491,1807.55605,1814.568711,1821.608578,1828.675757,1835.770355,1842.892477,1850.04223,1857.219722,1864.42506,1871.658351,1901.804452,1932.436105,1963.561131,1995.187475,2027.323213,2059.97655,2093.155822,2126.869499,2161.126191,2195.934642,2218.312842,2240.919092,2263.755716,2286.825063,2310.129503,2333.671433,2357.453273,2381.477467,2405.746485,2430.262823,2456.555185,2483.131997,2509.996336,2537.151314,2564.600074,2592.345795,2620.391689,2648.741004,2677.397023,2706.363064,2732.455009,2758.798506,2785.395979,2812.249878,2839.362674,2866.736864,2894.374967,2922.279528,2950.453116,2978.898325,2999.352642,3019.947406,3040.683583,3061.562142,3082.584062,3103.750328,3125.061929,3146.519864,3168.125138,3189.878763,3396.77158,3399.382517,3297.663684,3422.131322,3416.2823,3470.312024,3565.357526,3660.000686,3611.428756,3638.352158,3762.598577,3761.626217,3891.038423,3969.566821,3919.444797,4020.943702,4272.630954,4236.897661,4171.246615,4370.16829,4492.218447,4554.039477,4545.888132,4771.359386,4859.807837,4894.343093,4957.896638,5196.406288,5264.219619,5267.489098,5246.057482,5406.991652,5410.596632,5449.94448,5709.256737,5881.761736,6195.020455,6174.114097,6106.107915,6146.263826,6286.061606,6547.353197,6473.382003,5371.542057,4955.66549,4908.219316,4831.088737,4772.273333,4219.703444,4506.083606,4950.330777,5375.016267,5309.133911,5907.917978,6289.285982,6375.430312,6547.987658,6831.60764,6908.681001,6697.949475,6141.245855,5491.142302,5292.229685,5326.630042,5429.508224,5593.968556,5894.757483,6648.97237,7650.961511,7395.627987,7877.823737,7439.745418,7592.588675,7110.071584,3221.457274,3654.619942,4046.860157,5163.945994,6151.554316,6922.775331,7395.914316,7410.583406,7727.809002,8508.083265,9439.411384,10080.83917,10677.52867,11033.37974,11303.32794,12176.32919,12752.47507,12981.60704,13423.53565,14134.67379,14446.99451,15153.45069,15497.91528,16102.82319,17056.46527,18207.77085,19053.39491,20119.08542,20985.71765,21776.21153,21754.94869,22790.90714,23847.63191,23780.24704,25120.3201,25701.50568,25624.44185,26078.70208,26887.22653,26972.0938,27556.83593,28170.19664,28603.29523,29428.44939,30559.52084,31558.27731,32294.1359,32653.51754,32460.34654,33162.4348,33712.26358,34537.63684,35133.62544,36355.69563,37480.66104,38650.60078,38877.51639,39144.59693,39535.32274,40398.09693,41185.76314,42476.83608,43875.86345,44316.00098,42504.61344,43248.59727,44239.86432,44388.4822,44446.494
Azerbaijan,815.4796594,815.5630058,815.6463607,815.7297241,815.8130961,815.8964765,815.9798655,816.063263,816.146669,816.2300836,816.3135066,816.3969382,816.4803783,816.563827,816.6472842,816.7307499,816.8142241,816.8977069,816.9811982,817.0646981,817.1482064,821.5503019,825.9761121,830.4257647,834.8993883,839.3971119,843.9190655,848.4653794,853.036185,857.6316142,862.2517996,866.8968746,871.5669734,876.2622306,880.9827818,885.7287634,890.5003122,895.297566,900.1206634,904.9697435,909.8449462,914.7464124,919.6742835,924.6287017,929.6098102,934.6177525,939.6526734,944.7147181,949.8040328,954.9207644,960.0650605,965.2370697,970.4369413,975.6648253,980.9208727,986.2052351,991.5180652,996.8595163,1002.229743,1007.628899,1013.057141,1018.514627,1024.001512,1029.517956,1035.064118,1040.640158,1046.246237,1051.882517,1057.54916,1063.24633,1068.974192,1074.73291,1080.522651,1086.343583,1092.195873,1098.07969,1103.995204,1109.942586,1115.922007,1121.93364,1127.977658,1134.054237,1140.163551,1146.305777,1152.481092,1158.689674,1112.893888,1300.081078,1249.455349,1160.71088,1154.848454,1056.822062,1155.855262,1308.633015,1486.478431,1374.255071,1512.158672,1485.453889,1523.528154,1615.157866,1578.97259,1616.847883,1755.313781,1632.668316,1803.824558,1595.096892,1523.085312,1462.166033,1595.298054,1654.738887,1764.021223,1628.23734,1757.592378,1844.672445,1759.856289,1809.515516,1607.282375,1409.946636,862.3296088,742.7411307,745.0476536,681.3183359,790.1266107,909.2150457,1150.790086,1436.762582,1611.665522,1677.303415,1762.197764,1781.023715,1859.675751,1874.758882,1844.096159,1911.656667,2085.129284,2381.85825,2541.476499,2749.74835,2739.429723,2847.709606,2726.550346,2672.869879,2620.246276,2568.658729,2518.086841,2468.510615,2419.910448,2686.218198,3032.013883,3308.490631,3580.30049,3532.116028,3693.28491,3785.239201,3899.115278,4154.641831,4468.384237,4476.032299,4723.580717,4584.197098,4924.712521,5115.06101,5167.96513,4974.46065,5540.786691,5783.891485,5996.160918,6194.949592,6493.19894,6522.405654,6958.928972,7074.059551,7043.663847,7563.375615,7670.849973,7582.257365,7825.854298,7898.999211,7986.770132,7842.971228,7749.934224,7718.204897,7803.531487,7944.771723,7931.337458,7891.596056,8103.298822,8097.662468,8162.732859,8202.298266,7912.053428,7740.027441,5905.707601,4490.855682,3570.090518,3125.154655,3150.109334,3321.178076,3644.353508,3906.375854,4329.323167,4743.887659,5228.301979,5789.915492,6426.221373,7943.680392,10552.21555,13018.27344,14237.29126,15356.54265,15937.87092,15754.15236,15878.86041,16667.04226
Bahamas,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1521.10879,1531.160012,1541.277651,1551.462145,1561.713937,1572.033471,1582.421194,1592.877558,1603.403015,1613.998023,1624.663041,1635.398532,1646.204961,1657.082796,1668.032511,1679.054579,1690.14948,1701.317693,1712.559704,1723.876001,1735.267073,1746.733416,1758.275526,1769.893905,1781.589055,1793.361486,1805.211706,1817.140231,1829.147577,1841.234266,1853.400821,1865.647771,1877.975647,1890.384983,1902.876318,1915.450193,1928.107154,1940.847751,1953.672535,1966.582063,1979.576895,1992.657594,2005.824728,2019.078869,2032.420591,2045.850472,2059.369096,2072.977048,2086.67492,2100.463304,2114.3428,2128.314009,2142.377537,2156.533995,2170.783996,2185.128159,2199.567105,2214.101462,2228.731859,2243.458931,2258.283317,2273.20566,2288.226607,2303.34681,2318.566925,2333.887611,2349.309534,2364.833363,2380.45977,2396.189434,2412.023036,2427.961264,2444.00481,2460.154368,2476.41064,2492.77433,2509.246149,2525.82681,2542.517034,2559.317544,2576.229069,2593.252342,2610.388102,2627.637092,2645.00006,2662.47776,2680.07095,2697.780392,2715.606855,2733.551112,2751.613942,2769.796128,2788.098458,2806.521728,2907.467517,3012.044153,3120.382233,3232.617048,3348.888757,3469.342561,3594.128882,3723.403555,3857.328016,3996.069511,4139.8013,4288.702876,4442.960188,4602.765871,4768.319491,4939.827793,5117.504954,5301.572859,5492.261373,5689.808626,5894.461316,6106.475014,6326.114481,6553.654005,6789.377737,6789.377737,6789.377737,6789.377737,6789.377737,6789.377737,6789.377737,6789.377737,6789.377737,6789.377737,6789.377737,6789.377737,6789.377737,7338.244699,7931.483171,8572.680235,9265.712961,10014.77185,10824.38616,11699.45132,12645.25852,13667.52667,14772.43704,15548.42824,16318.17305,17142.94312,18034.99874,19008.17482,19836.83939,20852.38197,21753.81881,22901.9125,20963.27137,20756.76363,19594.1342,20664.79858,16875.48929,14098.34135,14527.27868,15522.80227,17348.12306,21410.20399,22312.14097,21204.13855,22055.86231,23058.53959,23125.67842,23606.07301,23773.39218,24220.07761,24340.88722,24469.83027,23646.24433,22236.62608,20975.93605,20638.13315,20890.90129,21416.70065,21943.71376,22657.95903,23827.40817,24419.78358,24533.53596,24395.13181,24622.64546,24551.18062,24554.18133,24849.36582,25165.71332,25225.13987,24351.83604,22904.84701,22692.36451,22807.30171,22968.64894,23140.8805
Bahrain,1300,1306,1312,1318,1324,1330,1336,1342,1348,1354,1360,1366,1372,1378,1384,1390,1396,1402,1408,1414,1420,1426,1432,1438,1444,1450,1456,1462,1468,1474,1480,1486,1492,1498,1504,1510,1516,1522,1528,1534,1540,1546,1552,1558,1564,1570,1576,1582,1588,1594,1600,1624,1648,1672,1696,1720,1744,1768,1792,1816,1840,1864,1888,1912,1936,1960,1984,2008,2032,2056,2080,2104,2128,2152,2176,2200,2224,2248,2272,2296,2320,2344,2368,2392,2416,2440,2464,2488,2512,2536,2560,2584,2608,2632,2656,2680,2704,2728,2752,2776,2800,2801.323529,2802.647059,2803.970588,2805.294118,2806.617647,2807.941176,2809.264706,2810.588235,2811.911765,2813.235294,2814.558824,2815.882353,2817.205882,2818.529412,2819.852941,2821.176471,2822.5,2823.823529,2825.147059,2826.470588,2827.794118,2829.117647,2830.441176,2831.764706,2833.088235,2834.411765,2835.735294,2837.058824,2838.382353,2839.705882,2841.029412,2842.352941,2843.676471,2845,3568.406542,4291.813084,5015.219626,5738.626168,6462.03271,7185.439251,7908.845793,8632.252335,9355.658877,10079.06542,10802.47196,11525.8785,12249.28504,12972.69159,13696.09813,14419.50467,14970.7423,15535.52671,16107.51715,16689.00279,17251.84862,17804.70115,18320.33245,18770.6056,19161.0877,19482.46957,19750.2306,20079.77546,20515.67657,21054.68062,21744.22848,22493.77634,23309.6597,24120.56156,24979.05168,25954.2572,25747.1299,27893.46042,29319.30648,29837.51929,27322.52978,33355.88805,32848.72778,29508.12691,32367.87443,36013.74862,33520.37154,30861.65089,30396.79481,32419.83729,25254.9804,23171.50163,22163.88674,24375.76294,25195.57026,27333.8996,26380.44402,27460.64854,26924.32889,28178.07279,26042.11375,24920.89385,24390.04763,23074.99954,24548.53097,30621.0262,30769.11989,35471.70931,41874.41925,47798.60305,55556.27974,58761.7061,57547.36018,51687.17515,43329.16525,42712.93913,40083.48798,40633.56817,41778.35788
Bangladesh,922.474073,922.2341272,921.9942438,921.7544229,921.5146643,921.2749681,921.0353342,920.7957627,920.5562534,920.3168065,920.0774219,919.8380995,919.5988394,919.3596415,919.1205058,918.8814323,918.642421,918.4034719,918.164585,917.9257601,917.6869974,917.6814082,917.675819,917.6702299,917.6646408,917.6590517,917.6534627,917.6478736,917.6422847,917.6366957,917.6311068,917.625518,917.6199291,917.6143403,917.6087515,917.6031628,917.5975741,917.5919854,917.5863968,917.5808082,917.5752196,917.5696311,917.5640426,917.5584541,917.5528657,917.5472773,917.541689,917.5361006,917.5305123,917.5249241,917.5193358,917.5307077,917.5420796,917.5534517,917.564824,917.5761964,917.5875689,917.5989416,917.6103144,917.6216873,917.6330604,917.6444336,917.655807,917.6671805,917.6785542,917.689928,917.7013019,917.712676,917.7240502,917.7354246,917.7467991,919.8534774,921.9649916,924.0813527,926.202572,928.3286604,930.4596293,932.5954898,934.7362531,936.8819306,939.0325334,941.1880729,943.3485604,945.5140073,947.684425,975.5856245,942.9514081,984.1190143,991.316965,962.6111242,1005.557921,911.4896684,982.9662824,1006.110603,1019.774635,992.9722769,918.1631552,1084.061502,1084.395777,998.2160726,1031.442284,1046.313217,1126.723919,1135.781499,1134.195179,1106.850894,1131.553098,1056.59522,1065.269682,1204.376766,1199.12632,1189.007949,1185.517356,1157.683102,1219.723937,1188.986557,1222.498146,1199.246134,1044.94371,1188.198485,1093.080047,1169.569852,1206.742573,1155.548483,1199.962448,1202.014639,1227.211463,1215.264362,1215.208628,1252.747483,1249.096197,1224.128742,1220.677245,1204.72139,1199.15335,1171.302963,1199.85148,1163.870644,1150.557113,1159.613914,1181.391593,1188.920725,1169.677759,1201.858033,1175.436377,1143.018783,1070.354817,1063.107563,1062.009344,1074.710729,1020.323991,1023.307775,1036.799312,1034.49215,1034.230054,959.8874895,1042.279481,1002.544543,963.6750635,994.4672654,1029.404691,1065.99249,1039.977365,1122.873006,1112.28671,1148.685663,1140.370649,1092.775458,1169.982971,1161.724922,1189.682672,1107.774009,954.959965,939.3220375,1033.5977,999.6405999,1021.589911,999.8773662,1041.06581,1058.352667,1035.731391,1040.320615,1025.79512,1050.002679,1081.683348,1090.430174,1115.134588,1139.434956,1150.14069,1156.825406,1210.053519,1227.684555,1269.489807,1307.516971,1339.666255,1383.157548,1423.180534,1473.987422,1523.1237,1567.729066,1629.549628,1682.356035,1721.912826,1775.868887,1850.780372,1921.333906,2021.322895,2124.844021,2227.9172,2334.679137,2456.289893,2588.500451,2714.596615,2841.445222
Barbados,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,961.5394491,967.8931344,974.2888037,980.7267345,987.207206,993.7304993,1000.296897,1006.906685,1013.560149,1020.257578,1026.999263,1033.785495,1040.61657,1047.492783,1054.414433,1061.38182,1068.395246,1075.455016,1082.561435,1089.714813,1096.915458,1104.163685,1111.459806,1118.804139,1126.197002,1133.638716,1141.129603,1148.669989,1156.2602,1163.900566,1171.591418,1179.33309,1187.125918,1194.970239,1202.866395,1210.814726,1218.815579,1226.8693,1234.976239,1243.136747,1251.351178,1259.619889,1267.943238,1276.321586,1284.755297,1293.244736,1301.790272,1310.392276,1319.05112,1327.76718,1336.540834,1345.372463,1354.26245,1363.211181,1372.219043,1381.286427,1390.413728,1399.601339,1408.849661,1418.159095,1427.530043,1436.962913,1446.458114,1456.016057,1465.637158,1475.321833,1485.070503,1494.88359,1504.761521,1514.704723,1524.713628,1534.78867,1544.930286,1555.138917,1565.415004,1575.758994,1586.171335,1596.652479,1607.20288,1617.822997,1628.51329,1639.274222,1650.106261,1661.009875,1671.985539,1683.033729,1694.154923,1705.349603,1716.618257,1727.961371,1739.379439,1750.872956,1762.442419,1774.088332,1800.509651,1827.324461,1854.53862,1882.158078,1910.188869,1938.63712,1967.509048,1996.810963,2026.549268,2056.730462,2087.361143,2118.448002,2149.997836,2182.017538,2214.514106,2247.494642,2280.966354,2314.936557,2349.412674,2384.402241,2419.912904,2455.952424,2492.528677,2529.649656,2567.323475,2605.558365,2644.362684,2683.744912,2723.713656,2764.27765,2805.445759,2847.226981,2889.630446,2932.665423,2976.341314,3020.667666,3065.654167,3220.992717,3384.202366,3555.681946,3735.8505,3925.148304,4124.037943,4333.005439,4552.561445,4783.242486,5025.612275,5395.801222,5861.44566,5539.001605,5791.27743,6429.739326,6667.359027,7357.918514,7847.675462,8412.077774,9175.477067,9271.743633,9308.993254,9438.401836,10645.67572,10376.62677,10783.65767,11163.9789,11690.92414,12566.02792,13092.64513,12757.99434,12032.27786,11978.06079,12284.32749,12300.67847,12810.80602,13021.14072,13358.29258,13724.76977,13183.22266,12558.88276,11585.41175,11619.70662,12032.5443,12290.07335,12617.62514,13133.2778,13889.43543,13897.60055,14153.76719,13730.08336,13740.33369,13962.56537,14423.95693,14961.37843,15780.058,16001.69911,16022.19438,15328.88412,15326.53806,15374.21349,15337.30049,15191.95829
