,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,5.607459755,4.665991199,2.686608149,2.590393325,2.748631258,3.537222702,-0.7545853759,-0.007119949111,-0.8783519612,-0.7946672365,-1.06592096,-0.3740931319,0.4679612953,2.581607691,2.958461029,1.605463278,1.512933055,1.211425946,2.114871042,3.137053171,2.973794311,2.636314797,2.293811052,0.05162023329,
Paraguay,,0.349670794,0.6560962692,1.311790375,1.149366037,0.5917895167,0.6968791923,1.057089861,0.8160677553,1.281073125,1.70936387,1.506645343,1.777455619,1.783432374,1.971444802,2.477689732,2.937767012,3.258576395,3.895675631,4.523583175,4.977480947,5.271408998,4.864932426,4.402704334,3.966736053,3.541320076,2.903834677,2.213756717,1.844371939,1.340585138,0.5184761094,0.002239774971,0.1211055012,0.6021284487,0.5754697706,0.6290684735,0.8820142094,0.7933226041,0.1762671932,-0.2135356947,-0.2888144353,-0.2040992293,-0.674662459,-0.9348294013,
Peru,2.429692989,1.832303634,2.272525273,2.86032542,3.079979343,3.0282621,3.130810996,3.320479964,3.778813265,4.40550942,4.265883855,3.870426033,3.202910821,3.028721203,3.242720036,3.042938186,2.411951475,2.174104091,1.303126869,1.079284486,0.7129397231,0.7110345815,0.5585297793,-1.180543618,-1.648027855,-1.80848562,-0.9424285423,-0.1570491358,-0.6376399286,-2.324056355,-3.38301298,-3.574643025,-3.708678501,-2.107715461,-1.246878745,-0.6886211346,-1.434728723,-1.653100652,-0.7595955549,0.9552699118,1.784832245,1.676697322,2.24162341,2.218917362,
Philippines,4.031543452,4.082891388,3.263404584,3.403477303,2.678347667,2.877174558,2.003534019,2.423263372,2.054060126,1.580646731,1.766121214,1.825815532,1.947791925,2.16590809,2.118297952,2.290173809,2.788695837,3.106439392,3.095051344,2.939614161,3.098808487,3.096664131,2.485184142,1.855465458,1.548409368,0.2120921512,-0.04929632592,-0.5291152092,-0.2349087644,0.03934079962,-0.2595879199,-0.5902454407,-0.44779962,-0.5376399827,0.2745086698,1.123561961,0.9846724011,1.689788562,0.7232112243,0.8884987262,1.773808246,1.348065037,1.335348973,1.256463585,1.815023326
Poland,,,,,,,,,,,,,,,,,,,,,4.810893141,3.139696155,1.228006527,0.6365726202,0.3687891773,0.03164051159,-0.3906061573,-0.7444991957,-0.6445470461,-0.4491244319,-0.5575249955,0.2452497576,1.442094824,1.436012433,1.429798037,1.523158675,1.714772249,2.163112598,2.316129057,2.814731261,3.857888447,4.183547303,4.147011666,4.157944083,4.280398149
Portugal,4.419563329,4.116681909,4.365142939,4.432606369,4.621207817,5.017757899,5.056322588,5.493616836,6.7069376,6.545343318,6.631701383,6.690279436,6.824301784,7.377276927,6.960680846,5.408280576,5.536819599,5.171089638,3.952572812,3.953848228,3.604243583,3.068744999,2.540158037,1.39554103,0.9561059273,1.972858615,2.014214035,2.155697752,2.900992688,3.049467254,3.183554466,3.33953733,3.248051515,3.25558408,3.875787856,3.775139925,3.515963672,3.23121909,2.853944871,2.68437228,2.433100623,2.259286684,2.185681211,2.156576365,1.869228197
Puerto Rico,,,,,,,,,,,,,,,,,,,,,2.451815142,1.641629493,0.806550871,1.439107141,2.364793145,2.918932141,2.365209303,2.50622449,2.502459504,3.138217962,3.497094614,4.000879414,4.409973562,4.047975751,4.263658714,3.295572355,3.103555758,3.123832957,2.900081191,2.79634354,3.443357716,3.136075354,3.222704648,3.244041102,
Qatar,,,,,,,,,,,,,,,,,,,,,-2.414336675,-3.694561066,-4.849315855,-6.713781671,-7.967710576,-6.989407642,-7.023893165,-6.92116239,-7.119100854,-6.668409384,-5.826287385,-5.900583241,-4.354138872,-3.759272855,-3.579712203,-2.824291358,-2.901761144,-0.693041766,0.6711107231,0.8923643705,1.16235537,1.647000153,1.613046616,3.028900117,
Romania,,,,,,,,,,,6.512699404,6.97008217,7.52602208,8.535444858,7.493034841,7.102199488,8.716618421,8.347905508,9.392859567,9.241199736,9.009723168,8.235274264,7.54049058,6.196605964,7.327442504,6.294053407,4.577567164,4.062081873,2.46466824,1.07130135,0.01803345196,-1.690077772,-2.741060112,-3.00497048,-3.103501764,-2.187350435,-1.838374626,-2.31772851,-2.419661338,-1.53995716,-0.7819717587,1.087723572,2.526252608,2.831273234,3.211530361
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.807003088,-0.655078135,1.024984599,2.198873199,
Rwanda,,,,,,,,,,,0.3261813236,0.5396293359,-0.6658025615,1.004840973,1.932061627,0.7812756115,2.032201998,1.547313538,2.061557806,2.123688114,1.735994741,2.731500034,2.644545421,2.803652221,1.914795798,2.764137616,1.449895085,1.338968564,0.3571895552,-0.2288891478,-2.191101101,-2.719799079,-2.132110319,-3.913564251,-7.921357314,-3.614502736,-2.995439051,-3.512055093,-2.289114838,-2.194488925,0.1228949857,0.528807241,1.003813421,3.708257108,
Samoa,,,,,,,,,,,,,,,,,,,,,2.390555257,1.159097652,1.400302482,0.7957924368,0.5406158597,0.7799508225,0.7474295377,0.2772016296,0.08939048096,0.3310082412,-1.675138674,-0.9544633351,-1.772216184,-1.244035153,-2.218358242,-2.072860055,-1.600148169,-1.178374106,-0.7757089086,-0.9219829705,1.059438467,2.094561296,2.780689437,2.995979856,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,6.337089536,2.861176989,2.779133113,2.385536105,0.8413109273,0.9234104548,0.4325010028,-2.237900593,-1.225043706,-2.594162008,-2.004199066,0.06799660737,-0.6876151724,-0.1522732926,0.6727808594,-0.3499330398,-0.2701781448,0.3518520135,-0.9680904002,-1.769977227,-1.254214155,-0.5849615019,0.08321318656,0.6325314785,0.1909787905
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,7.544113571,5.767346269,1.641570643,-2.829435592,-5.505099378,-5.464400088,-5.841808396,-6.092938628,-5.320089082,-6.359780987,-5.590631856,-4.897144622,-2.738825078,-1.225368392,-0.46891488,-0.2718155568,-0.1539512618,0.3751667714,-0.06991232608,-0.3132809834,-0.9550042151,-1.801301753,-2.373321788,-0.9690312722,
Senegal,,,,,,,,,,,-1.818399873,-1.61164548,-1.509992398,-1.917046252,-1.62710371,-1.223454624,-0.5116792628,-0.6913406444,-1.260776839,0.2519418214,-0.5620911645,-0.7559994415,0.39765038,1.054137396,0.02447274836,0.1286147136,-0.7345074704,0.06406008283,0.628141261,-0.1567884902,0.1905113,0.4475396844,-0.9108422371,-1.285731716,-0.2747784474,-0.9769095893,-0.7940065909,-0.4173118055,-0.738996188,0.2389036665,0.8681838219,-0.1586873032,-0.1013589552,0.567093311,
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.192842263,-5.854271514,0.2975757413,4.31684585,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,0.1254599609,0.1213714125,0.6772115164,0.1611575492,-0.265901492,0.2624013611,0.1365693237,0.5222695294,-0.2729126642,-1.082550404,-1.301309425,-2.309281251,-3.868239005,-3.800388903,-3.741020304,-3.893085319,-3.170093452,-5.231310717,-5.392282075,-5.73509228,-5.293483599,-4.658641746,-3.066592452,-2.40705874,
Singapore,,,,,,,,,,,4.975920878,5.679419137,6.131089662,6.670802424,7.926549422,7.500092995,7.52786259,7.304569348,6.997505613,7.080082842,6.627876136,5.837876546,5.248949792,5.009979132,4.892512527,4.551180549,4.092970852,4.55902666,4.512339661,4.265999233,4.122129528,4.410249253,4.548126747,4.831845897,4.8990167,5.870689522,6.165499564,5.940976454,4.498779796,4.241141685,4.217944308,3.008944291,2.73180428,1.577115838,1.845874435
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.90102238,-0.639729879,-0.5568932577,-0.2098504631,2.017356584,3.039063432,3.852352266,3.706298123
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.773043129,3.023977426,3.996281116,3.797136412,3.753785929
Solomon Islands,,,,,,,,,,,,,,,,,,,,,2.765212027,3.407927999,3.447559656,1.171545592,-0.02859411384,0.9668202626,-0.5183437622,-1.219567621,-2.418917362,-2.892251664,-1.784004432,-1.609949206,0.3431329059,2.025838814,1.63825898,2.322212425,2.759547967,2.211807738,2.635559934,1.173594872,-0.8343509703,-2.15954153,-3.843343775,-3.835929844,
Somalia,,,,,,,,,,,,,,,,,,,,,-1.87366631,-2.178980858,-2.929946901,-2.229774553,-3.843821824,-4.503517245,-1.92004439,-2.712017681,-3.279689876,-2.27562086,-1.338393061,-0.872641042,-2.394648604,-1.503930716,-2.772289663,-1.755007043,-2.71504159,-3.370783084,-3.833834635,-3.73316229,-3.698090566,-3.918508894,-3.224246178,-3.249550291,-1.074460565
South Africa,1.766272121,2.603204296,3.168879263,2.692247401,2.357539968,2.570928145,2.581144505,2.462877901,3.037141513,2.776324431,2.742682335,2.237085242,1.973086389,1.952055586,1.772644346,1.791696383,1.659372447,1.784520155,1.287638794,1.382108899,1.61077236,1.425527767,1.280753292,1.513804996,1.681457112,1.152010476,0.6172772356,0.4397893625,0.6304513097,0.6286863868,0.2756656084,0.1273011168,-0.4159312059,-0.6747362064,-0.5959991682,-0.4181483801,0.1575893831,0.2834473149,0.2026742293,0.2939244674,0.63254788,1.112474262,1.746804028,1.949294232,2.262997999
Spain,5.266359901,4.850378645,5.365403269,6.743593623,5.922922387,5.988409725,5.963981922,5.918951274,6.100049766,7.282855778,6.507796943,5.694616678,5.52868783,5.358296065,5.413926668,4.772088181,4.364865162,4.150310089,3.627364268,2.763658669,2.605534623,2.19023558,1.514775024,0.9527074038,0.6081716322,0.8574637536,0.8980221957,1.305208089,1.770671915,2.26887917,2.46968896,2.785979861,2.776673567,2.496721281,2.57269464,2.628623115,2.554753848,2.402288215,2.352420801,2.32767405,2.410134739,2.444271882,2.53086814,2.843567055,2.796947259
Sri Lanka,0.5039911455,1.403164058,0.672988897,1.951479498,1.580329751,2.220794009,3.247094959,3.976768495,3.034619638,3.577578413,3.671193244,3.040258244,3.871513617,3.773481333,3.745048905,3.465460982,3.568904241,3.006866762,3.882692535,4.065823808,4.094918315,4.468743067,4.404961298,3.651018376,3.496244706,4.589356807,4.860021545,4.669945816,4.066027492,3.816720035,4.043403837,3.240593553,3.352146687,3.927727234,4.098073829,3.57610121,3.652681093,4.100112109,4.193393226,4.451585818,3.916145338,3.985809542,3.489719923,3.450868644,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,2.734321799,4.779531132,3.499618348,3.04020719,4.228645652,4.616430862,5.280345772,6.091323765,4.117729915,4.444800849,5.21862292,4.225857104,4.924817393,5.367183128,5.617309876,5.01658261,5.227543594,5.508605187,6.456216953,6.986030035,5.642499646,4.769948328,4.328493659,3.909989138,
St. Lucia,,,,,,,,,,,,,,,,,,,,,2.147383999,1.151338351,1.260049247,2.311266422,2.976655547,3.651534419,5.878915577,4.511878038,6.057042077,5.36299689,6.109839706,5.921435795,6.059557282,5.166524501,3.801490497,3.436984641,1.874461839,1.5073356,1.314130526,0.9154666056,0.5855559414,0.1080099581,-0.3632532926,-0.2193034319,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,1.136646156,2.440783459,0.8541946115,2.767342743,4.423269706,5.346623451,5.479923377,5.330923815,4.155146371,5.017055169,6.946840347,4.931621247,5.576268044,5.682997152,4.728292925,5.396198694,5.038570249,4.368910976,3.605455937,3.788421381,3.272773459,3.548328511,2.72693514,1.779158425,
Sudan,,,,,,,,,,,,,,,,,,,,,0.6291345182,0.5442602423,0.4951959933,-1.137021885,-1.376883145,-1.128131155,-1.545472085,-1.288019084,-1.024150405,-0.6047864394,0.002559190921,0.2195109572,0.3493972339,1.24164918,1.776423408,1.68927021,1.493235092,1.432798989,0.7276545817,-0.4981561164,-0.004725193368,0.06593539964,0.1766062553,0.5586501135,
Suriname,,,,,,,,,,,,,,,,,,,,,2.229575099,2.778256156,2.75552583,3.025850314,2.637364716,2.855923437,1.434578965,-0.7860232759,-0.08611846172,-0.3085864824,0.06886066186,-0.280993782,-0.625339109,-2.671196597,-4.386825242,-6.105515135,-2.421768857,0.2134855826,-0.2646060638,2.555078002,0.1569959759,2.318873984,2.635808339,7.696601893,
Swaziland,,,,,,,,,,,,,,,,,,,,,7.16570599,6.682319234,5.4503465,3.604280625,2.864291014,2.030869587,2.679982439,2.944563272,2.594482615,2.551382575,2.966508997,2.840269272,2.679367658,2.864735845,2.811689529,3.053519937,2.404549388,1.655919602,1.486988385,1.679313156,1.425359468,2.241680599,2.835700366,2.359963379,2.410594576
Sweden,2.641899615,2.966497434,3.144587632,3.296121086,3.339662473,3.427268127,3.312066136,3.407385137,3.433689323,3.363923037,3.654661137,3.173758587,3.019730499,2.816147891,2.592553118,2.569546173,2.579502565,2.112123225,1.891271885,1.862290523,1.48201953,1.362594261,1.255659524,1.07384191,1.178491277,1.16369902,1.262630698,1.810768339,1.993042028,1.896022856,1.796191338,1.694537903,1.422548852,1.015036844,0.9537594272,1.033724328,0.8833839694,0.7586588925,0.8971815008,1.104676777,1.51347189,1.802708644,2.123678624,2.597270974,2.612005981
Switzerland,3.338408686,3.251293964,3.794387495,3.850828035,3.721064565,3.231019374,2.767741206,2.770326971,3.599287002,3.317907097,3.288136209,3.027881778,3.023198943,3.022852003,2.680112487,1.648647004,1.493852044,1.588397889,1.553491567,1.477963234,1.3232915,1.041240146,0.559617135,0.3213792699,0.4893381853,1.66901463,1.838494638,1.590586932,1.589964624,1.557542762,1.333105075,1.08127575,1.187425016,1.097368461,0.9544946428,0.7349645514,0.5955720044,0.6595301618,0.7277857012,0.4607755992,0.4930976491,0.7326679826,0.8065107037,0.806810432,0.8800786704
Syrian Arab Republic,,,,,,,,,,,2.545181736,3.112719911,2.565556585,3.268201985,2.771466834,4.194782324,6.16699732,4.073597436,5.339680746,4.425592579,5.955541764,6.130869017,4.266413135,4.89727768,2.970128112,1.198367952,-0.07029418524,0.8848411174,0.6035558673,-1.539361363,-2.217934428,-2.438746301,-2.149036543,-1.767894675,-1.029154999,-0.1414724414,1.368699502,2.11861784,1.473113127,2.650744555,2.796672051,2.056189975,1.823146985,1.560290194,
Taiwan,,4.300656695,3.963053497,4.008049412,4.361045287,4.71884559,5.199664179,5.58985547,5.924289226,6.175820123,6.776430231,7.446057761,8.092349545,8.538798263,7.471205175,6.968177592,7.502952363,7.526097805,8.004680172,7.951251253,7.545232155,6.934846705,6.011038669,5.642499665,6.67093241,6.737856396,6.640392702,6.963845593,6.481487972,6.601131311,6.618722629,6.816881258,7.265699981,7.185687071,6.906329287,7.074847571,6.566836351,5.976575039,5.661381043,5.438791204,5.450300781,4.566645536,4.264118389,3.92268762,3.791388079
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.133169056,
Tanzania,,,,,,,,,,,1.471698626,2.136926123,1.624081126,1.391959706,-0.01858970396,0.4316890649,0.4999340841,-0.03646183244,-0.7565639039,-0.7068413849,-0.09817274162,-0.06609679832,-0.762415457,-1.101862498,-1.010539779,-1.437555616,-1.903276783,-1.585127778,-1.392813325,-1.450605288,-1.344781434,-0.7411914684,-0.7562156875,-0.389760662,-0.7200896726,-0.3544994044,-0.09071345445,4.545482078,4.911491317,5.197408677,5.065081312,5.113540083,6.063418949,6.348332265,
Thailand,-0.5231642472,0.4199527876,1.30696447,3.048598878,2.798891384,4.426932889,5.030062398,4.617355715,5.302369873,4.935729999,4.876784422,5.244815682,4.770404515,4.863837982,4.786017654,4.664764705,4.722903149,5.03549953,5.496764597,5.070088507,4.603548274,4.673481074,5.240695085,4.620513629,4.870901997,5.075104567,4.580555571,4.309397579,4.067339474,5.049275784,5.85793566,5.941266344,6.205230373,6.87162835,7.040985193,7.008559383,7.06333865,6.309790643,4.541602664,3.983196511,2.941123956,2.480773057,2.124886006,2.079484656,
Togo,,,,,,,,,,,4.49959654,4.074069362,4.520278386,3.4008203,3.227573428,2.243604953,1.238789781,0.4328891459,0.1284498511,-0.004089697934,0.09340140939,-2.176264042,-2.702796868,-2.716735582,-2.429962144,-3.13208219,-4.096231336,-3.876070279,-3.657220327,-3.770762356,-3.640777209,-2.126750931,-2.523926953,-1.800710782,-1.511376553,-0.3727338535,0.103026638,0.05073675569,0.0831743264,-0.5721652705,-0.9619012012,-1.265795961,-1.209806604,-0.3300451798,-1.323157964
Tonga,,,,,,,,,,,,,,,,,,,,,1.757614797,5.345177803,6.791667491,7.372726037,8.813387392,9.114507154,9.055073123,9.124985621,9.160594288,9.645672983,9.579892142,6.717223335,4.47126418,4.43520237,2.274738239,2.091083405,1.307133925,1.230294237,1.580743855,1.25286028,0.9372326695,0.1798955557,0.9492947302,0.3769542569,
Trinidad and Tobago,6.213120242,6.427739275,6.012707301,6.480887869,6.620183277,5.32541057,4.904847568,4.440030499,4.413242681,4.470424989,3.75487827,2.151150479,3.518602651,3.094769913,3.010957052,3.349138314,3.693254869,3.570778226,3.880301873,3.350163046,4.089844722,4.981593823,3.694398255,2.232672498,1.142154274,0.3065746307,-1.549266589,-1.916968332,-3.004027862,-3.354977778,-3.677426262,-3.802347593,-3.230489247,-2.182071543,-0.8363433904,0.298083963,1.506254504,1.611983749,1.818214253,3.277986314,4.969870625,4.568072393,3.405352865,6.814067562,
Tunisia,,,,,,,,,,,,3.55395647,5.498008249,4.038421529,4.428996517,4.585355936,4.940762825,5.393495326,4.568758492,4.3196828,4.559013135,3.712897725,2.005770451,2.884471532,2.520853737,2.922289194,2.316882243,2.776921097,2.558303964,2.314880159,2.007346882,2.101432313,2.729356199,2.382803744,2.655177399,2.018245165,2.613826619,2.515951704,2.732943498,3.224735541,3.154305845,3.272523398,3.036169102,3.247491395,3.315664465
Turkey,3.913042136,2.109029008,1.848705828,1.631840231,2.999857171,2.285802867,3.203219857,1.670686349,1.673828177,2.370983171,2.959938927,3.182237181,3.412494398,2.683621231,2.736035101,3.271085402,3.315031602,3.47767758,2.946078582,2.38428267,1.699368188,1.623134375,1.223747457,1.52674724,1.803372933,1.438205129,1.157944362,1.420598797,1.508683374,1.63851048,2.884003087,2.576812871,2.891415429,3.125822588,2.007577262,2.275790171,2.340083867,2.271413788,2.411831135,2.099849637,1.828435541,0.99753917,1.074676822,0.7873052636,2.113320243
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.640796734,
Uganda,0.315744764,-1.038419425,-0.7569347013,0.706153897,1.040790342,1.053446121,1.210224992,1.161808414,1.885215524,1.744319017,1.942911816,2.330892212,1.967741947,1.550024105,1.183224395,0.9615687794,0.326617201,0.01091015033,-0.5683897057,-2.930525128,-3.401239116,-4.21671704,-4.080663915,-3.667012398,-3.434307007,-4.084282868,-4.043563634,-4.459063434,-4.025734996,-1.553154056,-0.5496502809,0.9152079282,0.4514157907,0.4018396697,2.048530778,2.399674169,3.03646144,3.923268904,4.246534704,4.37478081,4.077964225,3.960169296,4.035460441,3.7476414,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.248628107,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,17.01612827,15.00988179,13.99134759,7.566236265,-2.401874504,-4.570963892,-7.432382984,-7.292777722,-6.314677025,-6.29184695,-6.00242841,-5.579646259,-3.872073783,-3.350409616,-2.245075926,-0.6620691723,2.944591129,3.257982388,3.709043819,2.839563787,2.440473766,2.919929897,2.927472126,4.742020431,
United Kingdom,2.302310245,2.027726265,2.138733258,1.992245001,2.114277835,1.994956679,2.041499695,2.140025794,2.461928327,2.329728576,2.159266492,2.262413222,2.485361088,2.895075636,2.368609978,2.092163821,2.280903046,2.145179821,2.168210094,2.300998871,1.897727186,1.5479946,1.382023201,1.019904878,1.347313525,1.753412625,1.823860204,2.1847687,2.370407876,2.302998522,2.5318689,2.459777844,2.331807138,2.197370249,2.370467752,2.2845404,2.150809082,2.01750619,1.8085332,1.865741294,2.188498379,2.557310824,2.705757752,2.695552767,2.570730069
United States,1.627989923,1.009345584,1.190079986,1.247531969,2.033820223,2.000097228,2.469621391,2.597702394,3.292185749,3.126056966,2.952418139,3.148595109,3.146478894,3.308799297,2.688513973,2.049591665,2.026748841,2.295175706,2.321625774,2.282808634,2.206339039,2.095392764,1.375183319,1.292087634,2.088001615,2.512826884,2.287293486,2.137477545,1.991349611,2.039345913,2.284080714,1.994354373,2.497419308,2.29826573,1.993677998,1.835247987,1.880144844,2.022454511,2.059970939,2.17022506,2.375353253,2.461083167,2.255818209,2.241123203,2.268082493
Uruguay,1.146690118,-0.2405839893,0.2934686804,-0.4254697755,-1.041358965,-1.248492209,-0.7314592275,-1.305953638,-0.4546321772,0.4380729185,0.4430509244,0.5022042237,0.2332531593,0.7793191652,0.8549233479,1.617504363,1.631542478,2.079020558,2.611619726,2.819948927,2.975501737,3.010240513,2.292210023,1.083990152,0.5588683556,0.06216784984,0.6318812225,1.431806999,0.7247096177,-0.04669496307,-0.6271935275,-0.3288478409,1.689833166,3.03422895,4.041272408,3.790558914,3.353641599,2.903877172,3.534881005,3.212338547,3.040031833,2.193406966,-0.3762619032,-0.5908293099,-0.190903873
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.642500467,-1.139491098,1.867972625,0.3212368382,
Vanuatu,,,,,,,,,,,,,,,,,,,,,2.371960443,2.545067441,3.318386052,4.25380173,1.747494169,1.810629921,2.06488024,1.194440792,-0.1019836906,-0.04967848211,1.547181947,2.38192193,2.207541585,0.1540764017,-0.180685456,0.7041605341,0.251352994,2.010258196,2.491325968,1.582794233,1.902455716,-0.663761454,-1.826482011,-0.9070307761,
"Venezuela, RB",2.664427969,2.069061598,1.9476763,2.176136754,2.453675284,2.210210531,1.342039898,0.6354334295,1.381916706,1.443484141,2.661335428,1.691620479,1.328167793,1.777268854,1.88490207,2.025497232,2.950990663,3.288796027,2.761282444,2.273164728,1.282159548,2.067293866,1.585478841,0.1764925189,-0.7497352606,-1.328560492,-1.634771735,-1.916862578,-1.522809073,-2.361967052,-1.624019468,-0.7249538477,0.01523465404,0.4200195303,-0.03921716627,0.3604687971,-0.3053349786,-0.01019600586,-0.5160010943,-0.1063991914,-0.2168101781,-0.7634329457,-2.091408701,-2.580078886,-0.8316451942
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.390183641,4.267268279,4.462284819,4.531190094,4.632426941,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4362304938,1.042593663,1.294710261,1.965369807,2.122452399,
Zambia,,,,,,3.597070043,3.067704959,2.075097215,3.219021625,1.536248304,3.41957184,2.948070544,4.976142004,4.784372527,2.591119825,1.429887287,3.072237999,1.545020941,1.773328878,3.684754881,1.174570083,1.529199671,0.3847260415,0.7594798862,1.229762746,-0.106851276,-2.189478503,-1.008535804,-0.9508571685,-0.4646624302,-1.423878189,-1.429550534,-1.899128391,-2.755472728,-3.542996723,-3.87063761,-2.98578099,-3.292679851,-3.560607857,-4.014726319,-2.516336617,-2.891232005,-1.664273276,-0.9906893236,
Zimbabwe,,,,,1.485786574,1.44530154,0.3447877232,-0.2350571406,-1.419918641,0.6714979757,2.37969817,2.907526709,3.575478007,3.94981126,4.720378009,3.760617151,3.475744986,2.299824331,4.102531505,2.66575051,1.142394146,1.861114155,1.080218847,1.406911512,-1.355849135,-0.9943104242,-0.7411348406,-0.01954704925,0.3487523189,0.7354886772,0.6659075803,0.1855285911,-1.34498121,-2.106409815,0.2240588646,-0.6155188908,0.395253565,1.158752594,0.3214975002,-0.567308285,-0.5717386129,-2.130530701,-1.641740537,-2.287655057,
