"Inflation, GDP deflator (annual %)",1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Romania,,,,,,,,,,,,,,,,,,,,,,12.14036428,-0.397965821,0.2514223923,0.271068537,0.1760336385,-0.02547209815,1.916830048,-0.9038274776,13.59905023,194.9423131,200.09962,227.3651652,138.9350623,35.24498605,45.1732127,147.3057195,55.22345883,47.76918481,44.25463159,37.4415236,23.42753552,23.98028425,15.04079897,12.29256626,10.78317434,13.0326971,11.57741214,6.538656427,3.570976413,7.105273226
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.90291302,128.6297717,1490.418425,887.8407362,307.2980569,144.0030923,45.8018959,15.05915883,18.53868702,72.38677771,37.69809557,16.48952798,15.49295344,13.78006147,20.28207693,19.30609484,15.17004711,13.80442068,17.95971404,2.006163796,11.60398093,15.85571188
Rwanda,7.124713967,-7.971333706,13.55122905,16.02500428,6.963863888,36.85927477,36.96646567,0.8484917478,-1.284129572,9.936410229,-0.1138662459,1.84633292,3.916253537,15.90691188,87.9691488,-1.89108758,13.51146638,3.664738853,6.065285695,3.064775182,7.710701781,4.883180358,2.449212589,16.85668928,4.564130037,-7.021732549,0.6652764701,2.225376323,5.297086764,13.4614689,14.97893645,7.28328315,13.87050256,17.19130296,51.26658299,10.92141577,15.62150243,2.228200659,-3.516058239,-3.017778364,1.132095343,-5.101464677,24.28306259,13.14932724,9.214836877,9.166362031,12.91023976,13.31718115,11.29187497,2.49318733,7.486361636
St. Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,6.740362258,6.637432914,11.19255995,16.53000752,7.655683754,0.5466272807,6.353059494,4.670549276,8.071448712,5.705719443,7.348747793,5.093738361,8.660991828,2.970815139,6.937372949,2.279711415,6.368300216,0.3771255671,-0.1153064532,4.819104368,3.266455915,0.8974544674,21.47238249,5.976845232,4.253666572,-0.4669490419,1.334810751,2.392259157,9.312069125,22.96842342,3.173994634,-1.435671723,0.4578361642,5.404190234
St. Lucia,,,,,,,,,,,,,,,,,,,,,10.24379145,5.759593191,3.213927431,3.287782135,1.898356305,3.896912939,5.317702059,0.7723191947,4.250426797,3.20548693,5.796838148,3.514604381,0.3538068742,3.716146899,4.906181544,-4.198499877,6.28754968,2.289845647,2.892763328,4.127992276,-0.1473937263,-1.254905992,6.67596014,3.982316513,1.556886565,5.560031922,6.666114509,0.7265254167,17.94975939,3.888093384,2.059344058
St. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,2.502275806,0.05374261568,0.6858386817,3.848613647,1.473546902,6.563706564,11.72769646,3.310632273,5.452218957,0.05861855815,4.22367782,6.363191601,25.43429864,25.44765093,15.46907728,7.714683389,11.88068367,13.97460055,13.18261047,8.436045297,16.86784863,9.006420169,5.422511707,3.930352098,2.777735141,6.288419649,6.388036011,0.8894666601,5.110003455,6.424660395,6.550988705,2.061122395,2.23415991,5.031231251,8.461431099,4.245747336,-8.096538949,3.119181105,0.004083882279,17.64623802,6.086381372,3.366203204,1.161195737,1.638919832,3.329733536,1.168718393,8.662126911,2.721025943,-1.575913359,2.24307418,1.922761824
St.-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,17.89673237,15.86568006,1.538951206,-0.3097115442,4.517459996,18.37398199,-2.792113381,9.006458898,6.111346265,8.565997448,0.6547187625,68.22793959,-6.873362114,4.497079139,11.6588365,3.211939957,2.38550433,2.789518841,2.281591463,2.370918917,2.374342959,6.844559935,0.8665045421,9.243203385,7.682177039,3.487307234,0.9338657365,2.344511288,-0.2754819903
San Marino,,,,,,,,,,,7.179149982,5.632656547,12.73869609,20.24645247,16.98311653,17.45422264,18.47688626,13.94550387,15.45099881,20.81570531,18.78689328,17.54105281,15.09690288,10.76190344,9.17452495,7.488462512,6.009258907,6.650406248,6.197314461,8.394394574,7.541447312,4.39976734,4.260355085,3.871179135,5.330151796,3.998040328,1.694223917,1.729657445,1.568611911,2.628723441,2.69384745,2.375616502,2.41355589,1.932399818,1.877533923,1.947100768,1.740371207,3.230518908,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28342599,5.391578069,8.268541913,15.28573376,20.6068551,19.16853021,26.57472416,13.55038881,11.73954712,12.11394391
Saudi Arabia,,,,,,,,,1.016666036,-0.2223218928,12.68027471,1.585435022,11.38142666,134.0299884,-2.616364925,22.14905038,8.222626481,5.359719948,25.56749638,36.66922217,8.725323715,-5.229918854,-7.46499521,-2.566045706,-6.437588296,-18.57359819,3.796865379,-4.838534109,7.964171916,13.06370838,3.081856957,-0.8083019887,-3.071932863,0.9743264612,5.840172023,7.105556106,1.953240701,-13.97017131,11.24910107,11.64481585,-3.410081817,2.894775403,5.704801159,10.83114625,19.33608445,9.487222758,5.875136039,18.79315989,-20.98964455,14.36222827,19.83943643
Senegal,2.468577456,2.539247689,1.486555592,1.995350278,0.4528208172,0.416222723,1.332998886,-0.5423686353,6.866775649,2.042860371,3.001808318,4.103639475,7.684397715,16.76119508,11.62914448,3.789214865,8.163954666,6.77263192,9.706581309,11.52872109,10.99834406,9.767329863,9.274212844,7.791238944,8.991468016,5.737633367,-1.590479331,-1.402678495,1.51732245,-0.01787123177,-0.724203057,-0.9292772784,-0.1296412353,33.89108165,7.367892998,4.316613283,2.050687648,2.755980239,0.3536955312,1.935618786,2.613853326,3.29982234,0.5184921051,0.4996231537,2.402031572,4.140925729,5.606089042,6.546906519,-1.478130327,1.406867318,3.200728681
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6877289,42.46175471,77.38689576,88.38340669,22.55276612,12.74274165,12.20347082,15.68185075,12.49845844,10.09955779,12.60801521,5.644621922,9.095895324,8.60499504
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,1.456903048,0.5990230726,-0.002467029711,4.379588813,-49.42227901,3.213354931,2.039240859,3.398071576,2.35162374,2.905378037,1.574430461,27.71121858,12.54807451,20.93436869,13.5072364,9.135662046,43.74496529,-0.3981128812,17.03384964,22.01592578,12.40903875,0.7556731514,4.334456896,2.930443359,1.513649155,6.745289402,4.137108993,3.858453106,2.464923333,5.599527536,-2.043154852,4.679561638,4.102016245,0.9611224579,-0.7746394024,-1.536456608,1.083754652,4.365853887,2.056632878,1.251950405,6.156759244,3.613163923,5.946832091,3.949574684,21.92077272,2.100536398,10.68901751,34.6244684,25.16372614,-4.890342857,2.241185311
Sierra Leone,-0.000005298597543,0.000001458807148,0.000002577931554,0.000002017420613,5.196911953,2.733468702,-5.850713633,6.666997717,14.16494452,-2.142475579,-6.929372034,5.950291923,23.22515836,14.16090281,8.868744936,8.284198645,19.74695285,23.8501125,11.53571206,-6.008730997,8.698311923,18.50162674,19.43895159,39.76725934,68.88971595,78.50379612,165.6766399,64.28824827,61.49127682,70.59154583,128.7700228,82.02352704,26.72366265,25.06402817,33.59738963,25.57448816,15.59411575,27.04758182,25.02918561,6.111414213,1.789593408,-3.692329454,8.398629408,18.33890956,12.86117525,9.623856922,10.77986604,11.2,5.244398564,14.35444005,17.83018868
Singapore,0.8130018023,0.8877868047,3.534095645,0.3598514936,0.1548882453,1.471845915,0.5712051597,1.379505262,2.402631,1.679343405,5.194786502,5.549557749,12.69226914,15.88816472,2.299715373,1.703737576,1.377155656,3.126292608,5.382800304,11.08816257,5.956045329,4.329824738,3.154523399,0.5823717714,-1.431092071,-0.8689473157,0.4574685553,5.696679907,4.276808128,4.378150912,4.139853724,1.409182328,3.452779662,3.53297694,2.829790544,1.05160017,1.243067064,-1.357210034,-4.782992848,3.63744375,-2.222135363,-0.8790780032,-1.507794237,4.383124498,2.073137825,1.991376691,6.163960117,-7.645207719,0,8.534071277,0.5035486751
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,1.723589258,0.01379102375,0.02198393708,1.738871607,2.806082941,6.857134155,34.61912574,11.43101365,29.77681346,13.44848713,9.891072109,4.198495087,6.154657242,5.073257093,7.361609343,9.417148138,5.016714392,3.87409235,5.310000625,5.848569408,2.381840624,2.941946311,1.11284652,2.860784378,-1.181570286,0.4916413032,1.637839743
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.92777722,208.1754133,37.08019527,22.58923874,29.23300207,11.28914488,8.524276457,7.03190335,6.568286011,5.223379658,8.651556034,7.584753715,5.532789739,3.270816321,1.660058941,2.1136444,4.172969425,4.124357585,2.963710892,-1.066980391,0.8049959328
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.246973068,13.16552336,13.5879894,6.947359367,6.844093423,12.15271181,6.257887675,5.605828152,3.319245502,10.70227231,3.735265831,12.23394907,1.702846439,7.166980195,5.300840984,4.262975323,16.56842958,3.982473721,-2.024291498,5.607476636,7.339449541
Somalia,9.787602229,-0.8240296455,3.29617204,13.10342631,12.89492307,-3.206365227,-0.3244136402,3.397375366,6.522384692,0.6889193308,1.843758107,11.99021151,11.61333441,13.07142378,16.87861998,14.73131647,9.794714912,14.63674904,13.04844035,100.9031751,20.12601818,26.83059261,32.00536486,71.67052001,29.60896833,33.52681766,32.65476946,69.84737009,97.41667263,215.4668007,,,,,,,,,,,,,,,,,,,,,
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1.260724296,0.59335229,3.326765749,1.697471522,0.3189146141,4.388289875,4.076436207,3.856757637,7.632029914,4.282973807,5.980310255,11.01661672,18.32847178,15.90099665,10.67057933,10.41685094,11.16853179,11.67967097,15.13053999,24.91462963,9.927263099,13.93638548,16.56883931,11.51967115,16.80056413,17.06173036,14.49750616,15.18320991,17.25879879,15.52150721,15.72700869,14.57115172,13.08756887,9.594010154,10.25032595,8.089661507,8.106475448,7.710412813,7.073229448,8.809544793,7.666925937,10.74945241,5.550229783,6.371894226,5.444673925,6.527613116,8.07894945,8.298147889,7.650632419,7.861608575,8.005617098
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2.466389754,6.095841623,7.84537469,6.254319615,9.164866647,8.17374336,8.537719088,5.911130109,5.133250642,5.865465164,7.846021396,8.517924744,11.84959542,15.94510934,16.78178187,16.48992172,23.38307017,20.63104231,16.93163149,13.354827,12.35119229,13.58232334,11.88424577,10.86473367,8.595479471,10.87881651,5.944198305,5.936126204,6.896194079,7.326251167,6.935139498,6.710771196,4.53724124,3.879842009,4.933129726,3.458627902,2.384053216,2.48006884,2.626982624,3.394295732,4.192208214,4.35308949,4.162609672,4.042641339,4.343944469,4.140483092,3.267682255,2.374449422,0.07373032465,0.4048312344,1.378750171
Sri Lanka,-1.708787224,-1.365450693,1.637562732,2.47761638,0.2420075144,-1.803552437,1.838884521,12.08790334,1.307944886,12.50846561,1.49845699,8.966860458,12.74860688,24.37872627,5.350308249,9.97557125,14.6910698,10.91788411,15.39731316,19.97750504,20.88530501,12.10104807,16.90684445,20.30050522,0.5839144042,5.91728241,7.751491619,10.11702548,10.92316326,20.06327,10.62400967,9.403696948,9.884459328,9.770500335,9.303527935,10.81742079,8.924574518,9.214064454,4.162763252,7.277341306,13.66474909,11.81256527,5.149138425,8.801492461,10.41872675,11.27788111,14.02757011,16.32709157,5.879791974,7.298969955,7.848013952
Sudan,8.558936029,1.593035128,4.712840354,3.90063007,-2.398891485,6.394056491,6.760576133,2.368024536,8.616757024,7.320638276,6.55518522,14.31262278,23.15158298,15.43908543,5.284266185,6.866022378,17.40175113,24.91231372,23.97316701,22.0268916,24.97857557,30.59017132,26.05866375,33.63632109,46.16875172,28.64290341,25.89118653,78.86283289,36.73864619,66.23560053,88.77284513,109.2336458,97.48734955,159.266976,104.55503,32.56225392,47.58344604,17.66227239,15.82357487,8.748270548,2.405992352,8.266920746,9.826957157,18.38631906,12.1947392,6.460825744,7.73088266,21.01415902,-0.2598881147,17.60816673,0
Suriname,,,,,,,,,,,,,,,,12.33592247,14.99996395,6.795557943,13.12038794,7.158339118,11.70337899,4.863195107,-0.4411460623,1.700679796,2.756564252,5.539307921,27.04897199,9.254774277,5.778028022,43.8558711,12.32773741,35.65000684,159.0144622,439.0164999,273.9326743,11.09997228,1.900066172,0.1041772912,103.2143919,54.75009041,35.17731321,45.25244243,23.07958243,12.89263931,15.50166441,41.61711244,6.425201221,15.52114354,6.934062957,7.395231159,
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,7.124841613,9.627263518,25.23067776,10.28894839,4.213731331,13.57027611,10.44612913,10.55995716,13.58770733,8.209538922,3.510341733,15.17967667,4.736935911,11.06496265,5.98736393,13.91658596,1.113111122,24.1326108,2.891736328,30.38490944,8.77775273,11.18824754,17.38976058,10.97042746,16.64938096,7.682363885,11.34484261,7.405277056,5.370059401,9.938879959,8.544037674,9.144418495,6.305745487,8.338825496,2.567937001,17.59154728,4.132832334,13.27938271,-1.003146723,6.182020718,5.32429384
Sweden,2.938808565,4.01932335,2.763220695,4.396496913,5.993751291,6.549878949,5.008251412,2.391862396,3.417398767,5.490458544,7.11035712,6.973014491,7.033760153,9.458294392,14.51235287,11.91895669,10.52956086,9.549248886,7.942927441,11.71673231,9.481539557,8.109528916,10.19058618,7.557949949,6.561518598,6.531948917,4.861933197,6.345028697,7.95230716,8.715720113,8.977445515,0.9777117363,3.244129633,2.625690063,3.718416905,0.824784898,1.515720149,0.5339290764,0.8980977516,1.424560609,2.370269566,1.532777155,1.765944962,0.3135897161,0.8856212257,1.942265214,2.759659807,3.137510151,2.056214434,1.022227082,0.9085958248
Switzerland,,,,,,,,,,,,,,,,,,,,,5.661107353,7.348040995,2.366884126,3.759637938,2.2707306,3.034593941,2.193482425,2.790238447,3.458460407,4.603621272,5.431077225,2.020454258,2.381624378,1.265711791,0.7342391194,0.1931739146,-0.1301870429,0.2891813024,0.6149359794,1.131639935,0.7953249654,0.4698329153,0.9994559403,0.5706917321,0.1081839197,2.061304029,2.493609821,2.44493291,0.1604064706,0.06965132297,0.6396953961
Syria,-0.5654316741,-2.747749773,22.501191,2.115427875,-2.952053437,7.590913743,0.9377310131,4.323596345,-3.17530672,3.004233174,7.207564725,-7.890056063,16.84408999,29.45063132,8.756293151,8.183033237,10.66334857,10.27801225,16.11329727,17.47229364,17.15638352,2.404275387,5.044528489,7.162380455,4.097325396,26.3232802,25.40542343,28.61460764,23.32705523,19.33487016,7.610517034,5.118985819,5.853081547,13.62347232,6.684041328,15.89656665,6.011240628,-0.2994010422,7.442427524,9.70098597,4.563571534,-1.305178723,0.5974535156,10.32933844,11.96643161,7.789747357,11.96717248,15.95496232,-2.801627807,6.264043253,
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,-4.019013721,5.759097712,-2.559631563,7.321818253,6.222177512,99.69848252,573.7952187,1207.211236,221.0476374,346.0003969,430.5527903,65.23066499,87.82764707,26.50724279,22.66785586,30.20816858,20.66989799,27.9130025,17.19975708,5.763466755,53.59518943,12.69219177,14.05663214,12.09633281,12.48209814,13.32720515
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.60074396,22.44918568,28.11260436,25.37548112,24.46198633,31.16995427,26.86195135,19.31365584,20.58723215,27.33931212,10.90938543,7.572064645,5.305545709,7.099235381,8.449880036,7.022323797,6.426202523,5.283343584,8.97160031,10.10997674,7.378491166,6.933169212,8.53972903
Thailand,3.698645144,0.5405048037,-1.166736928,2.677756076,4.316580779,8.24532465,-1.667697559,-0.2529795173,3.333371101,-4.995203066,-0.7863225096,6.336938205,18.44564668,20.3346799,3.488032491,4.497082604,6.014698835,9.697177737,8.645583971,12.70248097,8.372419756,5.057854595,3.649156517,1.447869426,2.177205272,1.653154508,4.723209655,5.918397782,6.116743866,5.77318398,5.746522815,4.490453584,3.286939027,5.207850728,5.589750116,4.010292021,4.063571092,9.237619295,-4.038220938,1.346160687,2.069471596,0.8168576804,1.327977013,3.125884514,4.487077901,5.242896334,3.452810673,3.931303064,1.946645172,3.663192169,4.248338724
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9988893,0.1444564825,0.03180223157,4.711478961,-0.2829792506,38.2453709,1.225942547,5.640295407,10.47503087,5.094627361,1.433828194,8.899980018
Togo,-6.946830112,0.7154767018,3.174916628,1.459838572,-2.32407248,5.737758659,1.748089416,0.06094538047,4.838560911,-1.621250363,12.39323695,-0.3723527891,3.134374155,42.03208078,-4.263835279,14.21001407,20.65740572,-12.30418654,7.546998761,10.46572659,12.64742227,7.086757902,14.26012369,1.879445302,3.401437359,5.594799952,1.658841674,2.585776455,0.992354526,2.97594446,2.671092807,3.245434624,-8.196773523,35.84238136,11.08421037,5.387927807,2.03603454,9.556632461,1.115127217,-4.291831251,7.740182109,6.216923102,-9.823833174,3.01646942,7.752503493,-0.7805282654,2.64830769,14.40877546,1.911964122,1.781791993,3.769923433
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,7.865174055,8.257049051,6.51437912,10.2361667,16.17057618,11.01202882,9.069180518,6.805104845,12.2477482,9.461307441,7.447495487,0.0657887162,27.17230808,-2.97824229,5.073622307,-0.7740379498,2.242638859,6.444605627,3.078999137,2.295455309,8.865258487,9.113772737,4.748188305,8.037209493,17.59059728,4.105308967,5.438125093,0.3940700889,3.232796867,9.264527864
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,-4.240120365,3.047516487,3.701024035,-2.478768516,2.753223369,-5.573031682,4.609524535,8.922370664,-0.05427075216,1.873713793,6.635365932,11.10992558,21.18270026,57.51166891,24.57145885,7.995644328,13.34229297,3.164824495,24.70798052,22.73786535,5.027556338,12.12810827,7.516628487,5.510807496,1.250616636,-1.252391419,4.856190315,4.154566193,7.181779004,15.49241179,3.052206575,4.884482384,5.878408286,15.36965656,4.024078192,4.97303466,0.9816959933,-1.532573638,7.936054206,12.85306928,2.867186069,-5.260034904,9.806553598,6.343762496,17.29095767,1.736545453,12.70247002,24.62632701,-26.63315477,6.9383087,9.749527929
Tunisia,,-3.062003771,4.147585988,1.195903058,10.77092229,1.527901716,4.131448806,1.329108123,1.380762201,6.599287276,5.483307255,2.886722861,8.560804152,24.3947257,4.99456039,2.897552974,9.653309501,6.464929276,10.38784134,12.79876319,11.41074776,16.00766065,12.7007166,6.981202309,3.597121267,3.522667322,5.17071183,7.704194366,8.829283146,4.476504277,7.036802106,5.691544913,4.691343003,4.526057955,5.351095084,4.356595726,14.12533662,3.093104565,3.39760272,3.689847108,2.869326559,1.9048386,1.937114385,3.621282136,3.661359523,3.430496061,2.579380587,6.076080493,3.085041019,4.612138666,3.833064868
Turkey,4.746504559,5.374135242,6.416900323,2.344524746,3.980506334,6.277384003,5.93311275,4.624871531,6.87631714,8.644504277,16.90208704,10.97567597,21.93021896,28.99234715,21.30924033,15.61265752,24.08902288,47.54114717,76.72086636,93.00322465,44.05707067,28.22683446,26.25824526,48.23683253,53.05447708,36.0068855,33.6122291,69.0181311,75.40483062,58.24439811,59.16410687,65.19943828,68.37942838,104.7491372,86.00754244,77.22351221,81.45486258,137.9648528,54.17900747,49.22587317,52.85055104,37.42483837,23.27031479,12.39987338,7.08429226,9.330868217,6.220931928,11.99441606,5.294341072,5.675739721,8.625270388
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.964539007,10.67993367,6.255178128,102.9601811,2773.37744,1291.666667,952.3089251,705.7181272,1174.288363,61.56473456,18.07048181,23.05804393,9.796089973,14.64450583,8.354895335,12.13559941,6.028698128,7.065020631,11.82380296,8.535653842,59.74038555,1.269498151,-1.795474095,9.673210706
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.646356571,7.344954326,2.54626149,-4.663669803,5.147829673,12.6928452,-1.304888542,2.740370591,6.12121178,14.45375952,-2.93959139,-1.379404557,7.93814786,5.39785622,1.402463516,0.6485369801,1.919114947,-0.1110535955,-1.643735799,7.430656726,0.4960884248
Uganda,,,,,,,,,,,,,,,,,,,,,,,45.94449261,25.27681023,120.3359457,137.2808752,180.9880117,189.9751144,115.446731,44.38008967,26.0193367,45.06802909,30.13687145,6.848497551,9.376437639,4.57248128,3.09526852,8.785706853,-0.1131305499,11.11730588,4.534475811,-3.169556342,7.806740874,15.58754999,-1.741185294,2.405620218,7.321247318,6.367213297,14.56702735,9.511970876,4.854224948
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71812832,3.844385151,16.3419168,95.61857585,1761.25648,3334.798345,953.4611805,415.8098716,66.14566297,18.07379597,12.01201892,27.39992472,23.11594261,9.947186151,5.121841899,8.220602864,15.15565361,24.55229268,14.8782516,22.75260765,28.583474,13.07361313,13.85969117,15.6065722
United Arab Emirates,,,,,,,,,,,,,,,,11.77433139,5.255756089,-3.661111531,7.051020545,9.515976063,7.054483978,1.31286873,-3.618017206,-6.0974672,0.7405329035,-1.698485327,3.685584814,2.381045749,1.751276581,3.335900531,0.8108487299,1.806826098,1.278036308,-0.2624749121,3.907479741,5.773043922,-0.9523007294,-4.254445312,8.443377451,11.4595358,-2.349307665,3.770839545,4.072406794,8.501422054,16.52601688,11.88691756,12.60990776,18.07184994,-12.73253776,8.549032358,15.3769089
United Kingdom,3.376356564,3.717638563,1.972795305,4.0545827,4.795834507,4.318658684,2.887830707,4.207110489,5.451641531,8.109780811,9.335845378,8.102877141,7.39363532,14.77061983,27.13134746,15.24469387,13.62912337,11.65937143,14.5799406,19.3796196,11.25764041,7.292311268,5.425663066,4.576405592,5.817972188,3.420046445,5.348337894,6.279943786,7.324320892,7.729158787,6.459057188,3.759222843,2.876522091,1.581632023,2.678297954,3.61904651,-0.02858203292,2.004319644,1.929121906,0.6189125749,1.448164548,2.535649524,2.350762811,2.493766521,2.186924711,3.232663275,2.265863723,3.134451147,1.654943438,2.861406642,2.325890299
United States,1.229576289,1.366486633,1.059408406,1.509048097,1.878167425,2.952815352,3.095998038,4.255660381,4.732536062,5.071920299,4.985887733,4.294111618,5.540933664,9.081789778,9.468232574,5.71074383,6.370332462,7.010480162,8.34267568,9.120245347,9.372355681,6.092781089,3.95552922,3.755696957,3.053956882,2.235971095,2.929931145,3.482365374,3.764405878,3.79257952,3.398358859,2.106329477,2.192385533,2.036026757,2.326449867,1.770727651,1.92776837,1.40484778,1.466294332,2.163727483,2.267094833,1.623883629,2.106471654,2.811435885,3.319262913,3.225981517,2.899111496,2.211347037,1.063454981,1.152326348,2.731283432
Uruguay,18.43546571,11.77790062,19.89834769,40.33163685,62.14660528,72.4233723,78.61669966,116.1946722,27.07228398,4.199368627,31.68499705,69.16851382,191.5628273,28.48838237,65.97656303,47.29112006,55.60661019,46.80168816,79.20812796,54.76281093,27.34459953,18.1622706,53.73104927,56.34959964,74.0171615,70.96333967,72.78398991,74.63638844,76.0794661,106.8366765,100.8081676,59.62362271,47.85192889,38.95718234,41.04832689,26.43173777,27.48516608,12.38390549,4.326096183,3.539308507,4.826618329,12.61627662,16.54163515,10.105056,0.6778684581,6.533334554,9.417473477,8.023536413,5.636723325,5.483885182,7.96051174
USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.307079735,1.380533291,3.979689359,90.72727999,712.1492603,1078.882855,1238.595271,370.9439532,81.55525469,66.08706781,38.99795559,44.11536329,47.34078684,45.18965357,45.44937291,26.80274875,15.64812184,21.37413134,21.50025189,24.01329639,19.89221241,20.77575091,19.55160889,15.07266137
Wallis et Futuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,6.61619777,7.450011178,-1.647520378,1.809912942,12.1664443,-3.440654801,-2.974888483,16.45543194,9.811527941,6.451736364,-0.996914485,10.29542663,2.778527404,2.048502805,2.346129024,1.713527445,2.077281324,3.177858977,8.157102378,3.075150935,2.184591316,3.722532478,1.669917371,1.315683304,1.645930447,0.3928501814,4.983009822,4.814068013,4.764463461,1.312734566,2.791245915,2.396931927
Venezuela,0.4687194509,1.942393198,3.946181722,0.993460617,2.337117458,3.576143501,0.8675814085,2.043561019,3.252041705,1.134082987,9.674662087,7.493252324,11.54438082,45.88293024,4.957065412,7.307822358,9.899482467,7.331935667,18.96465755,25.99101564,12.86751474,3.730837722,6.600009688,14.60903757,10.45133368,2.900469964,33.28646248,21.76789588,88.68389621,41.74065726,21.44961647,28.24406235,31.64582427,62.89068451,51.75990178,115.5247182,38.42008103,18.8902867,26.19271006,29.45282511,7.996904056,33.02287608,34.93375574,33.95372434,29.60405935,17.90431555,15.44847776,30.13245285,7.83166636,45.9432687,28.14919095
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.399290991,7.523322617,5.647015951,4.762185928,5.852702084,2.893322928,-1.928873258,6.493201296,0.4673830025,6.357622214,4.893451206,,,,,,
West Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,398.0731048,362.5562969,411.0402619,69.68872127,42.09509425,72.54639348,32.62918214,17.41497962,16.95231661,17.04018855,8.696768945,6.597408546,8.837861043,5.734699314,3.408827591,1.94832643,3.938990228,6.686367048,8.178606463,8.188728509,7.266291281,8.239384401,22.13575003,6.02869767,11.86007518,20.85868134
Virgin Islands (U.S.),,,,,,,,,,,4.705322937,4.209363226,5.743227372,8.948450069,1.739147002,12.67236893,6.086048421,7.358528994,8.648846685,9.210334964,9.673973145,6.388419567,3.898017139,3.755614036,2.962921985,2.518730481,3.171014483,3.321152615,4.129899754,,,,,,,,,,,,,,,,,,,,,,
North Yemen (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Yemen (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.99358109,13.17174535,16.3759079,20.78436441,45.7433428,36.77008785,13.2904927,-8.342951742,33.46090538,23.3460519,2.748200447,8.711880497,10.89234282,14.11332,18.53335356,13.58864726,10.88828245,20.38033925,-8.707861881,24.16101576,18.27252634
