pwt 7.1 rgdpl,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Italy,5236.111186,5655.499168,5864.937065,6234.17873,6454.856425,6825.480298,7072.464404,7327.158018,7612.971236,8069.485129,8718.924685,9386.798819,9925.197177,10433.95481,10588.50174,10826.35184,11422.96894,12146.14222,12879.75041,13599.99049,14258.22393,14357.67502,14757.87098,15762.94164,16487.97312,15741.22981,16855.65947,17114.57201,17520.89033,18637.10936,19549.04315,19592.19229,19655.45845,19717.54137,20468.55373,21070.68377,21761.75503,22526.72066,23477.7181,24220.52249,24781.68576,25156.06332,25215.61773,24792.72241,25354.61836,26155.28453,26442.23719,26906.52983,27231.34912,27666.08398,28675.74462,29146.02997,29244.06986,29141.87123,29473.41238,29561.74119,30173.95338,30510.60302,29901.46106,28007.83142,28380.92375
Jamaica,,,,4268.065886,4677.082506,5061.619313,5514.353815,6107.848395,6137.500658,6216.140223,6456.309814,6676.347589,6755.095814,7088.99145,7349.612713,7472.84061,7412.514968,7326.732485,7349.059295,7548.716975,8479.75909,8660.933499,9344.880546,9327.42063,8873.269578,8709.238958,8070.687398,7777.185834,7741.394206,7513.278175,7044.739405,7154.995057,7115.976415,7224.701472,7107.318871,7060.279282,6819.029313,7331.996292,7549.172836,8035.617569,8437.383933,8442.042989,9207.888158,9325.916073,9284.642881,9248.735456,9184.938125,9013.737303,8824.77574,8767.583169,8747.453223,8819.574022,8850.665579,8943.222811,8910.324412,8992.778333,9135.466422,9158.218566,9038.420009,8718.990583,8542.385043
Japan,2793.978879,3077.984955,3365.251543,3558.051625,3702.916988,3951.194324,4192.444264,4459.337769,4637.663406,5000.13313,5594.339087,6230.926206,6719.616275,7223.372685,7997.588445,8340.385996,9159.504807,10095.84174,11287.15836,12552.97049,13754.66629,14163.949,15182.59894,16231.99729,15745.61433,15927.46304,16342.79491,16866.62153,17626.73026,18471.2929,18744.75081,19250.82955,19741.00858,20093.77262,20798.37489,21920.50127,22516.80888,23377.21113,25013.4577,26261.96507,27638.49811,28440.55052,28521.49994,28453.34944,28543.18568,28949.28575,29603.57568,29968.70134,29200.82146,28998.26507,29777.69674,29716.95789,29634.35667,29989.86857,30785.11134,31379.76769,32028.03592,32775.84942,32384.251,30094.16632,31453.0805
Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,,,,,2141.11823,1616.221398,2305.540646,2202.444787,2333.358366,2706.987556,2721.033639,3175.039633,3030.766564,3060.969356,3487.241453,3713.091794,3592.596932,3640.687787,3055.553174,3143.058648,2726.328842,2752.24889,2801.988716,2456.34989,2433.454603,2301.967528,2629.194987,2779.291451,3021.086748,3303.112833,3782.170971,4276.354004,4374.903031,4108.374058,4041.358605,3693.079551,3958.329614,3833.422603,3688.869744,3040.897667,2979.587974,2787.888655,3135.810093,3231.071837,3261.951761,3400.387662,3325.37355,3308.210605,3295.085197,3349.691954,3374.560005,3476.025005,3652.783748,3714.729368,3946.628916,4248.751942,4210.807704,4242.515746,4467.636024,4349.551175,4469.070904
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5938.131202,5149.563124,4567.936429,4596.730871,4567.918884,4348.805171,4583.766998,4914.492322,5565.995135,6147.983996,7216.819743,8050.049155,8791.088514,9966.275441,10682.5943,11192.9713,11501.41983,12304.92195
Kenya,971.2693341,1121.143318,1022.452272,948.1145139,1001.17642,1024.803147,1039.61535,1058.636508,1033.681382,968.3761246,1019.056483,964.5740238,1014.664118,1019.765999,1050.000073,1069.541363,1150.121816,1160.73084,1102.084505,1132.516765,1021.580851,1047.780034,1072.730991,1039.537559,1099.097232,1034.670064,1005.37305,1050.434363,1125.064532,1115.244775,1135.805601,1102.824226,1084.718841,1039.721102,1043.133919,1008.957051,1079.99861,1112.604253,1149.867162,1171.944059,1179.767573,1159.543621,1104.934813,1084.264696,1100.971474,1121.288667,1135.640618,1089.567315,1111.829162,1132.761784,1112.455427,1093.819296,1104.032603,1132.186211,1126.352201,1143.731165,1160.69523,1203.75258,1168.77791,1160.937103,1246.295644
Kiribati,,,,,,,,,,,,,,,,,,,,,5804.476292,5551.184949,6111.005039,7353.584888,10235.55589,10480.87946,7528.044659,7109.561045,7226.194695,6278.430457,3619.150678,3450.881759,3773.67122,3325.440859,3484.952039,3346.86439,3343.812877,3124.844942,3565.177425,3188.111963,3219.249149,3255.112398,3160.889017,3161.631763,3233.204933,3221.304178,3328.180315,3384.940308,3629.037253,3582.64477,3706.350459,3504.022087,3689.874624,3792.616889,3711.087892,3829.675248,3881.25971,3793.193283,3864.601962,3720.897064,3664.666668
"Korea, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",,,,1493.320601,1510.99722,1615.89723,1644.92779,1732.395946,1733.181048,1703.714968,1670.007752,1702.889789,1686.551363,1805.707414,1883.070056,1926.94394,2128.950474,2198.551659,2402.270381,2678.029505,2829.284387,3041.489928,3106.702107,3411.533106,3700.824703,3812.613466,4168.213126,4566.704064,5051.163258,5497.380259,5203.74394,5413.114675,5731.209106,6301.212942,6786.569622,7220.594677,7915.523334,8713.309635,9673.042799,10574.83909,11633.12618,12675.93425,13056.49597,13703.19131,14788.42867,15850.57104,16856.64719,17364.55696,15482.13098,17333.7821,18723.83262,19271.74907,20558.96559,21007.60393,21806.93977,22577.33468,23653.96143,24788.4718,25279.24151,24873.91304,26613.76975
"Korea, United",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29301.25862,28826.47347,28436.26847,33258.62473,22943.698,31220.01539,35748.19885,45437.99542,43882.06298,43962.75528,43345.08275,41156.61393,41223.58227,36522.70773,37245.36069,36681.29318,36073.39015,42443.66268,45588.87424,48940.23044,51230.06459,51449.47128,52501.49611,44339.4678,41244.1825
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.188967,1613.838745,1323.003599,1377.855347,1552.674809,1592.381174,1596.511748,1634.367772,1706.510079,1694.402177,1834.628974,1920.149567,1889.665893,1893.089435,1988.890945,2127.184386,2096.040964,2081.144767
Laos,,,,,,,,,,,,,,,,,,,,,563.8483278,579.9169678,587.7400319,625.9873845,634.7967918,662.4140413,679.0470485,658.8095482,657.9471876,638.6795271,698.5198004,796.1082151,815.4753312,823.9766674,835.8399687,917.2887926,933.8202181,891.8626101,877.3960842,960.9171954,988.5417776,1001.447969,1036.537217,1066.16157,1123.902404,1172.948604,1234.556667,1290.254211,1262.697104,1289.643286,1370.056365,1406.173942,1465.021623,1525.582656,1604.626553,1727.064473,1872.591865,2167.514437,2307.876943,2492.00398,2620.061706
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5676.223094,5887.210738,6019.116764,6310.718431,6888.167628,7159.968506,7444.489534,7996.251677,8585.023458,9281.732215,9945.087859,10802.01038,12030.62692,13474.07935,14857.08523,14658.19371,12399.49287,12425.17102
Lebanon,,,,,,,,,,,,,,,,,,,,,10760.91045,11530.28898,12651.21996,12870.1718,12613.6661,8567.069674,3812.921116,6654.635356,6420.74906,6738.9353,6672.971003,6819.702623,3813.77746,4875.672839,7276.879441,9450.565692,8526.800491,10294.35339,7180.341795,4032.645715,5515.617391,7429.753198,7107.589699,7675.455152,8219.529764,8676.232205,8992.513549,8339.712324,8666.473506,8304.114719,8278.075021,8666.591255,8748.758048,9014.480117,9765.640471,9778.505944,10012.86349,10627.3819,11333.8288,12106.83508,12701.53935
Lesotho,,,,,,,,,,,394.8916393,396.1828837,441.1645357,475.2102796,499.6589624,500.0077571,499.4643152,542.2046728,527.4731053,519.75015,520.1247661,454.037365,530.7215191,654.7126094,683.2667335,613.3596521,692.048225,784.6226269,912.1182546,772.3643888,723.4352934,721.029534,725.8912765,665.7804522,658.3767535,694.3336594,691.5556973,710.0264127,753.8117046,795.8765334,822.4775304,810.2217792,800.599758,851.2219612,886.9093869,892.2706268,961.8221631,1033.841194,969.2704293,1019.735724,1078.831819,1052.634156,1155.285504,1191.09014,1216.156083,1180.610478,1253.455251,1336.943155,1382.985333,1368.423068,1393.47089
Liberia,,,,,,,,,,,,,,,,,,,,,1297.189837,1323.497801,1363.306504,1414.095875,1429.431596,1202.264017,1251.796868,1301.30332,1318.527014,1098.624152,1195.080249,1068.963256,1090.646206,991.7486133,1030.638125,987.1297082,804.2206468,922.0193631,944.0082602,926.6199761,511.1975833,527.870764,321.4214378,208.9290188,166.4533157,160.7972212,177.3069603,336.9451637,390.0275731,455.1290376,537.7300116,542.0191764,548.8418074,380.4747588,380.4942966,378.1041342,396.2730828,451.1247301,442.2011125,442.232624,459.247999
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17082.8977,13160.59269,13978.20754,14977.41677,18015.00248,20206.7219,19512.29907,18553.06548,16870.5809,17488.17224,16580.33072,18631.80822,15649.235,15623.77936,17073.03896,15132.56602,15110.85231,16762.61755,17556.2226,17896.76536,19166.79879,19681.08348,19588.55344,19136.47214,19490.81912
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8344.804261,7241.647949,7342.425478,7709.624897,8194.800008,8707.768552,8607.902871,8930.969885,9531.032715,10222.90529,11275.0106,12061.62145,13068.06432,14123.40056,15408.70425,15940.41659,13801.62237,14136.05913
Luxembourg,15059.19695,14104.71609,14904.7485,15266.17494,15006.10252,15583.06824,16193.4221,17009.00297,17064.90901,16960.61917,17613.74012,18137.34835,18167.20404,18278.79999,19766.47439,19815.61637,19797.92425,19710.72935,20633.81056,22852.11522,23111.00749,23504.1723,24772.88314,26723.54078,27704.53141,25250.41419,25727.75713,26175.30344,27140.36878,27923.5824,27909.94277,27545.62653,27786.97261,28698.53137,30794.16687,31791.61301,34751.75735,35849.16261,38715.98357,42481.39145,44733.97865,48241.51571,48504.07478,49946.59403,51361.86815,51367.2049,51266.1954,53686.00647,56645.43732,60887.29541,65131.13619,66009.59671,67517.0359,67997.02342,70116.28045,73242.96698,75898.61823,80215.48237,79829.4128,74030.88816,75589.75956
"Macao, China",,,,,,,,,,,,,,,,,,,,,6414.903179,6860.540686,7465.959802,8122.506116,8837.011889,9618.581889,10478.13465,11418.08778,12349.46154,13162.75044,13939.22247,14785.72303,15301.48911,15630.41398,16355.69092,16292.90345,16965.24255,18639.48349,19639.27795,20192.36788,21381.94137,21442.2868,23528.40538,24250.70071,24700.63193,25167.9384,24724.43088,24281.51178,22857.85838,21938.12544,22480.8285,22840.91911,24632.18351,28013.81499,34867.88833,36939.01942,40492.83911,44166.53632,43763.70158,43708.77915,54785.25928
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6395.044141,6134.135612,5664.172787,5651.266436,5602.984055,5474.633271,5499.997427,5499.895814,5656.437608,5890.377079,6106.216686,5854.377228,5849.171682,6029.369405,6299.817091,6573.246577,6881.86973,7258.416533,7646.171542,7543.094163,7626.390178
Madagascar,,,,,,,,,,,1051.11984,1079.247253,1083.351974,1000.526607,1024.505917,1008.68947,1015.714419,1078.024313,1102.975043,1112.48039,1160.675255,1099.084278,1162.616274,1154.103559,1163.67985,1149.21058,1140.957245,1134.401974,1041.133523,963.3850346,966.7838544,939.4526862,907.5191755,913.9505623,917.6517485,889.5557775,894.1045553,885.3532596,883.349166,927.6028887,881.9299916,837.0010531,816.608202,801.3038686,787.6886212,777.4073745,769.8321537,763.564138,760.6786293,780.5167768,787.2220548,801.861818,668.2126627,680.0689127,689.8027492,717.5019069,736.6555263,748.2141138,721.6545291,699.669671,702.3496309
Malawi,,,,,285.0112422,307.8958223,308.7265984,336.7505183,336.2626814,297.2408737,330.9864941,363.7613036,331.4427067,329.4820151,329.39247,399.8329707,451.5566051,430.7580663,431.8393629,468.113165,522.3135719,584.3690551,624.52242,594.3874529,637.7791165,664.8503201,650.7615421,673.306802,766.2389003,722.1235958,728.9886894,601.6466871,588.9103661,604.0352216,614.0253246,616.0008869,591.7719729,553.5541176,523.6004945,530.4962152,511.2462225,554.0766677,473.8798752,538.9695146,452.4792432,497.2270293,476.6853737,492.1856361,471.689326,478.6838098,465.1211933,431.111061,439.5227645,450.3398526,472.0622869,481.4176002,506.5409864,550.5219644,588.6037338,618.019299,654.9087753
Malaysia,,,,,,1328.616676,1358.211208,1344.183769,1286.120682,1372.006145,1453.488064,1518.650259,1575.877814,1636.554406,1667.656345,1747.371809,1825.034459,1846.132183,1936.911308,1978.176075,2065.10085,2499.743579,2654.144693,2939.368015,3165.870936,3057.119909,3359.847954,3559.738376,3725.298479,4024.775156,4249.587811,4411.304979,4561.516565,4711.783857,4946.794385,4685.305954,4554.073262,4665.417931,4998.350337,5396.247823,5814.661724,6271.85335,6668.566555,7195.321009,7783.635702,8460.104929,9062.926383,9476.495583,8469.336994,8794.930176,9474.385386,9162.632684,9447.788534,9702.60693,10172.97333,10482.19905,10937.16811,11434.73033,11694.55608,11153.63567,11961.50452
Maldives,,,,,,,,,,,,,,,,,,,,,728.6755854,738.8374923,733.3027542,727.1889229,750.5852221,670.3767962,654.6615467,707.0240769,787.616335,848.8819397,979.3700683,1064.158347,1002.506063,1131.006827,1391.787618,1525.982733,1603.724907,1677.349182,1752.295848,1836.8889,2050.696394,2113.671437,2143.723914,2192.132758,2254.728987,2353.040586,2542.311116,2709.239672,2915.872045,2845.928293,3090.387968,3133.845125,3273.109301,3900.802822,4208.115229,4133.13677,4288.956621,4586.09324,4623.763442,4349.945893,4005.048822
Mali,,,,,,,,,,,529.7416312,510.5208488,491.0638843,511.5430543,419.9676716,428.6179978,434.231728,418.3211204,437.5079839,432.7310071,462.0535628,460.2235863,469.0451769,446.5919535,404.4215083,463.1018149,521.6418037,546.28244,533.0489733,578.0105166,537.2319421,561.0139892,583.429776,532.6177203,517.9069341,563.8826101,653.8514279,628.3371418,616.8726333,649.5356943,649.77721,629.7827198,675.6297629,706.2778747,687.0588088,709.4211901,720.1655389,728.2555879,767.7901993,782.8675146,731.3594922,788.1718988,794.1576647,839.2387796,845.0743514,870.4906953,897.8284784,916.7045101,959.5702592,980.8370015,997.6973887
Malta,,,,,,,,,,,,,,,,,,,,,3732.066264,3828.526191,4118.848105,4265.436949,4684.999053,5459.385555,6452.369009,7237.110157,8091.787993,8911.709226,9126.671943,9404.944554,9565.103468,9689.244,9881.667761,10157.15231,10682.75785,11016.9841,11791.57466,12546.78896,13149.43704,13863.85743,14450.3425,14957.35401,15727.70418,16282.59295,16693.7798,17379.44543,18070.40798,18834.56895,19951.69188,19351.90073,19663.31167,19751.63683,19617.88627,20313.79968,20719.61614,21488.68738,22197.2038,21462.254,21851.19817
Marshall Islands,,,,,,,,,,,,,,,,,,,,,4706.921917,4607.470416,4456.429106,5726.279302,6381.685999,6168.671692,6021.258814,5989.050193,6190.38156,6177.208635,5694.188265,5971.455036,6079.146554,6723.655723,6423.479166,5874.249871,7074.391079,7558.632555,7629.359618,7255.667286,7582.344676,7224.526177,7543.983514,7880.07684,8237.285471,8810.817863,7838.376695,7325.799697,6968.977776,6677.793317,6919.431879,7051.094121,7179.603308,7238.660472,7550.485039,7530.307001,7427.197183,7358.705302,7304.865448,7004.254476,6896.37618
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,620.565418,531.1080792,567.2723269,625.5313665,958.0345945,1119.927044,1113.244558,1193.537763,1331.598615,1293.757086,1417.913681,1396.889121,1462.780559,1398.181593,1489.722085,1640.293295,1749.212841,1707.956545,1619.44749,1723.462381,1499.297939,1700.358497,1586.255968,1769.000488,1508.757612,1561.143925,1684.395614,1635.550803,1572.963769,1588.964509,1591.677136,1558.759337,1545.498598,1627.345019,1602.372676,1466.271638,1654.209886,1580.969073,1602.364228,1640.589838,1589.514683,1580.648645,1548.532736,1554.268834,1586.044558,1649.017531,2014.136163,1980.646051,1946.916333,1876.545116,1939.388186
Mauritius,2860.69941,2900.085163,2729.258384,2705.422362,2481.879645,2523.261038,2448.583692,2475.739484,2416.546613,2408.146239,2283.797389,2382.280599,2388.295344,2544.20163,2489.051286,2430.590693,2263.638033,2404.22574,2026.446859,2094.419064,2040.773992,1973.991766,2208.885944,2493.01219,2473.543122,2800.532469,3367.790579,3491.32592,3591.928833,3653.302962,3078.391599,3280.895514,3323.532276,3299.702312,3455.010988,3667.643591,3996.465305,4383.7502,4663.556388,4809.743747,5154.090964,5265.406553,5546.180621,5746.783831,5925.367575,6087.54974,6316.452952,6661.938919,6986.108264,7091.048062,7579.879323,7557.298226,7743.004063,8188.469254,8505.434377,8360.472852,8709.408796,9245.153314,9684.551508,9892.110008,10163.74203
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,3642.07838,3898.847592,3930.289209,3783.443773,4075.215093,4277.55138,4490.155467,4705.666327,4752.514281,4693.45479,4942.109356,4916.392507,4939.151467,5249.984045,5790.925746,5932.141799,6108.382237,6258.219741,6617.811788,6632.968376,6847.5035,6908.078632,7287.963599,7702.572707,8015.306224,8296.689027,8397.672839,8400.826545,8908.140207,9554.501586,10225.06135,10896.03157,10271.87957,9403.785422,9534.830288,9655.905441,9015.511851,8934.503196,8885.425165,9091.379976,9427.18762,9707.266954,9945.534598,9916.569805,10220.59799,9157.655289,9512.190294,10091.82433,10471.8873,10759.26072,11379.89505,11202.19381,11141.23615,11053.44477,11395.71354,11641.86206,12105.94493,12374.1943,12383.57597,11427.24028,11939.7703
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,2189.03822,2171.847066,2129.101775,2744.201314,3087.969648,2998.048917,2919.996977,2901.91529,2974.110874,2946.804341,2653.822359,2819.796884,2659.201323,2623.362562,2439.582635,2752.699617,2860.941594,2811.923092,2872.133718,2797.100893,2810.077985,2894.786919,2935.947485,3058.172687,3451.858689,3570.981404,3470.971055,3265.43354,3329.69503,3369.944923,3495.617703,3558.569477,3558.79285,3625.8573,3522.193916,3587.534998,3593.03827,3517.023856,3445.769734,3475.868716,3591.837437
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2221.659574,2156.855523,1632.755019,1698.900164,1660.000325,1765.854581,1653.023039,1466.988272,1558.134194,1624.102516,1781.712125,1925.804641,2026.520492,2194.05933,2303.691161,2336.85653,2516.306912,2475.813268,2643.635064
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,1756.243569,1787.255903,1799.717711,1902.996662,1923.125494,1987.416947,2007.581807,2105.482946,2201.109764,2231.633609,2307.527765,2624.21777,2870.895816,2707.830181,2773.629329,2852.471198,2676.297017,2748.015348,2776.130266,2739.638633,3093.484912,2423.419684,2027.830465,1886.895313,1916.733992,2034.857605,2023.07247,2026.916547,2110.37337,2136.546513,2219.146756,2213.318549,2272.166359,2356.801561,2536.734253,2651.174147,2881.097137,3155.877834,3419.8884,3285.637692,3522.564238
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7950.730417,6999.917774,5089.436739,3157.867975,3120.519061,3472.776596,4345.556934,4577.019959,4718.113288,4219.875752,4766.166367,4801.567254,5012.187923,5211.217091,5470.250109,5735.877019,6188.633592,6818.511421,7273.230709,7038.990069,7314.905298
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,826.5566473,818.1687063,825.8253213,846.110399,835.2272072,733.2339671,723.0000675,661.799985,739.6504576,721.0336678,718.0263965,860.830474,1012.232376,1154.351832,1215.900197,1213.024263,1156.164612,1250.225014,1345.466916,1433.339798,1472.772244,1508.484978,1452.79179,1488.321602,1511.260272,1807.460354,1957.887315,2095.681109,1945.483763,1981.568703,2042.22538,1938.88218,2082.409184,1971.67069,2017.105142,2094.385733,2191.227275,2070.111897,2225.055368,2279.458484,2332.81519,2424.087743,2281.760107,2177.422672,2350.952287,2161.745523,2386.299305,2318.920444,2484.459498,2444.934544,2447.763821,2616.741346,2675.975192,2868.215407,2984.743336,2998.459093,3204.730001,3279.158087,3451.962178,3533.556667,3621.13652
Mozambique,,,,,,,,,,,308.7605563,307.7920436,327.8785925,327.3077997,333.6456892,330.8015098,326.6628412,356.7984498,363.1475428,378.8141794,353.3361523,370.498399,377.8602721,384.1983031,397.5260497,403.1605277,411.7108537,399.8933168,390.2235849,387.6492821,405.7048805,387.531857,362.6554918,316.0320536,323.6318716,305.7196881,289.7502341,306.4302281,327.4433308,350.7399759,346.8446514,357.1941875,332.7084605,348.2916385,340.4174937,325.8515615,365.3237697,394.544756,424.5797282,435.1781337,436.8159364,487.5856674,531.8182852,558.9307489,594.566591,628.4671567,668.3483479,703.6234065,727.0415129,754.7624418,781.1818769
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,,,,,,,,,,,2776.26418,2735.924002,3048.916868,3166.51613,3444.760232,3486.63043,3607.808449,3572.679913,3613.08653,3776.231473,4082.424858,4144.088457,4076.832837,4092.253005,4226.025062,4169.254886,4078.113293,3944.971109,4009.074621,4040.559194,4072.540938,4282.099293,4030.083878,3744.85747,3592.486599,3131.520055,3166.851911,3885.368502,3693.823709,3561.626703,3513.687321,3430.145362,3560.886972,3233.574578,3535.492057,3649.825969,3673.422111,3583.974218,3589.667562,3564.609447,3638.523845,3835.940378,3746.707067,3872.142968,4267.001923,4244.887251,4752.189256,4634.099941,4939.253515,4668.806707,4807.11619
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,,,,,,,,,,,537.62604,537.7845161,538.9921328,540.574952,572.9522601,555.1725715,583.686811,560.8691074,553.4884912,571.0090736,581.9769555,563.9103581,570.1584899,556.3425011,580.5450899,576.9909524,588.2099008,592.0119154,605.8559561,607.536046,581.6230536,615.153362,626.5377671,594.7438295,635.5146209,625.0527051,672.7174186,666.6135306,699.2237025,713.6022876,720.7616966,747.1100416,748.5327686,755.9446237,791.236448,797.2945802,818.7661221,831.6067896,791.7709933,779.5344987,831.9290335,918.2601116,907.9138715,931.3262954,961.3623953,980.9731549,999.7643516,1022.658092,1073.552572,1109.387196,1144.868296
Netherlands,10117.53561,9911.375101,9747.408336,10526.89369,11335.83023,11932.76855,12555.31656,12616.81458,11983.61382,12372.62689,13436.55733,13366.881,14074.29036,14452.60132,15411.84923,15998.06234,16175.67494,16841.23809,17764.32513,18630.07213,19581.64121,19986.03115,20156.29061,21135.94332,21862.72215,21762.36272,22655.71778,23176.34497,23735.77113,23915.52717,23998.93018,22991.52485,22565.57213,22887.99453,23481.01898,23969.08951,24555.11372,24857.06626,25501.94409,26424.31338,27275.87088,27739.99498,28009.24603,28088.76723,28731.73289,29514.91981,30415.06873,31610.36563,32732.06057,34068.26958,35182.49038,35615.89028,35366.06161,35251.88283,35841.02172,36402.48186,37469.71679,38770.52246,39295.86513,37643.68426,38189.65404
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,11714.91971,11302.12178,10982.89429,10970.04484,11969.75474,12221.77987,12153.81862,12497.63577,12262.73981,12468.07604,14269.14975,14621.48924,14610.95195,15214.93546,15665.69333,16411.26501,17120.85261,16014.83908,15826.38473,17154.78888,16853.30757,17124.81013,17678.71495,18671.9755,19226.16575,18320.894,18236.71166,17435.37996,17184.01578,17261.87756,17208.26019,17668.3299,17684.09598,18330.19232,19125.34425,19104.02693,19344.19792,19631.81149,19905.34504,19929.75544,19784.32445,19281.23092,19305.40345,20177.52265,20973.74928,21511.86605,21888.20138,22297.26226,22466.7981,23511.92785,23917.5242,24510.27067,25322.20985,25974.92445,26589.24064,27253.9382,27617.31484,28051.31617,27608.27015,27508.66618,27788.34908
Ngorno-Karabakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,1926.745658,2105.165926,2396.819203,2421.78909,2630.913411,2644.785579,2584.544362,2677.029185,2589.2338,2457.020894,2490.778155,2580.619883,2812.679556,2932.649855,3182.519458,3440.895628,3470.576939,3584.261653,3481.752705,3602.971958,3535.594353,3577.977437,3571.106346,3690.783759,3871.945306,4059.234054,4146.609485,4184.035003,3839.637931,2355.542269,3046.19658,3199.364179,3055.870177,3225.293723,3233.171075,3113.227626,3057.491785,2995.207436,2412.072456,2183.333255,2109.733006,1974.143867,1887.282893,1762.96641,1773.390721,1829.073935,1891.107293,1903.199054,1929.912174,2041.327481,2064.903553,2069.79284,2044.357841,2058.404773,2127.751205,2189.424307,2236.210015,2255.484513,2284.039301,2221.75086,2289.288329
Niger,,,,,,,,,,,866.0438491,910.3379332,983.7847985,1048.641742,1008.284289,1020.840218,994.0581934,992.5742723,991.7710588,902.9387914,942.8929265,945.0912199,898.175242,770.9620848,816.419388,776.677736,775.7455966,831.8301771,889.7761308,931.289194,858.7322185,787.1838156,772.9917735,745.2227295,576.0816836,630.642711,602.3554293,567.5715661,605.053553,580.8756972,553.6991551,545.8666039,528.2875256,516.4889772,509.8654483,503.6059037,511.1635652,496.7134407,540.4689596,527.4789457,491.7339763,507.4170601,513.2930809,513.3715867,491.9534039,502.5072581,511.4420463,509.0677093,534.2369708,511.3950161,522.0603021
Nigeria,1127.15836,1180.748555,1237.42088,1241.704668,1306.795217,1299.136926,1239.408426,1248.440805,1279.843901,1315.737573,1558.348215,1477.260838,1486.998448,1572.7915,1588.512981,1533.960473,1416.899033,1155.195577,1113.700275,1286.503466,1568.259562,1741.005962,1734.009183,1799.49966,1902.545944,1797.424945,1883.970527,1843.066933,1692.229942,1636.265541,1592.531633,1507.505078,1403.726812,1269.492329,1215.109957,1281.856736,1118.653171,975.3807789,1018.019036,1076.509096,1165.537935,1152.120235,1097.278703,1108.629015,1081.432603,1047.837409,1080.315304,1126.107487,1123.590422,1070.013825,1107.264641,1220.524809,1253.361051,1423.937066,1578.749662,1510.74653,1649.339759,1912.887016,1929.381864,1683.672175,1692.780956
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
