GDP per capita growth (annual %),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Latvia,,,,,,,3.35931433,10.83869052,5.842811434,3.696322152,7.289246608,6.957748488,4.289315629,4.905491577,3.946564388,6.050867277,4.985139443,2.616448877,2.753262176,2.713492568,3.844295953,3.912197399,1.878795311,4.602420797,5.091938331,-1.025463858,3.861823613,1.298260482,4.033046554,5.149697518,-7.812063054,-12.18071717,-31.17751898,-3.090712934,3.914791352,0.4776963533,4.966587818,9.367509574,5.714898405,5.554775863,7.702231808,8.868112254,7.218587238,7.808226241,9.266244679,11.19259152,12.8495473,10.55008829,-3.820737456,-17.54528443,0.3612579213,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.8090129,24.58137057,34.65263955,1.004439373,3.079491179,4.30903186,3.517519836,2.873943386,-3.867999861,2.261665375,-1.690304694,-0.07213426484,2.297707317,1.620891499,1.481965369,5.795370757,-0.3552835096,-0.5051582842,6.528115045,8.432217661,7.722505295,6.240343033,
Lesotho,,0.116052632,13.28001101,8.58725977,6.220064469,0.20175287,-2.347863836,8.704152191,-2.376704302,-0.5104306968,0.1042425194,2.991267882,-2.221374201,23.78797056,8.56814474,-15.50950666,8.339777247,18.71276456,15.22633238,0.1755112064,-5.310573988,-1.956102884,-0.1259350294,-5.663121637,7.712479087,2.595781539,-1.580442732,-8.988849883,6.778475493,4.845110864,4.539202323,0.5114955908,5.461568454,1.466264119,3.772627049,-0.09246329616,2.687440792,1.441076999,3.505720995,-1.355503521,4.071055206,2.850362208,-0.0001932488064,3.383499657,1.35352216,1.772491036,3.316716756,3.710709733,4.340677792,1.819645217,4.548290596,
Liberia,,0.02159902258,-1.078841119,-0.2041822328,2.565731172,2.175767772,4.972329558,4.002788968,2.039137653,4.452790037,3.80339079,2.058325169,1.284094766,-4.971434577,1.798207174,-6.233987813,2.313594635,-1.263025782,1.837958731,0.1969196624,-7.093281518,-5.403644457,-5.775309801,-4.986576317,-4.488572377,-2.279800131,-2.114179862,-0.6141360958,-1.01934202,-25.63035762,-50.2903512,-12.75924914,-33.91087855,-32.19681203,-22.12022403,-6.764871475,6.564625981,92.58596977,20.49513872,15.18734431,19.68153608,-0.3209802929,1.734536829,-32.23480046,0.7651401232,2.328211025,3.53255524,4.256607592,1.793595857,-0.2506682146,1.338738162,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.779805471,-6.097245631,-3.170404007,10.82263815,2.336396089,7.673088937,3.671419242,3.724179083,1.663663999,0.2569994541,,
Liechtenstein,,,,,,,,,,,,-0.3875733178,-0.1492422571,0.01551652682,0.07690005381,0.0713653636,3.089796416,3.090238313,3.095294841,3.117139576,3.146555984,3.230309593,-3.066822399,-0.936489962,2.789293587,5.526045852,2.597506446,7.792800495,4.268638403,3.147987757,0.9299984742,0.4701616276,2.250524353,2.968870229,5.484360797,4.534184497,5.584683498,5.933428242,6.485186319,9.118772268,2.016850171,-1.885864806,-2.133375352,-3.033363142,1.962754977,3.828016234,7.716697862,2.531958491,1.067295887,-1.851026157,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.835988198,-21.17342213,-15.82874461,-9.137646806,4.088200608,5.985467642,8.265010859,8.411350153,-0.3688628757,3.979532952,7.295071289,7.240016859,10.72112445,7.932408661,8.474342358,8.487369609,10.44060515,3.463921454,-14.26533731,2.947283342,
Luxembourg,,2.887846741,0.124677246,2.369929233,6.664577026,-1.857841595,0.3806801936,-0.1123439624,3.918643274,9.43521286,1.207593743,1.692796873,5.312924795,7.122767319,2.862298846,-7.586475135,2.028099738,1.393540644,3.888387577,2.10614344,0.482546795,-0.8436679569,1.048294772,2.961753653,6.077850457,2.593246026,9.491574141,3.27946725,7.679105938,8.735311723,4.009811247,7.198408656,0.4760773071,2.811218636,2.416630055,0.01730017402,0.1450684502,4.6193972,5.173514063,6.963004282,6.995760618,1.303939441,3.019910633,0.3214341294,2.92496457,3.828958272,3.311100648,5.004366121,-1.031248043,-7.036453791,0.8114343807,
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,,5.646402739,3.91117774,-3.565837075,2.213390813,9.543950632,3.533965606,1.229627227,4.617465785,0.9540730136,10.78356144,3.204386373,2.513434089,1.609558111,-1.970243671,-1.813994405,-6.059218801,-3.977317508,3.846009072,0.9371953255,6.696626612,10.1475378,24.03258517,5.996571712,11.71407624,11.64812296,0.8644907141,-0.8232175919,23.3896445,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.825591292,-7.120070019,-7.949163536,-2.237262373,-1.598536936,0.6823450615,0.9433869421,2.890512857,3.881745356,4.13726183,-4.856077111,0.5452824742,2.534373701,4.358657164,4.092580089,4.774525434,5.898463615,4.714701932,-1.124760069,1.640332136,
Madagascar,,-0.3580484769,-0.1667729667,-3.314083977,1.438204423,-2.889311745,-0.4519708792,2.906383791,4.145513074,1.077995584,2.549860964,1.198201823,-3.897635238,-5.234035729,-0.7556484388,-1.499984876,-5.731341831,-0.4637062787,-5.335785256,6.894279655,-1.838679237,-11.99786278,-4.25621478,-1.599548251,-0.8599229158,-1.47379793,-0.7786941848,-1.612660472,0.4872217177,1.096685173,0.1408687414,-9.051488176,-1.805190545,-0.953658095,-3.091266063,-1.395188792,-1.003213625,0.4718497357,0.698045658,1.416259683,1.541088841,2.792145688,-15.30633198,6.502820621,2.13147104,1.514650654,1.939756156,3.142427945,4.026830449,-7.31826577,-1.326489367,
Malawi,,5.182059978,-1.686454281,-3.741552949,0.1834308871,10.84748799,10.47059668,4.618265743,-4.422085139,3.06789056,-2.327362666,12.81734697,3.005530984,-0.8924312704,3.773790048,2.689755419,1.564652558,1.418573436,6.119284632,1.101139595,-2.56772331,-7.790644335,0.03400366852,1.042800602,1.940647558,0.2422736545,-5.330413449,-4.21761754,-2.669276867,-3.521693902,1.978014268,6.429352709,-8.271274833,9.241727339,-10.70444126,15.41563832,5.321211992,1.292740902,1.02454272,0.1185220346,-1.196460246,-7.452358718,-0.9107186856,2.791100413,2.726918884,-0.1988706023,4.657687573,2.731937928,5.376463182,4.342881828,3.803050735,
Malaysia,,4.171328007,2.98291676,3.895133082,2.087631006,4.505652984,4.80992167,1.104481349,5.228982224,2.279618165,3.378299039,3.165962286,6.727323524,9.032799251,5.751484638,-1.537260468,9.017795983,5.31910408,4.23083141,6.820471629,4.889069214,4.331122291,3.293401002,3.521026006,4.905561888,-3.825331156,-1.699394654,2.349882409,6.75259788,5.949180384,5.993998301,6.622273126,6.071074365,7.12166626,6.48689358,7.097434319,7.277927535,4.689638962,-9.604412508,3.606899017,6.314815077,-1.788047456,3.023529072,3.488435263,4.570739636,3.274799494,3.913748277,4.650404651,3.089274272,-3.2105337,5.489429042,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.828869765,8.254863152,7.766786587,5.337633036,2.990900212,1.758212387,4.359805412,14.35405063,8.622419622,-8.44813726,19.73209241,10.59986106,10.495632,-7.704939248,8.379625652,
Mali,,,,,,,,,2.173391445,-1.320309874,4.415621649,0.8244421148,3.969494821,-3.245851456,-3.333288814,9.58516616,11.57056324,4.44234781,-3.24231918,8.348084426,-6.165880441,-6.339310678,-6.627749354,2.623111778,2.32403276,-12.94038552,6.712512327,-1.958902992,0.02735801492,9.995827197,-3.658023513,-0.5454579233,5.768249147,-4.627476597,-1.738132058,3.395228466,0.4750899575,3.893379076,3.137492382,3.745696308,0.2251568879,8.782456568,1.011082131,4.159018525,-0.9519872225,2.824311271,2.076158768,1.116201531,1.810757131,1.347277461,1.37120745,
Malta,,,,,,,,,,,,2.449672757,5.904919169,9.853836443,10.11072096,18.68527001,16.42314569,11.7470803,10.01006389,9.376489642,5.933053438,2.554855842,0.1138354417,-2.003416676,0.9213021414,0.7988506484,2.163799914,3.396062258,7.527760151,7.13131044,5.256597501,5.19994607,3.667094016,3.494106411,4.721628837,5.627100835,3.149693703,4.541962011,4.490699279,4.210947879,4.482094098,-4.536485414,1.85792055,-0.9601593447,0.227059299,3.352885049,1.216611526,3.894596162,4.62822794,-3.776736692,2.646879075,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,0.3052139381,10.3433217,-0.8837574619,-10.57433129,18.75164331,4.318655568,3.10591269,-5.443455952,-0.5502645995,-2.350877276,5.187572707,4.584798417,4.778454998,7.273374581,-10.96794653,-7.003002724,-3.280184413,-2.678262692,5.758680757,5.391675837,2.74400996,0.3126366007,-0.009255783603,2.485901155,1.544987262,2.505647547,-2.659335538,-2.284837959,3.952352246,
Mauritania,,12.31854642,-2.0801792,-4.717604333,24.13067315,12.90317882,-2.555080274,0.692147725,7.12981763,-1.589295129,8.816448104,-1.06730182,-3.589891087,-7.344085683,8.913623438,-7.880429156,5.410225239,-4.706301592,-3.362655988,1.791799205,0.4277040357,0.5148094539,-5.098555674,0.8333809029,-5.891110607,0.213351228,2.916443657,-0.7535503388,-0.9122630939,2.05031586,-4.362845497,-0.9376383885,-0.8875480448,2.97349969,-5.736242749,6.772515192,2.873402977,-6.722959938,1.590036593,4.674706932,-3.256227257,-0.9019613857,-2.209800153,2.975510644,2.803551866,6.011232424,15.72796334,-1.001767558,0.9227755327,-3.629301903,2.68181341,
Mauritius,,,,,,,,,,,,,,,,,,4.827831809,2.161414936,1.886233212,-11.41879358,4.462159991,4.259700639,-0.6242784188,3.823891326,6.242164785,8.812415503,8.03910946,5.962263191,3.660404791,6.189149827,3.314166385,5.120444469,3.843627974,2.688328558,3.394776412,4.513432566,4.372417178,4.961221077,1.314597789,7.960482401,1.461562537,1.242959362,2.58749145,4.839107703,0.437891599,3.163916176,5.228002481,4.837842743,2.510203094,3.676256942,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,1.654983029,1.387486747,4.788208565,8.539932962,3.42436109,3.040311206,2.868252124,6.356718768,0.4899439524,3.426455166,0.7071624323,5.007836544,4.649460333,2.66549888,2.702530106,1.477548058,0.5447936201,6.063952511,6.935671819,6.654183535,6.387383262,-2.663245362,-6.073254473,1.59834233,0.5706682451,-5.692625498,-0.2205070312,-0.8183530307,2.110502055,3.024252191,2.260653194,1.734797401,0.1355509778,2.636539294,-7.825271309,3.36361706,5.004590353,3.218766919,2.279252404,5.059998941,-1.506835734,-0.4549502095,0.1142550784,2.793632121,1.93790515,3.832302544,1.950363389,-0.09583348074,-7.417438847,4.226393337,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.145985581,0.3172057096,1.254280899,1.356325562,4.783785959,1.374810738,5.571038075,-2.456627506,5.96255972,-3.701062756,-5.986486851,3.049343842,1.976380129,4.61109768,1.475671119,0.09436863203,1.193198672,-3.775887408,1.634977816,-0.1839812912,-2.405381644,-2.645093337,0.3878755488,2.824021968,
Moldova,,,,,,,,,,,,,,,,,,,,,,-1.637764963,10.60199123,3.283780912,2.304974682,-6.192868135,6.949933209,0.3662880532,0.9420690826,4.404543278,-2.796103896,-16.22665947,-29.15734699,-1.093333333,-30.69423389,-0.8929011164,-5.009999269,1.824679321,-6.323790213,-3.24711397,2.307898009,6.337474955,8.0499622,6.900662438,7.676357852,7.76308764,5.067020727,3.316212253,7.970016079,-5.870827735,7.054635069,
Monaco,,,,,,,,,,,,4.003150614,3.295061563,5.154982314,3.228568183,-1.960824509,3.637019011,2.980243135,3.405722538,2.791866044,0.6092557979,-0.5308672621,0.6408686606,-0.7545565283,-0.4905258253,-0.1769731206,0.6775493003,0.8008568695,2.962831414,2.600195181,1.151775285,-0.3841859562,0.04147762006,-2.174294042,0.8976845925,0.7561665966,-0.3114930984,0.7657100718,2.09093118,2.126402048,3.06418265,1.71860638,0.8749899646,1.139047976,2.589563645,1.958990049,5.028495395,14.49154252,9.872368123,-2.741413231,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,5.652519027,3.197684287,3.217976239,2.901110372,6.329319631,0.5143039123,2.227978391,1.647637869,-5.11423316,-10.08442407,-10.27969042,-3.994819605,1.369659105,5.557153515,1.38929314,2.999805156,2.410971088,2.122575962,0.201994918,1.97389405,3.696319817,5.871198204,9.336993162,5.869405727,7.010150219,8.552357693,7.146309874,-2.877373112,4.653863559,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42900491,-8.884068467,3.60245698,1.470042948,2.176393825,2.678701195,4.497919963,4.228762531,8.541982924,10.54345932,6.692209446,-5.886974073,2.246182753,
Morocco,,-5.068651274,9.498149276,2.051546099,-1.458461349,-0.8986527286,-4.252655179,6.909062047,6.795891768,5.39356034,1.962333205,2.949106616,-0.03492246272,1.115565029,3.105209857,4.98340177,8.124048707,3.462913161,-0.3045961219,2.144347658,0.9722200231,-5.317399751,6.709574762,-3.178227484,1.665901439,3.725341089,5.784746513,-4.696567643,8.096449609,0.3177596947,2.045338875,4.949541786,-5.694748556,-2.648440868,8.612030863,-7.998929606,10.57687404,-3.60233229,6.199019507,-0.7808661413,0.3162987768,6.247478647,2.103108605,5.105284631,3.638343695,1.860926425,6.616156333,1.637193798,4.501806663,3.684576844,2.611749635,
Mozambique,,,,,,,,,,,,,,,,,,,,,,2.500742095,-9.017677108,-17.39814619,-7.961352382,-0.02790271434,-2.660863471,14.86484322,8.435149589,6.166583614,-0.2598048584,2.476744368,-8.09208525,4.730989607,2.921563223,-0.677173967,4.262712539,7.299987381,8.007797365,5.43268303,-1.489877726,8.960655488,5.934672266,3.222803932,5.084773734,5.654689786,6.023439945,4.722164002,4.336020275,3.998237699,4.76461046,
Myanmar,,-1.638848054,1.901976188,10.95889332,-7.902103635,8.291677031,-6.943690382,-8.016807472,9.529641739,0.9129357933,2.510936394,1.630620699,-0.05611490582,-3.375832384,2.826199119,1.738297333,3.704922368,3.655864288,4.277433291,3.042557174,5.769526905,4.264581177,3.577260938,2.435162035,3.012385916,1.012605141,-2.786728427,-5.644881728,-12.82467837,2.030818757,1.228430759,-2.115289188,8.116868205,4.588307219,6.012171797,5.47444812,4.941461516,4.149749112,4.420216782,9.588354525,12.57963758,10.44431116,11.32454633,13.26194972,13.08301636,12.87701138,12.41051759,11.25013876,9.47479666,9.76587393,9.583815706,
Namibia,,,,,,,,,,,,,,,,,,,,,,-1.234959092,-2.487006232,-4.057317415,-2.971487234,-2.719106361,0.7424449471,-0.8220331061,-3.49940163,-2.407251721,-1.426092708,4.454202915,3.836915153,-4.872216493,4.251022234,1.119474841,0.1847954227,1.189687502,0.3874241121,0.66629533,1.042674437,-0.938963963,2.821919873,2.42614748,10.3488753,0.7234398764,5.117061429,3.405807017,2.335838853,-2.54491387,2.921495576,
Nepal,,0.0872071158,0.05038135621,-0.009497718575,5.468139691,-3.153240941,4.869879474,-3.617697196,-1.463991961,2.201488986,0.3193735212,-3.400831277,0.7859754807,-2.749867256,3.887722519,-0.8879863473,1.977600578,0.6209595058,1.972423325,-0.02010995051,-4.600824344,5.809308434,1.351253361,-5.248306433,7.114223941,3.660979984,2.121147521,-0.6817663923,5.169241984,1.859635859,2.129655016,3.794611858,1.568331948,1.304279252,5.556298967,0.9255804447,2.745189615,2.483924732,0.5212404596,1.913170302,3.69637977,2.36824985,-2.160760999,1.635189124,2.432277209,1.339689098,1.315717337,1.442840614,4.153556655,2.540332338,2.716723928,
Netherlands,,-1.014997573,5.332336874,2.236631337,6.836068175,7.161982015,1.408870388,4.093774101,5.316671613,5.204136994,4.39338663,3.097493386,1.475233763,4.912692353,3.442091555,-0.7655008545,3.96829712,1.317026047,1.703076547,1.32010426,2.437170441,-1.461952929,-1.692590265,1.683618723,2.65340385,2.102934851,2.218131474,1.286515016,2.775043472,3.795703734,3.468182621,1.634959189,0.9400208301,0.5543134646,2.342160028,2.60791613,2.930506105,3.743032913,3.284601448,3.9900269,3.200745964,1.159375897,-0.5604311698,-0.1366788061,1.881884298,1.808300258,3.228256328,3.694826262,1.408513657,-4.031522161,1.165627825,
New Caledonia,,,,,,,-6.229532188,2.472267515,10.66761366,11.642172,25.95339117,1.716010735,-1.399204165,-14.90762257,8.626199841,3.291355385,-0.1058729682,0.2522518251,8.57157217,-14.45927367,-1.504370556,-7.645832706,2.045667255,-2.606600061,-1.725448236,2.871712909,-1.642860617,3.845060754,32.10568028,7.96506954,1.256667912,2.361109261,-2.071896409,-2.221090367,-0.3788104171,2.707345842,-1.589712354,-0.3410280116,-4.786022681,-1.132164372,0.1771428567,,,,,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,0.1972130345,2.334175667,0.5842985425,3.451420305,-0.5445842548,1.51904678,4.017910214,0.2049068562,2.087277598,0.6583518304,-1.491409321,-0.8775875539,-1.41487154,-2.624420323,0.07312630472,5.167448062,3.894277281,2.814361747,1.973197299,0.4380112826,-0.4578461064,4.623184696,2.016860177,2.982256893,3.106065771,2.306032535,2.227141799,2.143153523,-0.4506046366,1.915301052,-2.477302527,-1.552308788,,
Nicaragua,,4.119917271,8.356861491,6.702965982,7.84810463,5.791017464,0.2442355743,3.797818026,-1.671148783,3.065498746,-1.684852554,0.199692473,-0.8552599941,3.212280528,10.75205121,-3.158566327,2.050582419,5.134342456,-10.55672627,-28.60672028,1.656382035,2.453029934,-3.493506425,1.879822403,-4.026047619,-6.358873746,-3.226851977,-2.805318194,-14.26062149,-3.776241892,-2.306302699,-2.517976768,-2.031416176,-2.79512106,0.9311566493,3.599501307,4.184469352,1.992188863,1.872794657,5.260415276,2.481528337,1.462289052,-0.6182884338,1.191740604,3.980334729,2.969028736,4.294490294,3.530325609,2.269852882,-4.506256507,6.105946658,
Niger,,1.58811526,7.100697345,6.233347426,-2.810996354,3.77301526,-3.316608808,-2.829869507,-2.57707955,-8.270585455,0.02492414659,2.581415874,-7.936186526,-19.46522685,5.605484317,-5.62756549,-2.263768178,4.614677516,10.17548094,4.075788517,-4.985209283,-2.176952941,-1.158036238,-7.339415821,-19.0833073,4.785289918,3.445005728,-2.69083147,3.892540033,-1.984938081,-4.23487425,-0.6608814999,-9.484617213,-1.846147857,0.5685990276,-0.8255198227,-0.07887432041,-0.7567065528,6.629427377,-3.984934843,-4.787218265,3.451082122,-0.5031808111,1.718782898,-3.319570445,0.9056070148,2.135128719,-0.199913837,4.906070938,-4.646260641,5.019754035,
Nigeria,,-1.915230002,1.881216767,6.236169254,2.672281014,2.599112048,-6.347401615,-17.60441346,-3.456843358,21.37073114,22.10035419,11.53813381,0.880942469,2.782209008,8.277524237,-7.813504054,5.910228716,2.865107235,-8.597016383,3.62570708,1.28253804,-15.43476892,-2.765025754,-7.62849592,-7.156640205,6.973111882,-0.08109172695,-3.234865494,7.093806836,4.493429398,5.513564574,2.205406373,0.4482306999,-0.2225549249,-2.248559676,0.1129437144,1.888692575,0.3385873279,-0.4646826432,-1.244181943,2.92527517,0.6457206986,-0.8974387557,7.618782005,7.897958701,2.819034113,3.595288284,3.832950366,3.386858856,4.3526073,6.000097375,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,5.432493155,1.991245519,3.003259317,4.219393699,4.470367905,2.961201558,5.370915608,1.403879661,3.656641879,1.260284329,4.879652778,4.466022375,3.750492995,3.176491136,4.447351781,5.29760782,3.69993291,3.458200599,4.002935749,4.169000096,1.198739916,-0.2420650831,3.523599816,5.595663531,5.038992962,3.667122474,1.304776427,-0.7084059543,0.5814664555,1.576602091,2.615316179,2.927372937,2.176582872,4.45502882,3.646847369,4.568381688,4.822716166,2.073182586,1.3295342,2.585555453,1.475281314,0.9561613237,0.3928661023,3.348504203,1.89260403,1.630102064,1.596287263,-1.203939138,-2.899447442,-0.5646695188,
Oman,,-1.180513453,17.34035299,1.982326678,-2.426518221,-2.126693267,2.422791072,61.64121269,76.61831852,21.80009599,10.15308777,-2.609905697,5.786401607,-17.63990575,6.699523771,18.60776675,14.49921679,-4.297758288,-8.906427549,-1.393898992,0.2147613625,10.63020357,5.509366877,10.52972557,10.92199679,8.766233469,-2.247591645,-7.101823326,2.142469754,7.673382483,-3.938669227,1.770897666,3.912953836,1.927431874,0.5813907502,2.673030854,1.827306691,5.671454365,2.801088838,0.03304695579,5.179552325,6.773846596,1.512609717,-1.120922427,1.557974903,1.803521691,2.911445744,3.857397371,9.558569309,-1.702396999,,
Pakistan,,3.478697713,1.957640272,6.014993298,4.884691744,7.628611002,3.081479238,2.665918754,4.417684146,2.7086825,8.368543969,-2.249527309,-1.945886411,4.077783109,0.5721421591,1.129030834,1.95588299,0.7079930427,4.606146419,0.3864238877,6.573822014,4.308543114,2.94397062,3.171899147,1.53616814,4.019508353,2.03815143,3.007716159,4.232426534,1.781662747,1.448209563,2.205504876,4.931160619,-0.7810371649,1.153293517,2.304562542,2.127448578,-1.633038941,-0.09319376453,1.126366145,1.907473743,-0.115605882,1.268932503,2.975426265,5.494705386,5.776949637,4.292233602,3.798653249,-0.2222508316,1.740840474,2.285268012,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.891053228,-14.7198654,4.369108546,8.007627217,7.654662597,-0.1160927073,-0.2027841298,-7.174125874,-1.248549969,0.0991444181,-4.343074644,-1.926332623,4.343796394,4.954109314,2.459547249,1.556968884,-5.417154439,-2.66778728,1.372215709,
Panama,,7.573844357,5.256337586,5.309084664,1.518383101,5.978223104,4.400873136,5.419448016,3.849004062,5.441723217,3.41249871,6.63922097,1.766476846,2.619964001,-0.2239006562,-1.014084786,-0.9261149872,-1.362200881,7.060335893,2.015057136,-1.250802167,6.734838553,3.020638731,-6.557251881,0.5263855065,2.743025693,1.426755832,-3.814121465,-15.13560324,-0.4929986854,5.906833742,7.193562864,5.997849998,3.308767872,0.7628360056,-0.3017703452,0.7484763406,4.340691799,5.22553535,1.897375741,0.7525372561,-1.312232274,0.3473381951,2.323997439,5.616129806,5.325977997,6.674419205,10.23590422,8.9159835,0.7571448644,3.188735922,
Papua New Guinea,,4.372311822,4.488395484,2.143970231,6.457321294,8.009913708,3.546886653,1.746158094,1.917244467,5.603041817,7.964129806,3.394232813,2.649344492,3.457494041,-0.3303287056,-3.660763738,-6.024425271,-1.85307638,5.695534547,-0.8467157999,-4.896709802,-2.951868415,-2.354158133,0.4543350487,-2.97671447,1.33809788,2.091209715,0.2753002647,0.4442298005,-3.779861748,-5.354861093,6.87648685,11.05347437,15.26978643,3.2793227,-5.776049286,4.950025175,-6.41355895,-6.289348189,-0.7956533778,-5.001235916,-2.650786067,-2.652482071,-0.3549178965,0.215270854,1.092606379,0.1290265656,4.66273667,4.207975136,3.074826792,5.564740157,
Paraguay,,4.271696704,-1.300044141,1.151185593,1.156508019,2.589402349,-1.512239964,5.641421402,0.4387792558,1.442639227,2.254414678,2.87860696,3.90936349,4.66754737,5.666589954,3.744363048,4.376200807,8.148171103,8.486417545,8.403869884,11.673837,5.469039976,-6.502111762,-5.861116204,0.07454294893,0.9907585059,-2.820632543,1.441373142,3.464996755,2.985151299,0.4110094907,-0.1301569211,0.8644233624,1.405697013,1.287395988,3.032321541,-1.844610384,0.7430277673,-1.568016983,-3.544219906,-5.333906386,-0.001399228646,-2.038505249,1.808004854,2.136334753,0.9403429623,2.399184404,4.829993242,3.942298674,-5.539389465,13.04747042,
Peru,,4.334479189,5.256940394,0.752822181,3.561206698,1.97585268,5.370150164,0.9079454406,-2.3998538,0.9496534791,2.931053451,1.318693763,0.04940020863,2.495796159,6.278086422,0.6064508056,-0.7774950184,-2.270735676,-2.351270717,3.072968206,0.4884337241,4.560440883,-2.967369404,-13.85396873,2.791495796,0.4783233148,7.547737664,5.629763695,-10.66457146,-13.55263448,-7.075923492,0.1498907325,-2.332531027,2.818756291,10.77610144,6.682435054,0.7361745621,5.050231496,-2.28907058,-0.6679527089,1.424718526,-1.185023328,3.633395705,2.72941848,3.721686299,5.598917633,6.551145271,7.746845454,8.656627803,-0.2228977721,7.622003243,
Philippines,,2.149862036,1.352492046,3.607660983,0.1792950263,2.025964987,1.298525497,2.243191276,1.928514174,1.675277936,0.8188916855,2.44160633,2.468268038,5.853054899,0.6515539577,2.612841013,5.776012652,2.670876644,2.259872046,2.717883967,2.242972586,0.5701215314,0.7707426563,-0.9122268342,-9.842203434,-9.804410578,0.6529101882,1.551607763,3.97211539,3.50155796,0.4847625509,-2.968678834,-2.009246526,-0.2210255653,2.029866127,2.332359355,3.490752088,2.867923497,-2.743636329,0.863141228,2.195794923,0.7382068385,1.504313446,2.848386563,4.609478742,2.806059861,3.346459654,4.768994538,2.396523502,-0.5392025768,5.834284264,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.344791013,2.201065865,3.47468278,5.07085551,6.806798915,6.158127143,7.01620974,4.944106257,4.532877368,4.819725509,1.749538333,1.490497621,3.937285798,5.406457937,3.66259843,6.294824873,6.843278774,5.112213564,1.537137507,3.855857268,
Portugal,,4.688668547,5.847863243,5.447292906,6.251799366,7.908127608,4.865748976,8.228805391,9.342101838,3.041293054,13.6152037,7.084084823,8.182480158,11.16627951,-0.2581651576,-7.914607843,3.902713229,4.487287871,1.712589688,4.512542915,3.464371324,0.7408014812,1.512893592,-0.6352021311,-2.256578569,2.526605677,4.046278612,6.410062671,7.600903227,6.596070959,4.177328987,4.528823231,1.06843719,-2.167290643,0.7479533054,4.009399255,3.404984714,4.062845575,4.742129806,3.636691939,3.367913075,1.309551111,0.03149751948,-1.600858376,0.9714415003,0.3218905909,1.113530446,2.133728506,-0.1409008913,-3.000364261,1.330580409,
Puerto Rico,,7.635317031,5.308979311,8.010127985,5.033220056,7.401143296,5.796306343,5.450704105,4.105794293,7.958903967,7.333457471,4.635578705,5.282660824,3.695860659,-2.003365761,-4.325023269,3.550096253,4.996223602,5.221455339,4.81410957,0.3258837817,-0.06905999998,-4.07977217,-0.5558402978,6.257380864,1.066948255,7.132681516,3.934777663,5.523671411,3.988230205,2.862699229,1.583223427,3.890936437,3.767499456,3.2220034,3.588177072,1.171859197,3.910209609,4.925505408,4.864118617,2.88393012,5.665946883,0.3807007784,-0.420838201,2.56727393,0.3931836948,-0.5561526474,-2.792345197,-2.20685829,-2.588804879,-2.336585064,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4219026161,4.367297952,-1.154232818,10.42641329,-6.271593425,-0.4749497105,5.24947377,5.897692191,-5.073180023,,
Romania,,,,,,,,,,,,,,,,,,,,,,-0.009802614378,3.537614114,5.755232157,5.586121123,-0.5360191618,1.935607503,0.4047632876,-0.9661990484,-6.221850533,-5.764282628,-12.14007574,-8.013085898,1.649595411,4.121484499,7.376929171,4.309014394,-5.832056706,-4.591789051,-1.044787333,2.232245584,7.185311057,6.685148466,5.495711548,8.685542277,4.415552846,8.133442073,6.200681463,9.594928394,-8.358488605,1.147550443,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.373495241,-5.259047968,-14.56843686,-8.564614832,-12.46130513,-4.017351238,-3.337694177,1.69944197,-5.03891245,6.829064514,10.00451119,5.346466456,5.212162759,7.815449884,7.734646024,6.896047571,8.646763417,8.840597676,5.359170109,-7.749103694,4.107671416,
