Aid received % of GNI,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Morocco,2.907265368,5.45333719,3.333689792,3.514859411,3.569914446,3.651931937,3.463597929,2.066520316,2.874656558,2.151287525,2.168911491,3.061646371,2.013965132,1.521993326,1.503604385,2.980099856,2.627159217,5.506306066,3.271114853,3.421950138,6.300090918,7.075701463,5.621951098,3.309867753,2.771461055,7.101780901,2.631334283,2.376246766,2.27655762,2.324718643,4.997262237,5.735799191,3.481076154,3.047658505,2.342359505,1.580629481,1.83863003,1.462495076,1.361487505,1.754255354,1.204914803,1.311023675,0.893761767,1.174087039,1.376015049,1.24628138,1.703455711,1.644961961,1.660178231,1.050141912,1.120547493
Mozambique,,,,,,,,,,,,,,,,,,,,,4.705935073,3.971628406,5.689300675,6.459167591,7.652966524,6.787105991,8.29210036,30.42359537,46.27928282,37.78165957,42.9814588,41.89305497,81.29033801,63.22791069,60.89752911,51.35777437,29.41851253,26.5095407,25.80601936,19.30461618,22.55695562,25.47898347,55.09223133,23.45214496,23.02237682,20.85895388,25.32866274,23.88319758,21.55174296,21.33930498,21.38139645
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,0.0005453255017,,0.4912208657,1.137832561,0.9042336351,1.184947135,2.868326416,5.009616523,6.969915957,4.986557828,5.255604028,4.150519275,5.201417487,5.217250611,4.461810423,5.18694337,5.300621781,3.864632426,3.162414971,4.195074107,2.830836151,2.587891291,1.750256632,1.913691339,2.519537453,2.437442474,3.678594487,2.394620308
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,1.695734075,2.017070586,1.574662954,3.263916613,3.928653145,2.43176941,1.673996471,1.659196077,1.411496029,1.374514726,2.705619868,2.700604046,2.942098918,3.621013217,2.629000054,2.770675013,3.403741216,5.580942609,4.70372568,7.193170329,8.169285195,7.797287516,8.173043129,8.042057635,7.395795586,8.802041551,10.34842943,11.84890119,11.72188804,14.09690397,11.61573456,11.40701522,12.59687334,9.887420905,10.93116716,9.730928319,8.576669815,8.158100427,8.240910217,6.904769967,7.001311972,6.461804521,5.66813202,7.380513276,5.862410604,5.202245394,5.758680554,5.810605775,5.486807233,6.544731471,5.071562792
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,,,,,,,10.47461341,6.448682718,7.336183032,6.271169126,6.373745952,9.242462905,10.86396786,13.76372982,9.734857329,7.923855888,5.823548536,9.319297804,13.59444056,14.19465554,16.74225584,15.44063211,17.53886327,22.07971921,16.39533774,17.00584335,17.19773962,18.99250251,12.59687808,12.88744248,11.95622472,11.70706739,12.24380239,12.85697849,13.44082298,12.43537073,10.98263007,10.2938188,10.71259041,10.28819108,,,,,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ngorno-Karabakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,3.477517182,3.51094359,2.712780964,2.744235794,2.75667189,1.924677589,2.892188627,2.656456156,2.617529858,2.637653953,3.312484738,2.517104295,1.682096694,3.322900442,3.345404775,2.826421714,2.30532436,1.744875179,2.134672672,7.962114726,10.81951564,6.308469727,5.227178552,4.6503694,3.819181328,3.984242214,5.265377739,3.635632327,9.663158997,30.23536218,33.3637701,72.06032267,50.35995067,23.76063293,17.53560209,17.21852129,23.36465544,9.966146203,13.53538059,14.43146281,11.42323282,18.31572107,10.30565447,16.44361675,22.13325668,12.36710891,11.11794585,11.49255727,9.18884458,9.901372504,7.619584253
Niger,0.008872391186,0.4081964407,0.8210312602,0.7723170892,2.559960093,2.270171094,3.164929351,3.350511805,4.773697033,5.34876297,4.887154654,5.944752921,5.84045471,7.483514008,13.21602495,13.2084304,11.85124634,7.360431328,8.897961097,8.408136117,6.682399081,9.105807767,13.21540715,9.848633916,11.21310541,21.28607263,16.09824649,16.33232389,16.62009529,13.5634861,15.99375629,16.15253666,15.41268037,21.39059445,24.33731027,14.88383657,12.86389343,18.33814291,14.22864258,9.360462857,11.73389282,13.41912317,13.99800165,17.6545571,18.01715705,15.37270687,14.93528567,12.69599518,11.44268362,8.990426559,13.84224814
Nigeria,0.7820238294,0.6835130837,0.6355636004,0.4059104431,0.8258671051,1.331961597,1.117636713,1.423671905,1.364500222,1.325269178,0.890153798,1.257629753,0.7328900326,0.5420399273,0.302765511,0.2980228133,0.1460846296,0.1177897714,0.1103624064,0.05481399483,0.05713918279,0.0679487828,0.07259926349,0.1364012327,0.118218943,0.1157946373,0.3093628801,0.3212885506,0.5286222159,1.581064849,0.9969929357,1.039217198,0.8696647595,1.517486942,0.889998142,0.8148876308,0.5707883381,0.5876173633,0.692934335,0.4558511711,0.4314906791,0.3994158651,0.5651573794,0.5137329995,0.7386231045,6.48132424,8.169251804,1.269743033,0.6720935552,1.075848886,0.9867571664
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,0.5651677522,0.7231372068,0.781899744,0.6008736775,6.561878909,2.90771304,0.9149945004,0.9669795632,0.03501403482,0.02172970088,0.03291951581,0.8066715353,3.384616968,7.407907256,12.51927413,7.77899594,7.267000941,14.07048767,2.30748792,6.803096717,3.831120703,3.589459275,1.844673222,0.9191826126,1.236689637,0.8014519507,1.431829243,0.5817359459,0.06318511307,0.2706650216,0.599300297,0.1172947034,0.3287248022,1.071114652,1.243818415,0.5601203278,0.5606560018,0.6561790196,4.126135426,0.3535987783,0.416799883,0.04318838378,0.405724271,0.3062191307,0.4150557426,0.06371523012,0.1496215533,0.5206638991,0.1291353973,0.3508102922,-0.07372846483
Pakistan,6.667232852,6.075263876,8.74335939,10.44127816,9.707770445,8.286202385,5.599895712,6.351178875,4.894043744,3.722749905,4.149224596,3.956863292,3.254855259,4.344383458,5.210072176,6.533067477,7.477734558,3.889109368,3.331637975,3.360071244,4.612593923,2.701238279,2.757969437,2.283931594,2.133997521,2.279310042,2.784751827,2.29991742,3.372057079,3.388480087,2.700089133,3.052014275,2.081818779,2.046527128,3.087279093,1.344553032,1.644459708,1.454182252,1.716643593,1.187463396,0.9622536264,2.722141863,2.89641992,1.24889359,1.437777561,1.443326215,1.677169533,1.556917445,0.9266689025,1.665871483,1.644416759
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01209409204,0.01264110635,242.2864138,145.1223118,56.27237903,32.77960456,75.78811304,24.38178975,31.21335641,26.40059399,25.28321524,20.32456402,14.00640497,15.82286936,23.50555202,13.88863963,32.63414164,30.65571389,21.99256785
Panama,2.859398598,1.825286918,1.973951472,3.136643987,1.837484523,4.648800919,2.579811296,2.383788745,1.40232634,1.758317702,2.039276323,2.696330516,1.529283319,1.838923424,1.484309218,1.724300782,2.089935148,1.654778837,1.157107004,1.22531739,1.327989154,1.038633893,0.928015255,0.9824878213,1.508196721,1.324958703,1.006881845,0.6966086159,0.4719510662,0.4347449741,1.966817138,1.898244843,2.498759742,1.01303292,0.4220022119,0.5270694936,0.5476957246,0.4769240313,0.2073405073,0.1245680526,0.1394567094,0.2325726678,0.1694337237,0.2245043597,0.1719583768,0.1861253295,0.1952930656,-0.730286703,0.1331647389,0.2873979894,0.5172220037
Papua New Guinea,0.004385344317,0.004131679887,,0.003653258239,,24.20946601,22.01132229,22.34183276,22.89264589,21.84748363,23.59441371,21.17781679,23.78915939,16.13210177,19.35710862,23.75098422,16.43920381,15.86098058,15.39429886,12.67366411,13.09341014,13.91212327,13.79680362,13.7415963,12.94309251,11.01169463,10.05512826,10.58327848,10.64245779,9.868566418,13.31899658,10.87454635,11.18736438,6.738830366,6.335419876,8.4727317,8.122328585,7.508346632,10.25942927,6.766450743,8.330832129,7.163876768,7.422284399,7.036293096,7.539914535,5.891371365,5.655695429,5.181947701,3.809567675,5.241482545,5.521313483
Paraguay,,,,,,2.176653998,2.68716318,3.662317059,4.053113912,3.415191992,3.221872329,3.495205111,3.317573949,2.50534796,2.649938753,2.464598259,2.443274166,2.306596481,1.689037694,0.8926071605,0.6594467682,0.9311519411,1.551783241,0.9032053794,1.14865431,1.595402517,1.88868374,2.224004227,1.925198256,2.09783631,1.062746765,2.364529273,1.532821496,1.856866679,1.348217283,1.704358172,0.999308857,1.214333423,0.9679171565,1.067802819,1.153126531,0.9499479276,1.116709677,0.923596754,0.3292464023,0.6830417629,0.6094030567,0.8946125612,0.8021828488,1.060816342,0.5842753174
Peru,-0.4889283088,-0.7450171514,0.1982375746,0.3452819691,0.6068930349,1.140304793,0.7759623193,0.8622267626,0.9764251288,0.6429724278,0.7935256191,0.6823289164,0.7053131839,0.9003441508,0.6034169349,0.4542307386,0.4824223205,0.7366198146,1.215402004,1.355079789,1.023934226,0.9674200619,0.7847872623,1.638882958,1.660648868,1.768837288,1.568399764,1.277526774,2.483779085,1.737578144,1.556638549,1.89029991,1.161430226,1.700566146,0.7767174185,0.7253378168,0.6075532302,0.6852817611,0.8960941953,0.8824839637,0.7649552067,0.8546636402,0.8830893714,0.8749208819,0.7032222304,0.6008799088,0.5172200672,0.3120080397,0.3910024252,0.3693676066,-0.1797120251
Philippines,0.7849719734,0.2637121949,0.6957281561,0.4519579496,1.39397399,1.606007204,0.6617857794,1.222688548,0.8700927942,0.9675562236,0.7021264245,0.9965793011,2.068644659,2.228238884,1.147060485,1.197432121,1.098112455,0.9286390921,1.096663222,0.9786888323,0.9325740516,1.067322947,0.9168841295,1.307786872,1.269882481,1.559594256,3.219141351,2.285537402,2.233439215,2.001668731,2.916433641,2.323073418,3.191681437,2.677268099,1.598327594,1.180289805,1.042781812,0.7812319172,0.7828812569,0.8374876795,0.7058594498,0.746552077,0.7033936426,0.8633455997,0.49181116,0.5518450804,0.4670618531,0.4109229553,0.02762689624,0.183935225,0.2654696354
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,0.02084894898,0.02811297433,0.04470948172,0.04353268157,0.02161611828,0.03204488423,0.04175837303,0.02650271088,0.003850442008,0.00329004953,0.006451547719,0.00924288431,0.0105590168,0.0151589667,0.0188036983,0.0276715592,0.04139566412,0.04776371318,0.02886810569,0.07463460936,0.03917467518,0.04065777263,0.0371078455,0.05118728945,0.04242807463,0.04465660942,,,,,,,,,,,,,,,
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,6.32766561,5.885277263,8.848750433,5.25042717,5.56984828,5.486904947,9.556616054,8.411623548,9.332558301,9.35842888,9.881817712,11.27147454,12.20403223,13.47344603,15.21533957,15.89444331,12.41928989,12.78257785,13.78786782,13.30246837,12.26436678,10.82521848,10.59428753,10.02350359,10.24732351,10.3472427,10.60131803,11.15069865,10.28302009,9.420311137,11.34326652,18.89716773,17.28426787,18.09055878,94.94603356,53.48062105,34.00427602,12.51186475,17.76929716,20.65456877,18.74037152,18.45297039,21.88378291,18.46597805,23.8434375,22.60702678,19.56408682,19.41907771,19.96099547,17.89897914,18.49708246
St. Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,7.134715152,6.219101233,4.586372442,13.269231,6.578998376,5.278269994,4.664835247,5.14706668,5.80939958,5.940819528,6.983163157,11.48641325,10.03290172,5.255777017,4.766113454,4.702979834,5.777541133,2.252196394,1.774429992,3.040059401,2.829869356,2.519628007,1.688818462,1.009239957,2.404543446,6.386845169,0.03829806793,0.008721306321,0.4987308958,0.8640727074,0.5216218195,6.613297114,0.789835669,1.802732328
St. Lucia,,,,,,,,,,,,,,,,,,,,2.22475826,6.576258865,7.661657244,5.730188381,4.476609955,2.908262529,3.749328744,5.27690254,4.512358859,6.838142404,6.213514556,3.333968682,5.796800001,6.059131831,5.606724903,5.684275807,9.251529615,7.274243416,4.479561222,0.9914937979,3.939530293,1.525301408,2.49808552,4.843413099,2.112247319,-2.701247265,1.25471208,1.914741232,1.826327371,1.730987105,3.639172757,3.523560103
St. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,0.3978071116,11.1164379,17.99191605,13.47869686,10.81094799,9.527897164,10.57295979,16.32793046,12.50342019,9.160326005,5.733317287,3.844660262,4.942318039,10.42208417,9.685642586,10.83939332,8.968542186,8.207693281,7.904806503,8.021098513,5.944554573,4.068407501,18.69552361,9.708183312,2.085133068,6.732429857,5.227148877,1.633741001,1.958823211,1.02687682,1.413106876,2.154334104,1.473661659,0.8080741682,9.936838344,3.972421145,4.665334401,2.563350867
St.-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,18.48188124,23.44123989,19.3570054,20.44324123,22.8669805,30.85375632,19.24580636,20.14795905,28.93853329,35.0657508,29.79178408,31.14255489,25.59925732,22.30707307,14.44241934,10.78204285,14.88282328,9.957695556,11.04883033,17.50188715,14.71445357,11.37258462,8.409718512,11.21818667,11.24255044,8.273971003,7.321857939,15.19795887,24.47349086
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.33459394,51.25245731,29.15558982,39.39424735,32.1592473,29.0112608,18.12097382,34.18553846,25.80795829,15.5512812,24.44416425
Saudi Arabia,0.5671787303,-0.01218630562,-0.5954921768,-0.1418738397,-0.02144027186,0.01567944301,0.01238177114,0.0159435103,0.01411321907,0.03566974536,0.03492451959,0.02964606644,0.02430488376,0.02166807392,0.00824848453,0.006465618687,0.00280573201,0.009048122834,0.007699447652,0.009365399722,0.007783491383,0.01372935449,0.02882610865,0.02990008742,0.02709765631,0.02398734206,0.03092753901,0.02231128783,0.01909293456,0.0129916401,0.01175086734,0.009985353188,0.03514242377,0.0213656011,0.01231227205,0.01169617599,0.00878959938,0.0008225135305,0.0111686115,0.01351589912,0.01162385288,0.007183827021,0.009095726722,0.006465897198,0.008044613156,0.007811842583,0.006655301701,-0.03349713956,,,
Senegal,,,,,,,,,4.822062864,5.675938368,4.209484677,5.111039639,3.830059317,5.478526219,8.590233887,6.453747612,5.351693646,5.280952295,8.448860249,9.654054866,7.672073,12.87248812,9.506114033,12.21944528,14.03253668,10.24584338,14.41650037,13.71694018,12.58141581,15.09632636,14.7056586,11.57287678,11.27976357,8.985864582,17.01406063,13.80948363,11.49388727,9.199991056,10.07247768,10.59033262,9.395922229,9.001657561,8.468773824,6.764130967,13.47473735,8.169476135,9.320080338,7.754737883,8.010707523,8.071206361,7.291815065
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4548480274,0.667502924,4.010043609,18.65026117,11.5532057,13.87025901,6.756446111,4.927572739,4.280788785,5.476698715,2.205730314,2.097097664,1.556987243,1.758120223
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,9.189602952,8.657973029,3.888872886,4.617585616,6.131742543,9.974229054,5.677638077,13.518484,15.35578989,7.87545,21.89540294,35.3390985,28.55949791,21.7419086,19.85606437,15.70747875,15.69460034,17.96210794,20.44770641,21.22142879,15.13845836,11.10322854,12.59301062,10.80369897,10.33156258,13.52374931,14.31470456,10.26335596,7.735316348,6.665275423,10.00475323,6.24374415,4.498480861,4.185131758,2.630661093,2.625870944,3.872714286,3.09606667,4.077304769,2.160104322,3.960593513,2.187404463,9.157930301,1.531587999,1.555295138,1.907920278,1.397315659,1.156074762,1.399929137,2.864156554,6.254043018
Sierra Leone,,,,,2.69407772,4.860393275,2.713705211,2.13972304,3.230855933,2.139439157,1.557634901,2.535207931,2.229783624,2.493022431,1.624426473,2.495987335,2.240561007,3.784406045,4.256501795,4.899887888,8.458753676,5.484874498,6.42914235,6.726356588,5.475161999,7.70273483,20.08234197,9.847844141,10.17148902,11.15338619,10.23039816,14.35095094,21.98088872,28.48578649,34.2817113,25.93440796,20.07371854,14.16321811,16.69952357,11.4159001,29.31983183,42.92799688,42.40734352,35.18821772,36.38250632,28.89888958,27.89016448,33.74824572,19.74304031,24.14696372,24.44562658
Singapore,,,,,,0.226734933,0.1645151422,0.5427918401,0.317164263,0.9070896103,1.478438876,1.368588081,1.098355183,0.7011328309,0.4162261535,0.215952824,0.1953323704,0.2003673355,0.08858204788,0.05971906981,0.1234570823,0.1631026265,0.1342194211,0.08336147984,0.2058871318,0.1210795593,0.1579912873,0.1146465149,0.08771340944,0.3134909828,-0.008676285855,0.01832044489,0.04063365906,0.04026244297,0.02432161115,0.02048460323,,,,,,,,,,,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05656906623,0.2189353957,0.248708053,0.3859289933,0.4715459863,0.1823618573,0.1387341982,0.3041725114,0.6117048278,0.2293103079,,,,,,,,
Solomon Islands,,,,,,,,,,,,,45.32968966,30.7345618,21.02445614,45.0660582,37.53218938,27.87078743,38.9353557,27.01755635,41.28602682,25.93095977,22.10653125,22.99713348,11.52225105,13.57074406,22.01989263,34.91641288,27.49786572,21.6938564,22.02269846,15.886961,17.61731146,21.98702896,16.52170298,14.86885491,12.58798907,7.447536594,9.179334159,8.318394611,15.67159799,14.58440792,7.705369878,18.12339362,32.02663547,47.76541062,44.36846901,44.76298522,40.67500022,43.51205586,61.38065477
Somalia,11.91580746,12.12853739,11.68995582,14.08762503,9.487996821,11.77268126,19.57691105,5.309980708,11.15688754,11.00751185,8.72830105,9.244085658,7.124138659,10.01894614,17.23593567,23.25805199,12.51083819,47.22267897,46.64241364,46.25325554,79.6318013,55.04959434,62.17211954,46.85705963,46.69856386,42.38669806,58.00759457,61.29120881,44.15529018,41.30234913,61.65772492,,,,,,,,,,,,,,,,,,,,
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2117131898,0.2197722928,0.2605061771,0.2576733589,0.340394615,0.3911930523,0.4158021079,0.3749843645,0.370702578,0.4720081814,0.4007587454,0.2928975485,0.2850770279,0.2794331412,0.2921412237,0.4247120807,0.3883459073,0.2892382696
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,0.7885197782,0.7981369722,0.9091115029,0.8816669034,0.6795994376,0.888081867,1.65825993,2.468802395,3.049805484,2.552193737,2.293919661,2.581806532,2.458235294,2.194470925,2.468133786,4.375054405,5.382543962,5.227329153,12.86500679,9.494272819,9.513539938,8.538174237,8.598981428,9.123639392,7.743208554,7.865606145,8.571996598,7.154886539,9.099181295,8.906682596,9.134462588,9.960743212,6.60694023,6.422234409,5.159437421,4.306539716,3.549171,2.217796187,2.729427588,1.704156199,1.718392633,2.207308064,2.036639839,3.590292397,2.475260588,4.81685745,2.820876527,1.92183059,1.839772065,1.689435089,1.18450625
Sudan,2.436838036,1.176290464,0.7397856092,1.126082807,1.44744267,2.035428736,2.540509231,0.9256385458,1.933785497,0.4850762928,0.3734133386,0.3920277674,2.585965978,1.21738386,5.339188308,6.160089254,4.401153117,4.101448777,4.680855139,8.322961702,8.922386458,6.873808953,8.263550731,11.59507118,6.369713492,9.330787316,6.057745712,4.451962404,6.23592417,5.109171816,7.435061485,8.866860539,8.66226969,5.577980441,3.430188817,1.834643564,2.51358292,1.221665031,1.937507149,2.403147399,1.947634407,1.525631642,2.164712716,3.681185907,4.887306755,7.248063231,6.236125604,5.103477143,5.267542674,4.852925349,3.483675303
Suriname,10.40230469,11.4434916,9.356155039,13.58008956,10.37796528,12.57997133,2.206134527,2.061412757,9.112900619,8.555675533,11.40942403,11.29423479,12.79256035,9.781999123,12.34283951,10.32315165,19.52922191,13.14263013,8.230413003,11.29024446,9.312204049,9.465107582,9.710131423,0.3861098466,0.5316126657,1.125302929,1.351970447,2.015146494,1.650312381,9.251640529,15.65528918,10.20090461,20.07051076,,10.07623317,11.10259328,12.58252052,8.268869791,5.341307635,4.804642268,3.850391226,3.392728785,1.123344075,0.8883076084,1.681216438,2.520935941,2.494239621,5.123247218,2.856202956,4.029659693,2.439963849
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,28.53015612,31.27603523,17.44005349,14.10842142,23.10775687,25.51993931,15.59655947,14.52896302,11.2265902,10.65990751,6.157758421,1.662880377,6.615985209,5.448760376,,,,,,,,,,,,,,,,,4.568081541,4.309102582,4.091038037,3.853300032,4.116455874,3.245274198,1.892030313,1.523380204,2.129890499,1.772289601,0.842393353,2.008003775,1.816768,2.212468329,1.027148688,1.688769854,1.174237467,1.637197262,2.318406414,1.981941212,2.634302787
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,2.077322841,1.660424714,2.179243119,0.2187148267,0.3405035662,0.214684865,1.459060634,0.3548121273,0.287039853,0.4722328569,0.9843754746,0.8074425859,1.719573163,12.65364829,14.33468766,11.61551692,10.00906845,12.87261044,9.456027192,19.80992318,14.08838027,11.27416082,6.886071735,4.931182304,3.547221357,3.603983409,5.331335085,7.002447811,1.817046552,1.329282087,7.382908761,4.256733661,1.525183793,1.934767597,7.230191848,3.071100744,1.568773132,1.42483711,1.054736121,1.496784203,0.8616271045,0.752774776,0.3039126873,0.5822939087,0.4340847019,0.250966924,0.05924006696,0.2103445135,0.3047853755,0.3938641692,0.2357432855
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6201398891,1.592027019,5.077615404,5.501266731,10.6594116,9.567538897,12.47729966,11.58886115,14.98505188,16.04717468,14.45910594,10.11769846,12.67374221,11.25896582,8.840278869,6.112666861,5.651069155,8.31721961,7.837381645
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.48556653,21.38353147,28.56253348,22.48939231,30.22168632,23.07087969,22.1152071,16.99360594,13.49905933,12.4801743,10.83766732,10.32881251,10.51928211,12.4143206,11.8707629,14.95636694,13.9448233,10.83436168,13.3056434,16.93260941,11.41478477,13.90551322,13.08485329
Thailand,1.589862182,0.96935093,1.147693667,1.028385493,0.820623996,1.119281051,0.8018153768,1.031195576,1.151119988,1.018495951,1.042677515,0.8507241116,0.6583608145,0.563148098,0.5172983854,0.5683081754,0.9933834841,0.6685939598,1.085963013,1.445066499,1.301803831,1.181560066,1.074804444,1.072514272,1.115622932,1.195709654,1.099053563,0.9428599085,0.8761374453,0.96275216,0.9440756945,0.7372328435,0.6770607048,0.4713518591,0.4057999104,0.5064399666,0.4654577391,0.4240876052,0.6464946225,0.8497051131,0.5766386742,0.2491403933,0.2394632906,-0.6895172702,0.03071298052,-0.09991736355,-0.1092158394,-0.1306893617,-0.2352966408,-0.03068307226,-0.003735493378
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.55631188,69.2228164,74.76109215,56.29784497,35.79928952,21.84138883,16.13209805,14.22779151,8.439164064,8.330846096,9.203166136
Togo,0.09117077009,2.340625541,3.422491739,4.527489576,8.825690271,7.352765912,5.64879051,6.184670043,7.991318175,6.65441448,6.79421994,6.831397524,6.586095495,6.557889385,6.886126279,6.807922012,6.953976887,8.362610075,12.67502868,12.58310836,8.248904914,6.79825768,9.764884162,15.36721853,15.93294993,15.28514141,16.7251904,10.10229349,15.43855076,15.15852643,16.16078129,12.67998936,13.35520334,7.937461505,13.38670338,15.12733508,10.7988229,8.513310296,8.206741673,4.645071932,5.4968667,3.536532156,3.534209178,3.023197848,3.409484101,3.968411517,3.690508155,4.910156106,10.48355565,15.85675016,13.21703834
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,27.275535,26.65922741,28.68659904,23.57804681,21.30665924,20.71136549,24.91832756,16.38016418,22.150135,25.53541502,14.34025594,17.1025038,22.37747669,17.3538427,18.83360779,14.24779529,12.6697128,12.5555995,10.53914405,9.851130076,12.08958794,12.19907667,13.2621967,7.937772537,12.08044963,7.135390725,10.0115831,7.255145552,12.0780678,18.90347703
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,0.01543538375,0.09944738175,1.877247861,1.867681476,2.387041859,1.37948929,0.3086494077,1.248280327,0.9469295242,0.7637925177,0.7531730459,0.4335347817,0.3451646064,0.3256113553,0.2284624729,0.1969202102,0.1867387246,0.1279969473,0.0933807404,0.06637672766,-0.0309836581,0.06712334402,0.06786505698,0.05889141617,0.09251943352,0.4168583137,0.7576757787,0.2007856812,0.1461708609,0.3804534476,-0.04488655281,0.1466247565,0.03357165221,0.464284537,0.5111243486,0.3146310358,0.6166581265,0.2416968575,0.40880165,-0.02033002223,-0.02087966606,-0.1006041701,-0.02747497273,-0.0144945963,-0.01291709269,0.07895012915,0.1001608237,0.03467749352,0.036531959,0.02179628127
