Dependency ratio,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Ukraine,51.6584674,45.08655209,48.40376882,51.15541861,49.69670529,47.91841697,47.44790769,46.23168205,47.03581796,51.40395932,45.93248908,44.38413504,41.79324734,45.57644101,52.34682122,58.567219,59.8899584,58.61309353,60.40097752,65.68501471,72.9812221
United Arab Emirates,83.67503505,86.05976077,88.32723088,68.13546254,60.13385827,43.01811181,42.22939773,44.61738989,45.01931223,40.76030955,33.13321199,26.09113151,25.22777359,25.90870225,26.17173738,27.61878992,27.83644349,30.45452015,35.26840791,39.49055347,41.57027594
United Kingdom,47.18573832,49.30300154,50.77535836,51.27817261,55.4114471,55.81617955,51.90070451,47.56786477,47.64681004,54.63142139,53.48872482,51.65915392,51.40725403,55.31364266,59.30588886,63.71682787,67.46042438,68.96780107,68.1154844,67.19269612,68.29039226
Tanzania,92.60602527,92.15634979,92.71854727,92.9268654,94.62134046,95.44066697,96.10818056,95.54647588,94.21698678,92.41518223,90.94735113,90.8401439,91.78575608,93.52971073,93.96846819,93.96592931,93.59940649,93.61302721,94.16586103,94.89930578,95.38879558
United States,52.69206945,60.00487076,64.35290959,63.45574793,58.81141393,52.05767948,47.22116064,46.41218255,47.5151008,52.62699018,51.34430228,49.73170486,49.6472748,53.03538576,58.01346473,63.66959086,66.77498476,67.04529859,66.31306994,66.21966562,67.02594669
Virgin Islands (U.S.),85.43954123,88.49247535,84.48443302,80.81431669,64.86591527,82.1674961,67.15874724,62.30252888,52.45372779,53.54433466,52.57721818,50.84834319,53.71831105,61.35915127,68.92621757,78.5127569,85.83624161,87.53514,83.51924149,76.46009808,75.85105471
Uruguay,54.29415466,53.37280101,54.02816728,55.04167691,55.79391915,56.93710634,56.9689995,57.45225146,56.71954736,59.88433872,60.3688167,59.53127983,57.1979767,56.96928144,58.42188159,61.55165095,62.9565388,63.00601396,63.93252481,65.82559026,66.63536924
Uzbekistan,58.47789344,60.46022939,78.02989944,98.15880641,102.6510177,93.95174764,83.54782755,79.61127102,79.9135696,80.52816051,71.42652138,60.14581131,49.33520911,47.0401451,49.43707319,53.20796535,53.23258118,50.78490627,49.73801177,51.40228323,55.50592162
Vanuatu,95.58140491,95.81637753,95.76148763,95.38287696,93.81918402,93.1087407,92.25953142,91.08778459,89.5501836,88.30295542,83.39938907,76.57002072,71.17327929,69.59105377,69.41156515,70.78813798,70.83156925,70.80338375,70.86301397,70.97618462,72.18207999
Venezuela,82.75146249,88.34154297,92.6990244,95.81501383,93.82673559,85.98449393,77.63577554,73.01711494,70.7182146,67.16318957,62.0633221,56.98709215,54.08238091,54.18894076,55.47318237,57.23674654,57.9005121,58.01369963,58.94276832,60.68553019,62.59363147
Vietnam,55.60723738,64.13791531,77.51735348,91.84048469,95.19032264,91.23610013,89.11215895,81.8306973,77.71721558,73.43942006,64.2215327,54.67390773,45.81447734,43.73653546,45.62414327,50.31878557,54.05870059,56.75001705,58.77407699,61.01945333,63.16189431
Western Africa,80.77295874,81.31882259,82.43891249,84.9625072,87.07584802,89.07468685,91.20627139,93.88807309,93.67444787,91.33511473,88.07451222,85.64415345,83.81293808,83.21982457,83.55945664,84.60175187,85.01868572,85.28775139,85.97940691,87.16871671,88.49279322
Western Asia,73.71655394,77.04989403,83.38857582,88.44350533,86.84237788,86.02327974,83.31464866,79.57712038,75.96148435,72.36786386,66.77377437,61.23259229,56.73258139,55.14006206,56.00104767,57.8028848,59.2823034,60.77560995,62.81534744,65.43952758,68.21694174
Western Europe,48.56885613,48.89166891,51.44377614,54.14350827,55.92962632,54.39572561,49.30267889,42.5551584,42.18075284,49.00554748,49.56965945,50.73239445,51.84948756,55.28102071,60.22382058,66.93562506,73.55551361,78.08077213,78.87713768,78.61580247,79.46632281
Western Sahara,82.60233918,69.95342862,65.7459402,66.43002028,73.56767292,93.39344007,65.72313821,70.63310735,73.13320117,70.02789721,60.50924936,50.96075407,44.70132825,43.89394647,45.64717927,49.55583556,50.31761272,50.8193501,52.92364803,56.57722538,61.1025913
World,63.72643288,67.65780837,71.96418016,74.33649383,73.69233308,72.43199825,68.71222856,64.38578023,62.13839331,62.21405463,59.10735688,55.3427201,52.72190126,53.39819481,55.80442118,58.19356212,59.10108165,61.35005654,63.83216001,66.22866806,69.09355759
"Yemen, Rep.",85.40400776,91.04384665,95.84006498,99.33938293,103.520978,110.8212744,112.2456327,114.4573096,115.6394688,109.5393362,102.5961142,92.44760248,84.23772327,81.91410391,83.97511918,86.65157147,86.21618884,84.28674692,83.11226551,83.66489756,85.33378381
Zambia,90.60280084,89.48927171,89.71867739,91.25096299,95.86680618,98.48903135,99.92224293,96.79289277,93.43919,91.58387288,92.67188887,96.08839924,96.9771449,96.8765499,96.76072645,98.22832627,98.3228404,97.71226421,97.47423604,97.98638234,98.53439759
Zimbabwe,82.07882994,88.54965978,94.05029635,103.565254,104.6583715,105.3303541,107.0471254,102.8548503,95.42961883,90.37379139,83.95031079,81.07405001,77.29845372,71.12425367,70.65224812,71.45803966,68.07163101,62.9735078,60.10372896,61.04158041,64.55618864
