"Energy use, per capita (toe)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Nepal,,,,,,,,,,,,0.3000603447,0.301353592,0.3034269392,0.3024313145,0.3010112338,0.2993631955,0.2998507407,0.2993755774,0.3021800158,0.3032004817,0.3012153616,0.3022868127,0.3049081021,0.3052807787,0.3008711145,0.3037020985,0.3021474378,0.3019608477,0.2987257377,0.3033985945,0.3056470819,0.3054606226,0.3058408023,0.3089064596,0.3108007308,0.310468654,0.3126819711,0.313034728,0.3223533299,0.3322751492,0.3352489717,0.3312438462,0.3330451932,0.3305823161,0.3347129393,0.3276078447,0.3274457971,0.3320693001,0.3384444324,0.3410612455,
Netherlands,1.825735327,1.878975096,2.080965372,2.268426385,2.34914885,2.493192288,2.605559088,2.762728901,3.042743435,3.362748626,3.765564988,3.855310437,4.381006532,4.613210547,4.501352597,4.318727735,4.742979854,4.560275213,4.662605278,4.868635594,4.548824789,4.26941412,3.785115936,3.935956879,4.147701528,4.184429814,4.317315591,4.387670689,4.32110053,4.32385818,4.393203696,4.602643645,4.501660875,4.508459639,4.509468669,4.576470376,4.72819397,4.579474782,4.599693555,4.519164325,4.59782834,4.712299625,4.68798228,4.807931279,4.856638946,4.829935573,4.700183242,4.843796088,4.837166893,4.729159957,5.020998479,4.644801749
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,1.73146543,1.808444435,1.820007655,1.967053875,2.217401563,2.274703242,2.320385291,2.208880731,2.33983152,2.408689051,2.492599352,2.422680336,2.649752402,2.70810286,2.958180706,2.838947488,2.996652307,3.124995513,3.031799308,2.834458025,2.886324007,2.8499856,3.012971389,3.076830244,3.251076198,3.448328355,3.464096048,3.452525654,3.608798806,3.846738603,3.864616794,3.770988241,3.811155251,3.986439729,4.026704144,4.05338542,4.141267417,4.251904636,4.155024377,4.313226774,4.422104103,4.412002835,4.335665443,4.183350963,4.255055413,4.075089141,4.054329924,4.049825935,4.079142168,4.044953195,4.166425203,4.086158404
Ngorno-Karabakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,,,,,,,,,,,,0.5016461232,0.4977069142,0.5259675605,0.5336509491,0.5337969559,0.5530653471,0.5879304172,0.5495242871,0.4595146442,0.4729365028,0.4709900497,0.4657273209,0.4715068344,0.5134288432,0.5244613594,0.5173948115,0.51055188,0.4893692271,0.5066297159,0.5078318587,0.5121322268,0.5180869172,0.5008823565,0.4979178985,0.5042186395,0.5104703746,0.5275697495,0.5130886588,0.5280601754,0.5361814564,0.5376797928,0.5533081826,0.5861700355,0.6107381761,0.6131895222,0.628954404,0.5532006484,0.5409140892,0.5333690587,0.5419963121,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,,,,,,,,,,,,0.6140176464,0.6197379039,0.6304829607,0.6326051126,0.6407214019,0.6533180997,0.666295404,0.6761945227,0.6828703501,0.6944338266,0.706945707,0.7225766361,0.7253073079,0.7107024641,0.7157047117,0.7057372158,0.7120211284,0.7140624271,0.7197218843,0.7235345535,0.7384989055,0.748530479,0.7428155718,0.709184439,0.7048133518,0.7172742236,0.7314384133,0.7157608774,0.7242003041,0.7324486887,0.746878305,0.7501118576,0.7440410232,0.745978968,0.7617430538,0.746515802,0.7327170927,0.7381253786,0.7071042611,0.7136144128,
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,1.90617493,1.937644745,2.052054484,2.182993108,2.320013134,2.53959773,2.710078199,2.815687987,3.052896565,3.193655078,3.417674662,3.407062292,3.49596034,3.600382719,3.572975451,3.642367092,3.951896749,4.049640322,4.350585204,4.45771669,4.483164367,4.406451493,4.254671262,4.419380288,4.663362156,4.806171969,5.015464969,5.037641647,4.807193416,4.972577309,4.951709465,5.090342847,5.143435484,5.443251621,5.298709384,5.377080894,5.186665894,5.461540644,5.668474797,5.896888846,5.809788627,5.942569938,5.489419608,5.919067309,5.756449277,5.787936775,5.817682066,5.849373762,6.250025167,5.83116789,6.637364366,6.032852989
Oman,,,,,,,,,,,,0.2990475688,0.1105422858,0.1178691076,0.1740688834,0.2659275554,0.3993596136,0.7461757339,0.5264737016,0.755179854,0.9733429157,0.7841202761,1.124293118,0.9809466736,1.531665447,1.371716036,1.237920626,1.371608057,1.275998632,1.427488644,2.258014887,2.999851056,2.68308443,2.797788206,2.721226197,2.731220806,2.771265269,2.967285677,2.99802737,3.117370645,3.569938648,3.694127821,3.828919429,4.002571098,4.037684331,4.433810933,5.485200874,5.70241923,6.025569566,5.498760573,7.187670512,
Pakistan,,,,,,,,,,,,0.2791982941,0.278876724,0.2845615677,0.2922842803,0.2969397186,0.2915046754,0.295198423,0.2964984212,0.3030249139,0.3084503949,0.3180232521,0.3266328015,0.3319221824,0.3320973999,0.3380907984,0.3411662197,0.3628476864,0.3682731185,0.378097831,0.3814923194,0.3841645892,0.3985203987,0.4079511417,0.4136781771,0.4215837986,0.4285180085,0.4279148458,0.4253567686,0.4373139495,0.4392840167,0.4374069226,0.4336008634,0.4456458521,0.4679259343,0.4760369479,0.4876393851,0.5055788481,0.4873992502,0.4931094292,0.4873155908,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.868624561,,,,,,,,,,,,,,,,,,,,,
Panama,,,,,,,,,,,,1.079012955,1.160407293,1.239310543,1.192723125,0.9838359573,0.943475939,0.9060684009,0.8742394511,0.9071567299,0.720256074,0.7547277358,0.8101945128,0.8423855328,0.7605924608,0.7138914785,0.7096809269,0.7465701362,0.6804886515,0.6294681768,0.6171041663,0.6522651508,0.7326174764,0.730273747,0.7525219194,0.7445349629,0.7792688628,0.8049345084,0.9035957114,0.8779374377,0.8722737123,0.9346585298,0.8546096067,0.8476320281,0.8194146455,0.8887398748,0.9388420325,0.8957078175,0.9147197685,0.9907481468,1.072733037,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,,,,,,,,,,,,0.5378377762,0.5385939071,0.5691842572,0.5511034665,0.5260100074,0.5455006477,0.5782202219,0.6286938523,0.6208977108,0.6525077877,0.6328398441,0.6271283361,0.6224807362,0.6156560954,0.6104343288,0.6180618964,0.693777077,0.7216382827,0.7650973703,0.7238933424,0.7285144377,0.7071880361,0.716983223,0.765212835,0.8186233999,0.8187456041,0.8710452375,0.8413141948,0.785919675,0.7205453165,0.7185049068,0.6981552854,0.6985345031,0.6916460048,0.6704298676,0.6783051018,0.6904218542,0.6978736942,0.7057433334,0.7418869609,
Peru,,,,,,,,,,,,0.6731789731,0.6548818322,0.6635526981,0.6828785703,0.6837784117,0.6757988098,0.6816403644,0.6442418623,0.6254744588,0.6512329153,0.6392514748,0.6352833551,0.5705469227,0.5711513234,0.5436805576,0.541390495,0.5436659727,0.5232003988,0.472754652,0.4488828199,0.431642028,0.4117613517,0.4314057217,0.4387922796,0.4604488163,0.4659934559,0.4434165137,0.4587553574,0.4810741589,0.4725744877,0.4497078992,0.4467138127,0.432371271,0.4726062479,0.4951523052,0.4753942088,0.5089119614,0.5285533974,0.5504488381,0.6671311194,
Philippines,,,,,,,,,,,,0.4197032788,0.4102419629,0.4440342326,0.4327646446,0.4461000455,0.4545432264,0.4604972595,0.4552521476,0.4688984577,0.4760710237,0.4654198835,0.4645946243,0.4915338243,0.4300446585,0.4396012318,0.4278256107,0.4353950264,0.4485231024,0.459616038,0.4643312752,0.4527155389,0.4623789258,0.451395788,0.4726169439,0.4843087006,0.4898612719,0.5042148433,0.5081405481,0.5095668356,0.5157356235,0.4837824427,0.4807958079,0.4717495166,0.4603772476,0.4530399148,0.4414278388,0.4344387365,0.4436954779,0.4154975912,0.4340163055,
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,1.827975619,1.89410259,1.976834155,1.984224277,2.031594168,2.088014991,2.140893027,2.199042241,2.290229111,2.438355367,2.550004133,2.627066299,2.693818515,2.784356121,2.882196387,3.029409265,3.157942008,3.251810643,3.48840569,3.565330051,3.559325746,3.245311549,3.412507883,3.350915465,3.211684144,3.351927866,3.464259898,3.535509316,3.496989979,3.259234553,2.705391456,2.640924392,2.569112854,2.624547468,2.495841983,2.57731748,2.679011567,2.641705955,2.469766238,2.405229906,2.317483907,2.346067813,2.324201883,2.384658249,2.393026786,2.420428846,2.549495301,2.539933464,2.567613487,2.463505216,2.657011347,2.685341585
Portugal,0.3369136017,0.3658401159,0.363164048,0.3949389587,0.4102518271,0.4408829378,0.4517508137,0.4865854153,0.4971290025,0.5799724928,0.6638615064,0.7260504577,0.7452839546,0.7988351809,0.8243612187,0.8453624414,0.8723493743,0.8453689451,0.9167693877,0.9981606963,1.022463649,1.006494127,1.119204631,1.117913127,1.115894269,1.093858572,1.20847428,1.241195665,1.299585114,1.575754523,1.676744412,1.700052709,1.807825072,1.779336246,1.82232291,2.015020474,1.99294005,2.092466446,2.254810752,2.409959881,2.412804782,2.41081846,2.490621941,2.406715209,2.459618148,2.508874703,2.333476595,2.385064009,2.299879415,2.271501706,2.213050887,2.176044937
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,7.832949835,7.879893521,10.17119407,8.087444977,12.78630516,9.055898601,9.750127314,8.526699335,13.85458839,15.02060976,16.28515097,17.05870705,15.57661267,15.92342293,14.74644979,14.37661966,13.95575373,13.91204303,13.60788479,13.01972043,14.21361658,14.61358776,15.11691425,15.1184345,15.75859593,16.19221072,18.13744097,18.4063386,18.91069367,17.61996389,19.43365342,19.37524372,20.09811783,23.07109877,20.47380101,18.7495615,17.44572871,15.31043078,14.62567962,12.79943291,
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,,,,,,,,,,,,2.058858004,2.131873399,2.295751696,2.285599718,2.432810251,2.594392518,2.735439116,2.921299554,2.882334152,2.932527293,2.888797091,2.876733331,2.890319977,2.856939637,2.853794833,2.917175917,3.027565216,3.033684681,2.987040021,2.681796892,2.230898883,2.051101583,2.002159531,1.892006634,2.053155953,2.108834147,1.990030406,1.822847023,1.613154391,1.613200053,1.662658317,1.748425375,1.813551257,1.782731478,1.786640943,1.847583986,1.84239908,1.838418979,1.619584616,1.632155535,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.928792747,5.861248526,5.351216324,5.057920455,4.428889427,4.297570241,4.264848347,4.086636907,4.002407293,4.162338175,4.23275414,4.289249641,4.28836168,4.462829855,4.500479474,4.55264846,4.706475782,4.733220844,4.850177591,4.558628603,4.943087775,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.514,,,,,,,,,,,,,,1.565622232,1.606572713,1.585995061,1.645030225,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.417,,,,,,,,,,,,,,0.7387615893,0.7484938843,0.7152001058,0.7603749599,,,,
St. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2739336988,,,,,,,,,,,,,,0.6079251331,0.6160636293,0.6426853229,0.6418485237,,,,
St.-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2680365512,,,,,,,,,,,,,,0.3116322295,0.3162502705,0.3153247845,0.3199523381,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202,,,,,,,,,,,,,,0.2528091756,0.2817418197,0.2839259211,0.2796118479,,,,
Saudi Arabia,,,,,,,,,,,,1.22051319,0.9904259201,1.092153169,1.161774286,1.193921334,1.310939094,1.384785946,1.966601652,2.435675244,3.173037936,4.052192675,4.261084054,4.379392523,3.64408634,3.47896782,3.314448061,3.795774888,4.178965976,4.030800406,3.702785225,4.175001638,4.60937997,4.579612516,4.774996359,4.734288926,4.954286029,4.69048553,4.922251634,4.935510089,5.0547973,5.157097844,5.44904816,5.434781217,6.190536977,6.053805323,6.379735088,5.650426973,5.888245793,5.888098689,6.167943841,
Senegal,,,,,,,,,,,,0.2934985098,0.2881847618,0.2922601486,0.2913352803,0.290040029,0.2887427222,0.2889327714,0.2828503543,0.2886986983,0.2882995602,0.2787836817,0.2686467496,0.2617127887,0.2675646344,0.2504173757,0.2543593212,0.263074873,0.242728784,0.234065049,0.2328770282,0.2242979256,0.2314356722,0.2239986204,0.216245576,0.2228231745,0.222287814,0.2297954258,0.2366652068,0.2433174476,0.2522475079,0.2655780538,0.2625569255,0.2482416899,0.2585261606,0.2567071024,0.2505185303,0.26143256,0.2610367263,0.2698164223,0.2719735384,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5504855,2.169582376,1.95361823,1.647422992,1.507230736,1.755209268,2.091297796,2.234450728,2.235677867,1.628954481,1.771192412,1.937600829,2.056138968,2.155556426,2.356533971,2.157162922,2.302391572,2.254633189,2.29464325,2.082238201,2.140986083,
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.537,,,,,,,,,,,,,,3.103030303,2.750301568,2.872340426,2.410828737,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,,,,,,,,,,,,1.292180312,1.569762546,1.711835841,1.795817937,1.640198409,1.693468818,1.763457634,2.214254036,2.130395554,2.125918393,2.124714962,1.986686437,2.195940321,2.455683016,2.472929459,2.62684925,2.753471351,2.977146873,2.892426134,3.779059403,4.156648592,4.578052434,5.477228308,6.450552501,5.337158462,5.41225679,5.874247102,5.073730648,4.56489681,4.647038407,5.124957467,4.991246408,6.131550987,7.390249598,5.264322753,5.35476462,4.735847099,4.92368992,5.509207434,6.455726949,
Slovak Republic,,,,,,,,,,,,3.128601988,3.224519441,3.343354494,3.464066088,3.539879365,3.631260796,3.780589447,3.929157026,3.967238128,3.985806099,3.87434035,3.756584985,3.76953168,3.933968872,4.016907773,3.981140151,4.076373391,4.107745102,4.084868446,4.024666048,3.606582437,3.410722607,3.334794345,3.260631824,3.315547056,3.363728586,3.361641605,3.256334459,3.271413931,3.292630532,3.456686696,3.48249098,3.464735435,3.409801841,3.49553657,3.457429774,3.306946709,3.385488473,3.086145658,3.280465789,3.113755699
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.857564531,2.77895039,2.584050172,2.715197621,2.827922187,3.049386594,3.178709643,3.310237991,3.253808861,3.242486681,3.224379501,3.379241087,3.424452879,3.463336027,3.570021612,3.645458526,3.648401888,3.62744621,3.829025744,3.476305224,3.520166378,3.528831871
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1722369939,,,,,,,,,,,,,,0.1269371595,0.1234554762,0.1221532091,0.1289049125,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,2.009919076,1.997498239,2.079134844,2.108289059,2.182605508,2.209712391,2.208549179,2.284818008,2.308239187,2.370988541,2.545501513,2.699728454,2.679379628,2.832522568,2.759691011,2.801219776,2.831147544,2.876230913,2.693537555,2.583979091,2.643266111,2.41439821,2.53344892,2.564266855,2.647773466,2.653806241,2.648006306,2.542175547,2.540717493,2.483263886,2.502780021,2.413791913,2.545162388,2.758439316,2.716048671,2.665683161,2.845049106,3.027596241,2.925336723,2.737815,
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,0.5308377278,0.5575992908,0.6052235273,0.6235181841,0.6836855542,0.7147215779,0.7907917042,0.8813832486,0.9936645683,1.049791164,1.123102994,1.246097896,1.299431016,1.481228562,1.589969551,1.618020826,1.717313212,1.667646016,1.757033655,1.768328553,1.80810483,1.820975822,1.762404545,1.78376648,1.815877916,1.845711309,1.878164426,1.919341707,2.067904749,2.271750985,2.318760755,2.399638394,2.435018709,2.329018995,2.451655781,2.559005522,2.515801663,2.66765197,2.79128052,2.911279061,3.029303397,3.070926564,3.120078962,3.172160583,3.257794368,3.269024691,3.212914183,3.204821949,3.0518988,2.776293476,2.772666849,2.723006813
Sri Lanka,,,,,,,,,,,,0.2992843972,0.3145559443,0.315788557,0.29566486,0.3044560611,0.3015602537,0.2938390475,0.3044937984,0.309983969,0.3075051875,0.3115136391,0.3220036852,0.318984303,0.3246948023,0.3153430122,0.3200215787,0.3274125084,0.3275800349,0.3241936404,0.3241952395,0.324298083,0.3297263285,0.3432855605,0.3251418031,0.328036502,0.366518161,0.3750767449,0.376907155,0.3967540932,0.4359003769,0.4282371123,0.4333027324,0.4528248579,0.4526871623,0.4581967522,0.457413939,0.4621665752,0.4422962853,0.4444387286,0.4778918801,
Sudan,,,,,,,,,,,,0.4627764611,0.4573034473,0.4572052531,0.4480992077,0.4358437974,0.423008178,0.4224326174,0.4156603444,0.4064874868,0.4167794753,0.4070302788,0.4112623353,0.4107620175,0.3969993705,0.4021892404,0.3975956793,0.3822381699,0.397112543,0.3880604335,0.4011972597,0.3906098599,0.3804554292,0.3599350115,0.4063888077,0.3974342781,0.3967509958,0.3950433214,0.3894833337,0.4215972756,0.3902062638,0.4002430531,0.4252988111,0.4210758037,0.4145285924,0.3939179887,0.3961915608,0.3739541659,0.3642740793,0.3735759585,0.3709316423,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.366475898,,,,,,,,,,,,,,1.34621155,1.393968283,1.414105004,1.399626766,,,,
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3578420515,,,,,,,,,,,,,,0.3995693312,0.3921664988,0.3985244778,0.4146644159,,,,
Sweden,2.698792303,2.742123469,2.887236252,3.080414075,3.273508965,3.43754077,3.636643857,3.630194139,4.000823278,4.303223917,4.681299836,4.450382511,4.52721372,4.773811403,4.510443011,4.764499013,5.151251367,5.054833764,5.016789117,5.22960754,4.871583657,5.097154343,4.877774432,4.941260168,5.21625146,5.656187151,5.878787368,5.763456137,5.85441823,5.594546969,5.514550053,5.650773931,5.369584937,5.33409378,5.6601072,5.70217184,5.824991364,5.672034064,5.769687155,5.661519796,5.360145147,5.680280487,5.802110105,5.65043805,5.847344163,5.711127283,5.529077953,5.472135392,5.379959103,4.88320049,5.468217424,5.225873268
Switzerland,1.398654836,1.454755116,1.56891106,1.869587498,1.819435337,1.943600516,1.966692137,2.0408279,2.172603883,2.33444403,2.556658707,2.637670782,2.727719217,2.998005183,2.783514537,2.710772924,2.821012886,2.877792909,2.995016825,3.042179155,3.170575472,3.093323276,2.984223263,3.173307578,3.239369965,3.412391109,3.54452206,3.430855513,3.436875833,3.339083472,3.62140603,3.628017767,3.606243829,3.484488269,3.490192807,3.416947948,3.467909529,3.527223806,3.559098374,3.548321659,3.481487281,3.674225233,3.554391069,3.543078956,3.531474601,3.488804731,3.61976081,3.412123134,3.501333673,3.483224647,3.348752446,3.22709637
Syria,,,,,,,,,,,,0.3609289876,0.2903385773,0.2917993565,0.3627105484,0.4045667592,0.4432470034,0.476839998,0.5044742257,0.6328608164,0.501337949,0.5782869055,0.6698121735,0.7417308771,0.8250270405,0.7405074338,0.7365204875,0.7939419947,0.7977222003,0.7771833572,0.849173036,0.8985022517,0.8350494354,0.8158133774,0.8283732999,0.8537094784,0.8797730646,0.9335479829,1.02473342,1.00574006,0.9860068472,0.9503642253,0.9865847963,0.9458294245,0.9962435011,1.124860245,1.146794176,1.184846715,1.17385156,1.059623232,1.062966333,
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000867032,0.9357693653,0.7507090479,0.5764268833,0.4354733834,0.3852681128,0.3665738164,0.3601252847,0.3734185447,0.3666893393,0.348085077,0.3405151023,0.3386774877,0.3423724941,0.3670898059,0.362696413,0.3700350089,0.3907747623,0.3692888023,0.3440005661,0.3355183592,
Tanzania,,,,,,,,,,,,0.5394624792,0.527100994,0.5134469621,0.495449142,0.4800982477,0.4698245666,0.4554729779,0.4464918871,0.4368634324,0.428937788,0.421607918,0.4146584691,0.41011998,0.4053006713,0.4012927327,0.3987193336,0.3939523309,0.3891067355,0.3855349775,0.3819988234,0.3772080531,0.3694644704,0.3670588252,0.3619365293,0.3680821081,0.3624736321,0.3566138745,0.3684361424,0.3841025348,0.3933803592,0.4067608702,0.4162783366,0.4210904282,0.4286589607,0.4421304213,0.4470266704,0.4466260927,0.4486571024,0.4458533903,0.4477589663,
Thailand,,,,,,,,,,,,0.3602029677,0.3674168658,0.3880555882,0.3857939059,0.4089842716,0.4334546884,0.4508231987,0.4580607166,0.4734813936,0.4633698255,0.458925018,0.4550185311,0.4100885657,0.4442976155,0.4727504121,0.4871688404,0.5279572212,0.5911083091,0.6505533724,0.734929359,0.7892355077,0.8334418445,0.872769043,0.9576653961,1.038120285,1.149081087,1.157515444,1.072523195,1.131294195,1.14455487,1.164108294,1.272481642,1.363118379,1.457623565,1.486778567,1.501912551,1.547075731,1.576957189,1.56172725,1.698856203,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05954678735,0.0589955499,0.05816022452,0.05831572708,,,,
Togo,,,,,,,,,,,,0.3356307454,0.3354029479,0.327544814,0.3203127046,0.3266981811,0.3203191612,0.3330605159,0.3354059109,0.340721889,0.3329033743,0.3292705489,0.3352413041,0.3156707114,0.3167238263,0.3119699417,0.3294576408,0.3377797058,0.3345785514,0.3354350074,0.3446288087,0.3452290041,0.3426084559,0.3376114494,0.3736274745,0.3833702281,0.417268787,0.3979526591,0.411118417,0.4548159288,0.4403325834,0.4274637231,0.4319265464,0.4453866078,0.4400353386,0.438560596,0.4281924763,0.4348399407,0.4436149055,0.4452164987,0.4460935818,
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2663748187,,,,,,,,,,,,,,0.5683744491,0.5647702277,0.5611119861,0.5672149745,,,,
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,2.697727986,2.725622699,2.65914276,2.675575451,2.301558471,2.528652554,2.830489467,3.355318477,3.424562263,3.550318123,3.704751852,3.6584892,3.72351376,4.138295279,4.341031861,4.490340182,4.192561496,4.572440278,4.415062147,4.925870469,4.860734844,5.302319832,5.034338488,5.025605746,4.874918645,5.731535066,5.374923557,6.212053105,7.038236933,8.26030333,8.880125247,9.457519192,10.4196223,10.77204335,12.75549763,14.82372703,15.22226463,14.53082552,15.1688758,15.91329852,
Tunisia,,,,,,,,,,,,0.317897666,0.3417378115,0.3499966393,0.3824285249,0.3873238282,0.4037335939,0.427302716,0.4567926465,0.48286241,0.5118952068,0.5143687383,0.4930486066,0.5461560795,0.5673946114,0.5732657119,0.5477949114,0.5426451427,0.5575094708,0.5484384474,0.6065643088,0.5888664615,0.6416905971,0.6124992492,0.6501170679,0.6479847056,0.6674961768,0.679072382,0.7307618956,0.7455585402,0.7639368432,0.7971309543,0.7987853076,0.8158280656,0.8520330434,0.829038289,0.8641204001,0.8839812814,0.9126739537,0.8664194988,0.9128086756,
Turkey,0.3796039492,0.3754993837,0.4000097052,0.4098689999,0.4218366098,0.4337863696,0.4659317489,0.4724597495,0.486300407,0.5018973865,0.5135427573,0.5392001204,0.5956838108,0.642865318,0.6507402318,0.6759065828,0.7198797213,0.7728543049,0.7536705978,0.7011902734,0.7129472169,0.7026107994,0.7294980151,0.7545789711,0.7674429675,0.7958696249,0.8405480679,0.9135866581,0.9050483259,0.9228068968,0.9746125772,0.9458873869,0.958422169,0.9987847961,0.9704461513,1.045536125,1.118913219,1.159549255,1.16097871,1.122559776,1.199917938,1.090739713,1.134488033,1.173257556,1.20259685,1.238261636,1.347092702,1.428791115,1.388840195,1.359301796,1.445082463,1.550560326
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.788931298,4.046795499,2.689952249,2.640175885,3.259105821,3.278779659,2.813102639,2.773752529,2.692457818,3.154413816,3.163360931,3.263171181,3.28155909,3.623758367,3.694367471,3.831835915,3.864845131,4.433502791,4.493747148,3.872387378,4.225861985,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.851537963,4.852686875,4.210400808,3.7276789,3.192737046,3.180071292,2.94164246,2.837781515,2.706204306,2.719064449,2.720694089,2.754511935,2.813149422,3.025128569,3.032051417,3.03336597,2.935230055,2.953032992,2.943144502,2.439313991,2.844932648,
United Arab Emirates,,,,,,,,,,,,3.713219511,3.25553477,3.405786737,2.957242079,3.631105755,3.941217829,5.667802794,5.758604164,6.005157363,7.116593914,8.122514886,8.353555925,7.653333837,9.442020782,10.16781468,10.90733055,11.40571948,11.01235371,11.98596914,11.2924874,12.29906399,11.0997371,11.08191812,11.66768892,11.78849446,12.64208768,11.82260138,11.63547084,11.25728934,11.19019242,11.86385738,12.46761551,11.81752588,11.5659093,10.62317068,9.844731024,9.61290239,9.397846945,8.697749255,8.271473929,
