"GDP per capita PPP, with projections",1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.6252695,,,,,,,,,,,,,,,,,,,,871.6252695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885.413657,1867.467953,2002.03825,1839.596792,1863.056379,1769.57308,1743.092126,2140.948911,2333.662629,2426.435037,2770.221511,2695.384053,2794.951447,3156.637637,3364.751914,2982.768041,2730.32087,3176.315407,3266.506278,3664.862775,3949.398338,4246.477423,3317.390147,3498.617911,4011.228935,3419.661928,3611.766785,3436.586789,3830.907625,4131.047124,4562.362257,4580.222856,4464.287584,4694.412985,4708.232341,4832.383347,4726.01099,4923.208483,4777.657074,4091.984842,3949.966432,3767.939429,3397.615635,3961.683426,4038.953416,4263.132851,4242.313855,4452.290181,4807.279084,5035.788573,4861.297728,4962.41598,5178.195978,5356.784882,5456.673947,5081.199522,4633.642634,4393.51848,4518.049602,4790.215524,4909.124019,4872.965364,5149.629836,5084.615599,5199.515795,5202.228574,5393.041392,5368.423104,5248.212896,5757.534492,5482.916902,5845.221938,6359.641157,6560.387518,6322.978588,6252.858599,6362.125843,5911.315053,6107.586028,6242.599448,6566.88202,6630.034401,6856.856212,7157.85635,6575.45436,6984.75572,7367.286043,7133.166023,6852.536341,7452.885451,8022.442672,7955.974182,8052.953021,8284.391228,8870.893961,9212.30291,9408.191221,9443.038526,9633.499469,9989.810115,9766.384046,9611.920559,10079.02674,9602.714509,10124.85647,10126.50131,9421.942886,8997.897412,9238.605312,9301.552359,8525.606139,9026.855746,9139.671389,8845.591444,8107.715406,7846.612519,8575.874906,9308.41871,9742.077436,10206.90178,9807.788607,10245.38281,10967.28195,11272.74873,10771.0783,10571.36362,9992.710539,8797.640716,9481.372262,10232.09685,11063,11865.5823,12748.36362,13457.94875,13420.78925,14486.6366,15595.3872,15714.10318,15969.42722,16337.87907,16640.07548,16947.85456,17261.71881,17581.22768
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.4032544,,,,,,,,,,,,,,,,,,,,378.4032544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.2859928,461.6617509,538.6102643,516.9624275,479.6189635,476.5750906,435.5542585,475.7490161,537.9307472,610.2406851,563.435162,619.1673028,607.4406838,622.1988958,658.7608479,643.163582,657.7336602,713.1316628,662.4406474,730.9326378,645.5117907,615.5670882,590.1764881,643.0742202,666.1664992,709.2366546,653.7912867,704.812552,738.7692001,703.8834861,722.8029802,700,583.2888855,486.0370342,405,384.4801685,365,395.851014,429.3096583,465.5963385,504.9500896,547.6301507,593.9176725,644.1175695,698.5605289,728.4598497,733.4117486,720.4768941,745.8997149,812.5265938,926.9462674,987.7767448,1067.332418,1061.94241,1102.479577,1054.198577,,,,,,928.3516342,1029.173393,1160.145606,1264.285842,1366.371814,1346.227412,1405.821985,1438.947336,1480.306673,1575.263689,1692.015103,1692.70387,1783.993089,1729.096213,1855.114897,1926.818232,1946.746954,1873.854771,2087.186995,2178.763371,2258.724219,2333.60693,2445.955988,2456.958013,2621.394192,2664.763312,2653.313401,2849.086258,2879.523995,2836.370883,2917.316435,2934.344738,2956.633775,2893.305245,2849.042534,2827.512307,2848.8309,2890.308441,2875.388162,2851.032598,2917.336155,2905.170155,2918.332497,2922.281369,2809.07262,2436.614192,1442.937796,1375.723254,1498.936462,1632.305001,1731.633277,1791.34719,1928.32665,1992.959495,2114.056874,2328.459773,2692.304039,3078.901731,3413.908337,3903,4413.18025,5011.554686,5346.980658,4544.938774,4598.933383,4767.394284,5059.087964,5224.3849,5384.737305,5560.674267,5742.359666,5929.981316,6123.733182
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.8550543,,,,,,,,,,,,,,,,,,,,575.8550543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.481351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4223.842296,4567.57149,4939.758007,5344.091474,5785.94293,6270.225412,6803.639373,7390.359942,8026.343035,8701.788291,9409.562085,10133.57728,10874.91495,11672.80277,12589.72147,13681.02242,15016.42866,17674.3389,21252.4093,23845.23818,24316.96867,25167.85978,25120.54961,25277.5689,25830.4829,25359.88285,24966.42801,26483.66862,27963.77489,27962.88632,28711.442,27884.98526,26467.87062,25782.76564,26972.69512,26762.65268,26415.89058,26645.25496,25354.97423,23369.71703,21868.81982,23661.38759,,,,,,,
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.4782089,,,,,,,,,,,,,,,,,,,,701.0331109,707.3868853,728.1423028,752.8250927,794.9419617,833.1985818,848.9757789,874.7841624,896.7575579,946.5774222,1148.373034,1186.799931,1213.290572,1217.707878,1280.797407,1550.028647,1523.080584,1596.550791,1576.687424,1470.984034,1859.368278,1586.062087,1446.57958,1677.462275,1906.608964,1961.665562,2168.183515,2508.305138,2870.398955,2836.113984,2673.32294,3172.922193,3721.005904,4073.938461,3567.465497,3385.664388,4131.485722,3645.85732,3109.07553,4013.758079,3917.421846,3858.20797,3707.758687,3695.495127,3919.090458,3738.030041,3848.344554,4207.414083,4272.09244,4187.155572,4430.132029,4464.330778,4809.347969,5175.051315,5190.166201,5600.813483,5423.581377,5462.604532,5789.203536,5691.191447,5800.015604,6029.338016,5498.492674,6057.015766,5824.66202,5985.267634,5859.638197,6268.788717,6095.556121,6424.583635,6033.195725,6315.769369,5407.557737,5018.362604,5096.427822,4719.827395,4987.327137,4628.718304,5266.597113,5196.680218,5431.847866,5195.496386,5173.654881,5516.934046,5812.656287,5795.385304,6100.474275,6248.057224,6351.846733,6740.939357,7051.188545,6907.655197,6900.480537,6979.43644,6803.41434,6627.252959,6602.491052,6484.479734,6227.920318,6382.251124,6449.930564,6646.501459,6853.396852,7027.100462,7332.158696,7515.769014,7542.122785,7503.191194,7378.650667,7123.121547,6372.40142,5892.345798,6176.778449,6553.905457,6848.21827,7197.033943,7465.367975,7776.392163,7966.788025,7911.61446,8345.497218,9187.459708,10158.17646,10425.31891,9964.05935,9361.604115,8925.84357,9019.861901,9430.036273,9794.561923,10031.12138,10160.73672,10039.59564,10157.91298,10544.08738,10864.61774,10974.12837,10949.64959,11240.95886,11678.07069,11897.96372,11711.50002,12217.22686,12722.21702,13329.89726,13739.92688,13860.95806,14526.12465,15088.55836,15647.10938,16273.14214,16633.1259,16788.62948,17429.71805,17574.58167,17824.57038,18351.06793,18334.19751,18635.0381,19380.63562,19505.55452,19841.87946,19477.00928,19214.56115,20295.25294,21040.4946,21168.81051,21888.88903,22508.19078,23133.97635,23151.89034,22893.85675,23424.76683,24053.10102,24780.17241,25518.71544,26151.13247,26997.93657,28169.15341,28983.2672,29241.5145,30043.24277,30687.75473,31634.24243,32098.50615,32798,33204.15573,34196.81242,34444.33306,34389.09927,34884.76376,35253.93842,36064.73728,36674.10844,37418.89807,38084.6102,38766.31894,39524.90477,40302.3838
Austria,1403.59853,1404.448052,1405.298088,1406.148639,1406.999704,1407.851284,1408.70338,1409.555992,1410.40912,1411.262764,1412.116924,1412.971602,1413.826797,1414.682509,1415.53874,1416.395489,1417.252756,1418.110542,1418.968847,1419.827672,1420.687016,1421.546881,1422.407266,1423.268172,1424.129599,1424.991547,1425.854017,1426.717009,1427.580523,1428.44456,1429.30912,1430.174203,1431.03981,1431.905941,1432.772595,1433.639775,1434.507479,1440.072847,1445.659806,1451.268441,1456.898835,1462.551074,1468.22524,1473.921421,1479.6397,1485.380165,1491.1429,1496.927993,1502.73553,1508.565597,1514.418284,1520.293676,1526.191864,1532.112933,1538.056975,1544.024077,1550.01433,1574.979831,1600.347442,1626.123639,1652.315004,1678.928224,1705.970093,1733.447515,1761.367505,1789.737193,1818.56382,1837.096332,1855.817704,1874.72986,1893.834745,1913.134323,1932.630578,1952.325515,1972.221157,1992.319551,2012.622762,2034.396788,2056.406382,2078.654091,2101.142492,2123.87419,2146.851815,2170.078029,2193.555522,2217.287011,2241.275245,2262.883296,2284.699669,2306.726374,2328.965437,2351.418906,2374.088848,2396.97735,2420.086519,2443.418483,2466.975389,2483.914637,2500.970196,2518.142866,2535.43345,2552.842759,2570.371606,2588.020814,2605.791209,2623.683622,2641.698891,2813.03723,2815.199478,2730.961001,2834.038906,2829.195038,2873.939767,2952.651722,3031.030479,2990.805624,3013.102245,3115.996949,3115.191688,3222.364439,3287.397751,3245.889184,3329.945528,3538.380388,3508.787853,3454.418922,3619.155957,3720.231825,3771.428926,3764.678388,3951.402463,4024.65107,4053.251451,4105.883335,4303.405161,4359.564788,4362.272408,4344.52381,4477.801482,4480.786948,4513.372878,4728.122388,4870.982446,5130.407732,5113.094126,5056.77479,5090.029917,5205.803484,5422.19218,5360.932918,4448.443892,4104.035609,4064.743048,4000.86734,3952.159349,3494.548458,3731.71426,4099.617665,4451.321059,4396.76057,4892.643745,5208.473752,5279.8142,5422.717609,5657.597568,5721.425891,5546.908525,5085.874283,4547.490864,4382.761331,4411.249995,4496.448587,4632.646452,4881.744877,5506.348124,6336.14568,6124.691158,6524.021689,6161.22702,6287.804201,5888.207552,2667.850644,3026.574415,3351.408246,4276.52316,5094.411238,5733.098114,6124.928282,6137.076492,6399.786948,7045.971274,7817.250888,8348.449465,8842.59803,9137.296178,9360.853847,10083.83005,10560.9654,10750.72111,11116.70439,11705.63362,11964.2821,12549.33397,12834.6024,13335.55703,14125.31596,15078.76996,15779.07374,16661.6256,17379.3273,18033.975,18016.36617,18874.29543,19749.4223,19693.61751,20803.39934,21284.70833,21220.8879,21597.08362,22266.66334,22336.9462,22821.20054,23329.15536,23687.82607,24371.17769,25307.87479,26134.99521,26744.39669,27042.01868,26882.04406,27463.47863,27918.81948,28602.35254,29095.92066,30107.97838,31039.61877,32008.50466,32196.42488,32417.60769,32741.18737,33455.69403,34108,35177.20238,36335.80724,36700.30725,35200.2062,35816.33659,36637.25465,36731.62877,36935.1352,37386.70975,37811.41732,38240.47994,38621.64282,38985.32947
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.1528146,,,,,,,,,,,,,,,,,,,,478.1291135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.9715872,651.1755933,760.7024139,731.0803273,679.154234,675.7240155,618.3668908,676.3131183,765.7063169,869.7670862,804.1030421,884.7930885,869.1676068,891.4455907,945.0598953,923.8871952,946.0487567,1027.067814,955.3055962,1055.452401,933.321834,891.1864755,855.5414347,933.439538,968.2195112,1032.162705,952.7129473,1028.401065,1079.353285,1029.725722,1058.782291,940.4517944,824.9868627,504.56562,434.5921041,435.9416949,398.6524469,462.3182587,531.9991898,673.3493867,840.6773877,943.016458,981.4224499,1031.095764,1042.11119,1088.132007,1096.957437,1079.016089,1118.54704,1220.0492,1393.671019,1487.066723,1608.930584,1602.892957,1666.249597,1595.356986,,,,,,1415.936091,1571.757871,1774.08957,1935.861426,2094.902596,2066.708942,2161.011951,2214.816173,2281.447253,2430.960748,2614.537457,2619.012485,2763.85782,2682.301787,2881.543903,2992.92046,3023.875677,2910.652488,3242.020735,3384.26602,3508.468943,3624.784015,3799.295438,3816.384847,4071.803026,4139.16814,4121.38303,4425.476369,4488.361681,4436.524444,4579.057689,4621.856183,4673.212635,4589.073133,4534.635395,4516.069956,4565.996183,4648.638559,4640.777912,4617.524454,4741.39581,4738.097871,4776.171807,4799.322286,4629.494456,4528.838746,3455.542969,2627.685931,2088.928545,1828.588025,1843.189487,1943.285094,2132.381247,2285.695556,2533.170154,2775.739802,3059.179927,3387.790782,3760.105577,4648,6174.30403,7617.241876,8330.512625,8985.408113,9325.554448,9218.057194,9291.02627,9598.963661,10079.32895,10475.15661,10750.54585,11006.40698,11356.28779
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409.188697,,,,,,,,,,,,,,,,,,,,1409.188697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.023564,,,,,,,,,,,,,,,,,,,,,,,,,6289.829125,,,,,,,,,,,,6289.829125,,,,,,,,,,13685.51115,14404.4065,15117.51505,15881.60021,16708.0202,17609.59195,18377.28507,19318.1061,20153.21704,21216.83633,19420.83648,19229.52315,18152.43763,19144.3247,15633.82509,13061.01405,13458.39105,14380.66603,16071.68343,19834.88471,20670.459,19643.98114,20433.0368,21361.93912,21424.13801,21869.18614,22024.19431,22438.01353,22549.93421,22669.38991,21906.40174,20600.50034,19432.56931,19119.62126,19353.79124,19840.90335,20329.1399,20990.83247,22074.23591,22623.02554,22728.40826,22600.18761,22810.96126,22744.75466,22747.53458,23021,23314.07129,23369.12536,22560.07744,21219.55493,21022.70646,21129.18681,21418.22981,21753.58958,22051.17345,22352.82799,22658.60999,22968.57434,23282.7788
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.9917926,,,,,,,,,,,,,,,,,,,,812.8182684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.64571,,,,,,,,,,,,,,,,,,,,,1575.465267,,,,,,,,,,,,,,,,9158.26528,9508.373034,9867.084765,10230.37327,10599.69245,10957.17293,11308.30636,11635.79945,11921.7816,12169.78864,12373.90803,12543.97119,12753.27514,13030.12917,13372.46701,13810.41979,14286.4804,14804.6727,15319.70109,15864.95424,16484.33688,17331.75586,18268.65839,19043.08006,19904.54882,17069.07085,18770.21074,19340.10196,19212.87212,18373.36647,19096.98462,18770.0815,19211.14731,19765.09222,19830.06219,19035.17885,18782.86544,18524.02406,18571.20729,18431.74096,17860.39158,18146.8564,19035.57917,20065.77006,19499.25515,19759.05719,20101.55255,20292.01679,20834.14092,21317.72228,22015.32286,22630.44158,23403.55927,24686.46498,25659.68239,27236,28478.45986,30260.80433,31538.936,24415.28452,24012.80725,24036.72517,24472.89624,24989.20038,25303.94919,25708.0826,26145.41659,26594.58754,27061.20242
Bangladesh,614.52257,614.3627258,614.2029232,614.0431622,613.8834428,613.7237649,613.5641285,613.4045336,613.2449803,613.0854684,612.9259981,612.7665692,612.6071818,612.4478358,612.2885314,612.1292683,611.9700467,611.8108664,611.6517276,611.4926302,611.3335742,611.1745595,611.0155862,610.8566542,610.6977636,610.5389143,610.3801064,610.2213397,610.0626144,609.9039303,609.7452875,609.5866859,609.4281257,609.2696066,609.1111288,608.9526922,608.7942969,608.6359427,608.4776297,608.3193579,608.1611273,608.0029378,607.8447895,607.6866823,607.5286162,607.3705912,607.2126074,607.0546646,606.896763,606.7389024,606.5810828,606.4233043,606.2655669,606.1078705,605.9502151,605.7926007,605.6350273,605.6313386,605.62765,605.6239614,605.6202728,605.6165843,605.6128957,605.6092072,605.6055187,605.6018303,605.5981418,605.5944534,605.590765,605.5870766,605.5833883,605.5796999,605.5760116,605.5723233,605.5686351,605.5649468,605.5612586,605.5575704,605.5538822,605.5501941,605.546506,605.5428178,605.5391298,605.5354417,605.5317537,605.5280656,605.5243776,605.5318826,605.5393876,605.5468927,605.5543979,605.5619032,605.5694086,605.5769141,605.5844197,605.5919253,605.5994311,605.606937,605.6144429,605.621949,605.6294551,605.6369613,605.6444676,605.6519741,605.6594806,605.6669872,605.6744939,607.0648134,608.4583245,609.8550343,611.2549502,612.6580797,614.06443,615.4740085,616.8868228,618.3028801,619.722188,621.1447539,622.5705853,623.9996897,625.4320745,643.845699,622.3084814,649.4773793,654.2277256,635.2830715,663.6261606,601.5450494,648.7166244,663.9909078,673.008597,655.3201622,605.9492715,715.43524,715.6558478,658.780848,680.7087573,690.5229512,743.5906505,749.5682743,748.5213695,730.4752857,746.7777068,697.3086433,703.0334248,794.8382808,791.3732063,784.6955049,782.3918596,764.022416,804.9667716,784.6813871,806.7976334,791.4522784,689.6191339,784.1612924,721.3871023,771.8671741,796.3996148,762.6136569,791.9250156,793.279376,809.9082258,802.0236389,801.9868565,826.7609305,824.3512348,807.8737586,805.595915,795.0657186,791.3910447,773.0109549,791.8517813,768.1059353,759.3195615,765.296671,779.6690283,784.6379407,771.9383882,793.1760224,775.7388352,754.3445791,706.3894016,701.6065168,700.8817385,709.2641209,673.3711492,675.3403221,684.2441716,682.7215415,682.5485692,633.4855866,687.860854,661.6374577,635.985227,656.3067921,679.3640316,703.5104482,686.3415538,741.049209,734.0626968,758.0844826,752.5969218,721.1860862,772.1398151,766.6898484,785.1407936,731.0845025,630.2336265,619.9132487,682.131242,659.7209764,674.2066034,659.8772322,687.0598818,698.4684846,683.5393888,686.5680845,676.9818656,692.957842,713.8657578,719.6382971,735.9421772,751.9794035,759.0447399,763.4563728,798.5847008,810.2204465,837.8101643,862.9065016,884.1236841,912.826118,939.2396142,972.7700352,1005.197923,1034.635598,1075.434583,1110.284602,1136.39043,1171.999172,1221.437619,1268,1333.98855,1402.308162,1470.332148,1540.79056,1621.048571,1708.302009,1792.550235,1880.148383,1978.517383,2086.900413,2205.352379,2333.766424,2474.354661
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.813988,,,,,,,,,,,,,,,,,,,,1017.813988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877.917669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3245.072989,,,,,,,,,,5319.738549,5711.592975,6204.489468,5863.174226,6130.21461,6806.042783,7057.569286,7788.544085,8306.964284,8904.398502,9712.47609,9814.376701,9853.806374,9990.788652,11268.7188,10983.92364,11414.77621,11817.35591,12375.14086,13301.46049,13858.89822,13504.66184,12736.47247,12679.08232,13003.27342,13020.58134,13560.56435,13783.20898,14140.09281,14528.01825,13954.77684,13293.89716,12263.45331,12299.75531,12736.7545,13009.35556,13356.07747,13901.90893,14702.32104,14710.96403,14982.12294,14533.64282,14544.49305,14779.73094,15268.12566,15837,16703.59316,16938.20592,16959.90069,16226.01413,16223.53076,16273.99641,16233.41379,16273.89557,16395.64343,16600.07764,16889.85806,17218.38484,17587.65811
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.549704,,,,,,,,,,,,,,,,,,,,514.5506493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.4080242,714.2314759,834.6046221,802.3358705,745.5635095,742.0116189,679.2234945,743.0865546,841.5480964,956.1913293,884.2573073,973.2710243,956.3585056,981.1539439,1040.463301,1017.44631,1042.152303,1131.727614,1052.956028,1163.674951,1029.318029,983.1320651,944.0814007,1030.337975,1069.03633,1139.966049,1052.521417,1136.46617,1193.116172,1138.585887,1171.051578,1040.473479,912.9912771,558.5504048,481.2288628,482.8623729,441.6868912,512.3730068,589.768112,746.6823838,932.5023235,1046.321017,1089.248035,1144.708532,1157.27107,1208.725662,1218.88029,1199.290291,1243.585846,1356.825454,1550.358116,1654.730734,1790.850388,1784.644176,1855.719348,1777.277476,,,,,,1580.126044,1754.522103,1980.95159,2162.209177,2340.520208,2309.686302,2415.772143,2476.632722,2551.875445,2719.894804,2926.133587,2931.986524,3095.032539,3004.56968,3228.679992,3353.473947,3388.158302,3261.295253,3632.583029,3791.96443,3931.129929,4061.457335,4256.991938,4276.140087,4562.328184,4637.80869,4617.88103,4958.608124,5110.142771,5132.553596,5382.848489,5520.747634,5672.081156,5659.750666,5682.770542,5750.74134,5908.049754,6111.950194,6199.979282,6268.362206,6540.282647,6641.096021,6802.383293,6945.547729,6807.781057,6693.1884,6014.406075,5528.263371,4868.615987,4355.509243,4475.405604,4987.788391,5411.861751,5602.352725,5936.237819,6225.164179,6545.789965,6999.864668,7806.724446,8541,9430.712719,10271.59384,11533.73999,11569.6266,12490.18818,13248.85243,13515.16103,13869.73009,14308.17339,14802.62809,15334.80126,15918.72774,16569.657
Belgium,1532.259777,1532.859642,1533.459743,1534.060077,1534.660647,1535.261453,1535.862493,1536.463769,1537.06528,1537.667026,1538.269008,1538.871226,1539.473679,1540.076369,1540.679294,1541.282455,1541.885853,1542.489487,1543.093357,1543.697463,1544.301806,1544.906386,1545.511202,1546.116255,1546.721545,1547.327071,1547.932835,1548.538836,1549.145075,1549.75155,1550.358263,1550.965214,1551.572402,1552.179828,1552.787492,1553.395393,1554.003533,1554.611911,1555.220526,1555.829381,1556.438473,1557.047804,1557.657373,1558.267182,1558.877228,1559.487514,1560.098039,1560.708802,1561.319805,1561.931047,1562.542528,1563.154249,1563.766209,1564.378408,1564.990848,1565.603527,1566.216446,1570.354559,1574.503606,1578.663615,1582.834616,1587.016636,1591.209706,1595.413855,1599.629111,1603.855504,1608.093064,1630.751723,1653.72965,1677.031346,1700.661371,1724.624353,1748.924982,1773.568017,1798.558282,1823.900669,1849.600141,1875.661728,1902.090532,1928.89173,1956.070566,1983.632363,2011.582516,2092.666583,2083.087229,2127.145048,2194.688203,2241.245778,2286.728175,2332.140252,2461.44186,2462.739554,2581.084567,2631.004636,2631.22739,2614.360548,2728.300299,2749.402399,2801.788431,2861.589489,2936.266813,2914.601389,2980.082887,2973.805529,3059.923725,3171.267701,3206.227119,3195.35025,3364.868539,3360.558321,3444.301802,3409.476698,3426.091527,3437.959963,3507.431689,3510.634716,3654.844328,3660.701577,3740.809098,3751.040678,3740.868229,3742.930126,3761.505534,3877.598793,3874.225257,4032.169988,4091.503818,4052.197281,4108.360556,4124.832174,4140.290931,4192.433905,4240.59203,4282.647894,4316.809274,4366.636681,4456.853483,4442.716616,4466.985238,4506.916169,4565.576193,4639.145238,4682.46548,4700.105326,4700.770256,4746.966179,4858.374053,4959.5281,5029.693521,5045.577548,3696.149288,3027.958368,3388.898916,2821.916326,2636.439384,3249.348091,4906.662804,5166.580869,5513.882847,5864.801897,6123.550712,6131.487699,6209.337983,6183.179704,6598.969476,6763.129244,6865.096247,6615.188454,6291.56966,6216.085094,6063.87811,6335.159336,6529.95696,6834.458715,6697.845051,6423.531589,5272.799768,4501.674976,4617.744352,3740.559049,3794.176568,4048.7021,6372.254716,7175.788192,7533.409944,7749.113353,7990.46584,8393.415992,8343.105127,8645.372292,8950.306725,9244.72546,9529.403593,9714.960623,9477.273558,9675.467689,10076.60249,10512.5111,10991.20676,11396.12839,12089.40942,12406.28806,12720.17707,13149.04119,13647.19609,14520.74226,15379.70523,15899.65951,16672.14356,17639.58142,18325.1694,18032.1155,19019.94462,19117.97448,19645.53784,20090.12043,20969.62311,20696.13378,20979.84589,20979.01253,21498.93801,21708.74541,22024.75308,22525.56308,23555.8201,24269.23182,24925.91,25293.57135,25575.57069,25229.59834,25947.30294,26480.94732,26725.49837,27561.19663,28030.61314,28937.1514,29940.2047,30092.07613,30485.88375,30736.5256,31600.01699,32077,32726.99396,33437.81037,33506.60176,32315.18101,32832.33518,32929.85037,32585.01197,32399.18276,32554.91904,32723.11142,32905.93753,33129.74365,33368.38238
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.9680974,,,,,,,,,,,,,,,,,,,,542.9680974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.803272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.132728,,,,,,,,,,1868.455953,1893.402978,1916.319613,1941.286962,1972.054066,2008.959321,2049.493677,2099.158522,2206.039106,2275.298299,2345.39737,2403.225173,2616.696579,2724.536587,3051.152409,3105.445004,3039.687326,3158.688003,3318.664398,3472.14344,3893.633384,3841.460049,3732.094919,3580.4764,3537.97666,3484.982013,3554.56711,3844.931896,4092.65547,4542.519865,4871.108698,5298.352351,5780.689094,5958.650597,5806.446871,5677.099891,5632.532922,5631.50107,5632.335083,5991.9671,6545.453139,6669.070206,6799.541995,7203.578402,7300.541179,7290,7454.891533,7197.104697,7297.022626,7185.229213,7271.493791,7289.301094,7550.138241,7606.276801,7662.832927,7719.809582,7777.208739,7835.036322,7893.292331
Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.7183009,,,,,,,,,,,,,,,,,,,,553.7183009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.5312264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104.46653,1083.571326,1062.7522,1012.844468,1021.285421,1000.6625,980.063476,959.6010805,974.0371343,988.8752036,996.92542,1006.387154,949.4990641,970.3394996,1012.246002,1039.340013,1051.665607,1035.831411,1048.782081,1052.798147,1047.170296,1024.931274,1085.796879,1081.867638,973.636253,987.9579389,1002.186242,1029.161251,1032.012149,1083.174619,1154.234615,1186.70402,1277.897616,1187.136071,1243.820057,1297.164289,1285.076926,1225.85601,1222.901415,1158.335439,1165.469339,1181.649596,1191.207681,1177.913844,1168.530364,1176.666594,1202.154611,1232.975292,1251.877993,1272.796464,1307.568232,1333.301105,1372.877931,1386.048537,1389.130095,1390,1398.560746,1419.818741,1447.636926,1443.648418,1438.986214,1448.858849,1464.138255,1484.596467,1505.652321,1530.829464,1560.351425,1591.329742,1625.237953
